,label,PCA_feature_88,PCA_feature_11,PCA_feature_17,PCA_feature_137,PCA_feature_37,PCA_feature_3,PCA_feature_167,PCA_feature_130,PCA_feature_15,PCA_feature_89,PCA_feature_142
7,1.0,-0.679852768581926,-3.638702520880764,-1.2633056188911116,-2.1198320876436583e-15,0.23906015425203544,-3.4308148144348847,-3.469446951953614e-16,-8.465450562766819e-16,2.434653863638206,0.2408216443565761,-5.828670879282072e-16
7,1.0,-0.6798527685819259,-3.6387025208807633,-1.2633056188911123,-2.1510571102112408e-15,0.23906015425203445,-3.430814814434886,-3.469446951953614e-16,-8.604228440844963e-16,2.4346538636382062,0.24082164435657583,-8.534839501805891e-16
8,1.0,0.9654105045833181,-0.9763688538506361,-1.866028860483384,-3.0531133177191805e-16,0.4613189666637949,-8.18200702701287,2.0122792321330962e-16,1.7797178661349555e-16,2.0793211795922706,0.03100361733632312,-3.9898639947466563e-16
8,0.0,0.07978630389893313,3.993303831801346,-4.674205316073179,-1.582067810090848e-15,1.9783091142150775,-12.415014510488243,3.122502256758253e-16,6.591949208711867e-17,4.589780642704906,-0.7101430889041317,1.0755285551056204e-16
8,1.0,0.9654105045833181,-0.9763688538506361,-1.866028860483384,-3.0531133177191805e-16,0.4613189666637949,-8.18200702701287,2.0122792321330962e-16,1.7797178661349555e-16,2.0793211795922706,0.03100361733632312,-3.9898639947466563e-16
9,0.0,0.024583882709753938,1.3763506306556934,3.3896346765306276,-2.5673907444456745e-15,-0.1669163892589996,-5.210669040533466,2.1094237467877974e-15,1.457167719820518e-16,10.678773389928569,-0.04328834336458659,-2.3433945756101693e-15
10,1.0,0.3826182493303944,-0.3419219237771228,-0.8304807717286661,-3.0531133177191805e-16,0.21982155185793276,5.070351615238596,-9.575673587391975e-16,1.2490009027033011e-15,-7.638276384032938,-0.006921876787190674,6.938893903907228e-16
11,1.0,0.3350392604801463,1.3030605098136494,-6.637044550969546,4.163336342344337e-16,-0.9074143988519587,-9.042166587126967,-8.326672684688674e-17,-6.359929943799969e-16,-3.4099305106486053,0.1521429112413328,-2.2898349882893854e-16
11,0.0,0.24455952891641247,5.378204006576274,11.366472021569189,-2.706168622523819e-15,0.5386696372292403,-4.539032954891779,-1.3183898417423734e-15,-3.299444051307887e-15,-2.982279114322494,0.4744854288967434,-5.759281940243e-16
11,1.0,0.3350392604801463,1.3030605098136494,-6.637044550969546,4.163336342344337e-16,-0.9074143988519587,-9.042166587126967,-8.326672684688674e-17,-6.359929943799969e-16,-3.4099305106486053,0.1521429112413328,-2.2898349882893854e-16
12,1.0,-0.128732877882768,0.052551090224522756,-0.5687617991702555,-5.412337245047638e-16,-0.794300821406367,3.8257093178742414,-5.204170427930421e-16,2.42861286636753e-15,-5.3520412939104105,0.052136072168066705,-1.1362438767648086e-15
12,1.0,-0.128732877882768,0.052551090224522756,-0.5687617991702555,-5.412337245047638e-16,-0.794300821406367,3.8257093178742414,-5.204170427930421e-16,2.42861286636753e-15,-5.3520412939104105,0.052136072168066705,-1.1362438767648086e-15
12,0.0,0.3904455130231592,4.983522222254106,1.93920898092111,-1.9897278269453977e-15,-0.9540689368150521,-12.455282318492511,-4.163336342344337e-17,-2.3869795029440866e-15,3.691614881645878,-0.8398470175922383,1.7416623698807143e-15
12,1.0,-0.128732877882768,0.052551090224522756,-0.5687617991702555,-5.412337245047638e-16,-0.794300821406367,3.8257093178742414,-5.204170427930421e-16,2.42861286636753e-15,-5.3520412939104105,0.052136072168066705,-1.1362438767648086e-15
12,1.0,-0.128732877882768,0.052551090224522756,-0.5687617991702555,-5.412337245047638e-16,-0.794300821406367,3.8257093178742414,-5.204170427930421e-16,2.42861286636753e-15,-5.3520412939104105,0.052136072168066705,-1.1362438767648086e-15
13,1.0,-0.08725681338334362,5.999961242979484,-5.43165816508052,8.72565908416334e-16,-0.6062470200833361,-0.6238368685446207,6.574601973952099e-16,-6.938893903907228e-16,-2.433650649815325,-0.9677379556373519,-1.3704315460216776e-15
13,0.0,-0.18269799301027922,-3.6605511220601503,-6.297449641899412,1.0824674490095276e-15,0.3399222090682814,-1.188936875504766,1.3761778175358508e-15,-3.5110803153770576e-15,0.21549395092340268,-0.16311874019663236,-6.661338147750939e-16
14,1.0,1.208842790393904,-0.898132277495033,3.772665725511745,-6.245004513516506e-16,1.2789732030130274,16.124249306345483,-1.0685896612017132e-15,5.672545766444159e-16,4.302467082742255,-0.7742056926291034,-5.412337245047638e-16
14,0.0,-0.23951489134471102,-2.9367549975675065,6.590914704428113,-5.412337245047638e-15,-2.107822244347936,20.33532934903771,-2.3592239273284576e-15,5.48172618408671e-16,-0.2692763952230456,0.007819279335889079,2.4841240175987878e-15
15,1.0,-0.6094419353712508,-0.5032277000087126,-3.9837618417195446,1.304512053934559e-15,-0.6912376338991466,24.692075315236867,-9.43689570931383e-16,-2.636779683484747e-16,3.176887814895921,0.4948395363005686,-1.1587952819525071e-15
15,1.0,-0.609441935371251,-0.503227700008713,-3.9837618417195437,7.771561172376096e-16,-0.6912376338991479,24.692075315236863,-9.43689570931383e-16,8.326672684688674e-17,3.1768878148959194,0.49483953630056765,-1.5057399771478686e-15
15,0.0,-0.30818994271754324,-0.5502638801965558,4.26790614854921,-2.831068712794149e-15,1.9038130736778238,-18.864094290086587,1.0547118733938987e-15,-1.837939522797427e-15,2.150050941196235,-0.4366791795975108,-1.27675647831893e-15
17,0.0,-0.8969414820163663,1.895975648647655,-3.492393464651692,1.3877787807814457e-16,1.528708429869691,-8.854987022628265,-3.0531133177191805e-16,-1.97758476261356e-15,-3.2341303987130114,0.5615231757972359,8.743006318923108e-16
17,1.0,-0.5300235224803818,-7.186234956338348,-0.9172016493497606,2.9976021664879227e-15,1.421031958481086,1.3134382469033308,8.604228440844963e-16,7.7021722333370235e-16,-0.896414087980157,0.12410246012920595,-4.163336342344337e-16
17,1.0,-0.5300235224803818,-7.186234956338348,-0.9172016493497606,2.9976021664879227e-15,1.421031958481086,1.3134382469033308,8.604228440844963e-16,7.7021722333370235e-16,-0.896414087980157,0.12410246012920595,-4.163336342344337e-16
18,0.0,0.26276027513826133,-0.5082587850702909,1.5877409681766168,5.551115123125783e-16,0.8870250141829915,12.770053141687828,-9.71445146547012e-17,-3.490263633665336e-15,-6.836422820383432,0.06690701606690486,-1.0889726620444407e-15
19,0.0,0.6254630131335611,1.7786243519514646,5.599330921150547,-2.6020852139652106e-15,-1.8959384994447546,-12.596829101497049,-1.0130785099704553e-15,-3.0253577421035516e-15,4.869376993481595,0.22246970868896376,1.096345236817342e-15
19,1.0,-0.5824193703618399,-3.17374133227876,1.8825459234032071,5.204170427930421e-16,0.8375594771716544,10.900576005510267,-4.440892098500626e-16,1.0477729794899915e-15,0.03740858211998027,0.34258708526887777,-2.8449465006019636e-16
19,1.0,-0.5824193703618402,-3.173741332278761,1.8825459234032067,3.5388358909926865e-16,0.8375594771716547,10.900576005510265,-4.440892098500626e-16,1.0096090630185017e-15,0.03740858211998063,0.34258708526887793,-8.673617379884035e-17
21,0.0,-0.17962610124676864,9.422584925536444,3.9652261141714398,-2.0261570199409107e-15,-3.542117622783163,-20.241511508770518,7.216449660063518e-16,-2.7113727929517495e-15,3.886938570136976,-0.3615850822545783,5.316927453868914e-16
22,1.0,0.18426837907184912,-2.912769425509732,2.9830408351701223,-2.498001805406602e-16,-0.017595567605352712,5.583871872200099,1.1102230246251565e-16,1.654926196081874e-15,0.8290252802663913,0.3306619851388382,1.7032816129747275e-16
22,0.0,-0.10924448752993264,-4.207612884626418,0.16765088546130613,-2.2690183065776637e-15,0.5784763544307376,20.104399981860666,-2.2950391587173158e-15,-1.9637069748057456e-15,6.228365523370916,0.19716546344046657,1.5265566588595902e-15
22,1.0,0.18426837907184912,-2.912769425509732,2.9830408351701223,-2.498001805406602e-16,-0.017595567605352712,5.583871872200099,1.1102230246251565e-16,1.654926196081874e-15,0.8290252802663913,0.3306619851388382,1.7032816129747275e-16
23,0.0,-0.4169883937514422,-6.109493339206435,0.31063648706665953,-4.85722573273506e-17,0.07808649934544973,-3.7375628775407925,6.800116025829084e-16,6.245004513516506e-17,2.862421687372845,-0.11313731470435452,1.6046192152785466e-17
24,0.0,1.123351522088825,-1.665096990450639,-1.1299793629087567,-4.274358644806853e-15,-0.5024322111703954,-17.846499278551256,3.5041414214731503e-16,9.818534874028728e-16,-2.831154084078242,-0.5131082313789102,2.0348306373207947e-15
25,1.0,0.17518254723538806,-2.1187278281392703,2.8883708900870335,-2.3626933742804113e-15,-0.7403115448734876,24.361165098354093,-5.551115123125783e-17,1.4710455076283324e-15,1.7146946418484137,0.8804102319452324,-4.996003610813204e-16
25,1.0,0.17518254723538737,-2.1187278281392703,2.8883708900870326,-1.9845236565174673e-15,-0.7403115448734867,24.361165098354093,-5.551115123125783e-17,1.3739009929736312e-15,1.7146946418484141,0.8804102319452319,-4.579669976578771e-16
26,0.0,0.706914157398832,-4.603426610423844,2.688487639883415,-2.733924198139448e-15,0.2298875397342189,-11.41705313198809,4.163336342344337e-17,-7.292777493006497e-15,-0.7108529530192214,-0.40990742514477185,-8.326672684688674e-17
27,1.0,-0.12696914441606474,0.6759000250996906,-0.39265421602681627,4.579669976578771e-16,0.8350168051853817,-9.851215768784234,9.71445146547012e-17,-2.01574867908505e-15,1.6732234973370244,0.2118013396336611,9.853229343548264e-16
27,1.0,-0.12696914441606474,0.6759000250996906,-0.39265421602681627,4.579669976578771e-16,0.8350168051853817,-9.851215768784234,9.71445146547012e-17,-2.01574867908505e-15,1.6732234973370244,0.2118013396336611,9.853229343548264e-16
28,0.0,-0.0631542679560445,-2.889355718171636,0.6171982036546189,4.163336342344337e-16,2.5818066598726137,-8.591042365471553,1.096345236817342e-15,-1.5959455978986625e-16,2.2994410501408398,1.243815338452897,-8.023096076392733e-16
28,1.0,0.4982104717717975,3.22288738538409,0.30860841782923265,1.3600232051658168e-15,-0.16653723422495365,-8.289956994820555,2.498001805406602e-16,-1.2975731600306517e-15,1.177712668084535,0.1900028817807019,7.632783294297951e-17
28,1.0,0.4982104717717975,3.22288738538409,0.30860841782923265,1.3600232051658168e-15,-0.16653723422495365,-8.289956994820555,2.498001805406602e-16,-1.2975731600306517e-15,1.177712668084535,0.1900028817807019,7.632783294297951e-17
29,0.0,-0.3812320272057977,4.921409253032493,2.056593432490456,8.326672684688674e-17,-0.4705579308965474,-20.346723312545375,1.0269562977782698e-15,-3.8163916471489756e-17,3.260675811927171,1.260449676498227,3.0531133177191805e-16
30,0.0,0.4152771249571654,3.4356303135567705,2.5013859720712617,-5.35682609381638e-15,0.18801472032463384,-17.730683639803377,-5.551115123125783e-17,-5.793976409762536e-16,-0.4666835216665154,0.041760933996368044,1.8648277366750676e-16
31,1.0,-0.06424161126383893,10.523051812429449,0.18254682651421905,1.0824674490095276e-15,0.14425124880247142,28.400592042314344,1.27675647831893e-15,2.7824964554667986e-15,2.0312903701048675,0.026090796621938084,-7.147060721024445e-16
31,1.0,-0.06424161126383893,10.523051812429449,0.18254682651421905,1.0824674490095276e-15,0.14425124880247142,28.400592042314344,1.27675647831893e-15,2.7824964554667986e-15,2.0312903701048675,0.026090796621938084,-7.147060721024445e-16
31,1.0,-0.06424161126383901,10.523051812429443,0.18254682651421927,1.3600232051658168e-15,0.14425124880247087,28.400592042314344,1.27675647831893e-15,2.838874968436045e-15,2.0312903701048675,0.02609079662193814,-1.0685896612017132e-15
31,0.0,-0.8571560797101175,11.667186900283964,-2.537269377339259,-2.5951463200613034e-15,-1.3948645413543477,-11.600185746176145,-1.7069679003611782e-15,-5.48172618408671e-16,-1.9694543005426224,-0.004673268144169851,4.510281037539698e-16
31,1.0,-0.06424161126383901,10.523051812429443,0.18254682651421927,1.3600232051658168e-15,0.14425124880247087,28.400592042314344,1.27675647831893e-15,2.838874968436045e-15,2.0312903701048675,0.02609079662193814,-1.0685896612017132e-15
32,1.0,-0.025211632310703183,-4.317953944224562,3.8769463116482568,-2.0261570199409107e-15,2.7159550275890254,9.041232632746945,-4.163336342344337e-16,1.5890067039947553e-15,2.135006919430194,-0.6129030581075228,1.8041124150158794e-16
32,1.0,-0.025211632310703183,-4.317953944224562,3.8769463116482568,-2.0261570199409107e-15,2.7159550275890254,9.041232632746945,-4.163336342344337e-16,1.5890067039947553e-15,2.135006919430194,-0.6129030581075228,1.8041124150158794e-16
32,0.0,2.112296381186216,1.4407661400183343,-4.242863118148435,2.921274333544943e-15,-2.848098178173071,4.409790772587039,1.3877787807814457e-16,1.4432899320127035e-15,-5.825421308909184,1.5118394607869294,-4.163336342344337e-16
33,0.0,0.13868160481033032,0.5591902856947444,-0.39633887026871567,-4.3576253716537394e-15,-0.07723537495517782,-15.87009947503762,2.220446049250313e-16,-3.01126311386124e-15,-5.573685778412689,0.36869013591488287,3.8380756905986857e-16
34,1.0,-0.42998721929952777,0.3786153697061766,-2.9742865639142333,1.0269562977782698e-15,-1.5850332396060116,-6.457842165809492,1.1102230246251565e-16,-1.734723475976807e-17,3.647781734553253,0.6904908669124572,2.8449465006019636e-16
34,1.0,-0.42998721929952777,0.3786153697061766,-2.9742865639142333,1.0269562977782698e-15,-1.5850332396060116,-6.457842165809492,1.1102230246251565e-16,-1.734723475976807e-17,3.647781734553253,0.6904908669124572,2.8449465006019636e-16
35,1.0,-0.14020219533500128,-6.055533065404568,1.6559714903917735,1.85268467234323e-15,0.2187008066670194,2.2328647999089735,5.273559366969494e-16,1.2871648191747909e-15,0.514227941757812,-0.30809385661085226,3.608224830031759e-16
35,0.0,0.2145120779561731,3.402780841041685,1.6614168277671404,-2.1788126858268697e-15,4.9058553256338,-10.85169600276934,1.1102230246251565e-16,3.122502256758253e-17,-4.395812821408076,0.08568450868886376,-3.191891195797325e-16
36,1.0,-0.21007059239892262,-2.324823305405968,1.5082057051085196,2.345346139520643e-15,0.1495063283374639,0.8500235896777295,2.8796409701215e-16,1.547373340571312e-15,1.5492434391588485,0.5707281601812784,-7.142723912334503e-16
36,1.0,-0.21007059239892262,-2.324823305405968,1.5082057051085196,2.345346139520643e-15,0.1495063283374639,0.8500235896777295,2.8796409701215e-16,1.547373340571312e-15,1.5492434391588485,0.5707281601812784,-7.142723912334503e-16
36,1.0,-0.21007059239892262,-2.324823305405968,1.5082057051085196,2.345346139520643e-15,0.1495063283374639,0.8500235896777295,2.8796409701215e-16,1.547373340571312e-15,1.5492434391588485,0.5707281601812784,-7.142723912334503e-16
36,0.0,-0.18782940489042715,-4.67181300384086,-2.045102503094095,-2.095545958979983e-15,-2.3107653127970886,-8.787468534058771,1.5178830414797062e-16,-1.5265566588595902e-16,-3.873794419961935,0.6284111403795674,2.896988204881268e-16
37,0.0,-0.4995788472167464,0.8416446030533562,-0.1126010476314041,-6.522560269672795e-15,0.6858805075761234,-26.344194859298504,2.636779683484747e-16,-1.8561541192951836e-15,-3.82980749343775,-0.579626497990555,1.9532986339498848e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15,1.51660063404303,-0.1149311682318581,-1.2455314557513475e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15,1.51660063404303,-0.1149311682318581,-1.2455314557513475e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15,1.51660063404303,-0.1149311682318581,-1.2455314557513475e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15,1.51660063404303,-0.1149311682318581,-1.2455314557513475e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15,1.51660063404303,-0.1149311682318581,-1.2455314557513475e-15
38,0.0,0.4010802604039233,0.12260448734479679,0.48212323253301337,-5.754077769815069e-15,-0.1873838145277185,-15.532180223345668,-5.273559366969494e-16,-1.6653345369377348e-16,-3.826581778387154,0.4731041602210174,1.1310397063368782e-15
39,0.0,-0.25729489441098174,0.17358559241832278,1.9894134252592073,-2.3939183968479938e-15,3.4289897216323704,-13.790424337362024,-4.163336342344337e-17,2.609024107869118e-15,2.319242568722215,-0.151712156461435,3.3024798173908465e-16
39,1.0,-0.2737680505628053,-3.139715414430063,1.129037060146628,1.3322676295501878e-15,-0.8775400173410454,4.88467343590033,-5.551115123125783e-17,3.5735303605122226e-16,-1.24239951607198,-0.3838166340330912,1.8735013540549517e-16
39,1.0,-0.2737680505628056,-3.1397154144300643,1.1290370601466282,1.4710455076283324e-15,-0.8775400173410451,4.88467343590033,-5.551115123125783e-17,4.0072112295064244e-16,-1.2423995160719805,-0.38381663403309163,3.7383290907300193e-16
40,0.0,0.31792726689748785,-2.7045750196343956,2.5595755051317077,-2.4702462297909733e-15,-1.8194659140005007,-15.038301473938585,-8.673617379884035e-17,-1.1362438767648086e-16,0.4427694442015052,0.0760092516301332,9.43689570931383e-16
40,1.0,0.5901842654354057,-4.578652545531947,2.363199283861945,-4.163336342344337e-16,0.3033108123747156,5.0187940603001575,-4.163336342344337e-16,7.91033905045424e-16,-1.0510250223154998,-0.6702282995858871,1.582067810090848e-15
42,1.0,-0.33307812878145976,-5.326851263216093,0.708300755638318,1.7618285302889447e-16,0.11432855643736028,7.164108531674248,-8.049116928532385e-16,4.510281037539698e-16,-0.12179101574115707,-1.2569373534961867,5.273559366969494e-16
42,0.0,-1.2038447477444085,-0.09327439257783432,-4.220297489119372,4.440892098500626e-16,-0.033999265798386746,0.031002139493060632,-2.220446049250313e-16,1.394717674685353e-15,-1.903103493892072,0.20778768851504656,-9.71445146547012e-17
43,1.0,-0.6862939653830133,8.635893189247756,4.458650145950824,4.052314039881821e-15,-3.903215306473595,17.981707542649684,-9.575673587391975e-16,2.6558616417204917e-15,-6.44705119047744,-0.6491327035969846,3.903127820947816e-16
43,0.0,0.4669784994550829,8.56837526391913,2.0492377783891125,-9.853229343548264e-16,-1.2046819081157703,-16.637853520610708,2.220446049250313e-16,-9.332812300755222e-16,5.655871181712224,0.1050647122931994,6.522560269672795e-16
44,1.0,-0.5531972960822004,0.26220652627858587,-2.44125338763294,1.2073675392798577e-15,-0.5598105075193486,-6.034961255859477,2.0122792321330962e-16,2.0122792321330962e-16,4.840075810235489,-0.23718067196213202,-3.677613769070831e-16
44,1.0,-0.5531972960822011,0.2622065262785851,-2.44125338763294,3.469446951953614e-16,-0.5598105075193472,-6.034961255859477,2.0122792321330962e-16,6.678685382510707e-16,4.840075810235488,-0.2371806719621321,-4.2674197509029455e-16
45,1.0,1.0531454742517927,-4.622999322677256,-0.11727416577153363,6.25888230132432e-15,0.08064315840867775,13.371016365950656,5.898059818321144e-16,0.0,0.672416076473034,0.5243564602683555,-2.914335439641036e-16
45,0.0,-0.7759306739311801,0.18618168685368608,3.5773978084465607,-2.7200464103316335e-15,0.4584545726920215,-19.985448932288158,7.494005416219807e-16,-4.551914400963142e-15,-0.6390338792897235,0.6390772765594418,3.7643499428696714e-16
46,0.0,0.6089715026246391,7.918598491857006,1.472813210242122,-2.095545958979983e-15,-1.3808505664388662,-13.195662800614464,-9.71445146547012e-17,-7.73686670285656e-16,4.557489549157287,0.11711735078143007,-4.2500725161431774e-17
46,1.0,0.6883869705812911,-2.8179521550835767,-1.9344447811069108,2.7408630920433552e-15,-0.012702239917469993,-1.3274422276653124,-3.0531133177191805e-16,5.065392549852277e-16,-0.8703317741616283,-0.03923179253884809,6.938893903907228e-17
47,1.0,-0.07196244276004288,-3.0110492359810275,-2.2795942114720518,3.191891195797325e-15,1.379086633618356,6.039110676133834,6.106226635438361e-16,-1.2975731600306517e-15,-2.364576296437016,0.13253484883057526,1.304512053934559e-15
47,1.0,-0.07196244276004243,-3.0110492359810266,-2.279594211472051,3.4139358007223564e-15,1.3790866336183565,6.039110676133833,6.106226635438361e-16,-1.2906342661267445e-15,-2.3645762964370167,0.13253484883057556,1.582067810090848e-15
47,1.0,-0.07196244276004288,-3.0110492359810275,-2.2795942114720518,3.191891195797325e-15,1.379086633618356,6.039110676133834,6.106226635438361e-16,-1.2975731600306517e-15,-2.364576296437016,0.13253484883057526,1.304512053934559e-15
48,1.0,-0.25780046793659517,-1.9451639405342753,-0.7811988522457038,-1.3877787807814457e-17,0.13304955724820133,-8.74863652418431,1.5265566588595902e-16,7.528699885739343e-16,1.2815105216430496,-0.05745256739998328,6.38378239159465e-16
48,0.0,-0.11914127511696035,-3.9398424603433924,-6.328338161594964,-2.5118795932144167e-15,-1.2631450704640375,-8.220424200669882,-3.3306690738754696e-16,-1.4224732503009818e-15,-2.7673908896199793,-0.34473810689321155,-2.983724378680108e-16
49,1.0,0.8044417944929713,-7.713225715075502,-2.343953057897836,1.915134717478395e-15,2.7793737623364043,-4.996571986639237,7.849623728795052e-16,1.0130785099704553e-15,1.9307666826593939,-0.7777186421403213,8.187894806610529e-16
49,0.0,-0.4129211934703472,6.736797106665048,-2.6245059878777073,2.636779683484747e-16,-0.8151565699630368,26.684518191388186,1.5265566588595902e-15,2.0122792321330962e-16,-2.359226155392618,-0.14285977629699004,-6.661338147750939e-16
51,1.0,0.11856000645185738,1.3086567313656485,-2.987551798358062,1.3877787807814457e-17,-0.30011496027135687,0.6846072129129537,-7.112366251504909e-16,2.7755575615628914e-16,-2.260276366372532,-0.3439995999201242,3.885780586188048e-16
51,0.0,-0.7925932955990946,14.862524463734083,2.8279284720207976,-4.385380947269368e-15,-0.5424168147306917,-14.526775968102797,-1.429412144204889e-15,-2.636779683484747e-16,0.8148853505277721,-0.04890325219258587,9.71445146547012e-16
51,1.0,0.11856000645185738,1.3086567313656485,-2.987551798358062,1.3877787807814457e-17,-0.30011496027135687,0.6846072129129537,-7.112366251504909e-16,2.7755575615628914e-16,-2.260276366372532,-0.3439995999201242,3.885780586188048e-16
52,1.0,0.3807333539351005,0.015274500364117483,0.6191363260794902,2.5118795932144167e-15,-2.980610627346513,9.502110793336595,-1.960237527853792e-16,1.797173521111972e-15,-4.0058372808298035,-0.10734715018769056,3.3133218391157016e-16
52,1.0,0.3807333539351005,0.015274500364117483,0.6191363260794902,2.5118795932144167e-15,-2.980610627346513,9.502110793336595,-1.960237527853792e-16,1.797173521111972e-15,-4.0058372808298035,-0.10734715018769056,3.3133218391157016e-16
52,0.0,0.09166299200397623,5.721319594916945,6.438947021203486,1.0824674490095276e-15,3.6874406328152034,-16.89147853476024,-2.498001805406602e-16,-1.394717674685353e-15,-3.7415915726170637,-0.4642997799334182,-6.938893903907228e-17
53,0.0,0.2617914034078041,-0.1691556268430252,3.222128943424262,-5.245803791353865e-15,-0.34523368381612485,-15.568637986050824,-3.774758283725532e-15,-2.0747292772682613e-15,0.14142025373400258,0.6846689526990638,-8.881784197001252e-16
53,1.0,0.024684360708454083,-8.320970571898451,-2.1385832381890433,4.385380947269368e-15,-0.2937060117873956,0.08686683499913765,3.86843335142828e-15,-2.67841304690819e-15,1.6719157463574776,-0.013486747634113172,-9.259953914764196e-15
53,1.0,0.024684360708455318,-8.320970571898453,-2.1385832381890384,4.676814491233472e-15,-0.293706011787393,0.0868668349991373,3.86843335142828e-15,-2.768618667658984e-15,1.6719157463574807,-0.013486747634111604,-9.874046025259986e-15
54,1.0,-0.5471704783843263,-1.486386810667443,-0.7758862453693417,1.8041124150158794e-15,0.7443265324246406,0.04863408711700934,2.983724378680108e-16,1.1544584732625651e-15,0.25696995590020777,0.27971423958979147,-2.282896094385478e-15
54,0.0,-0.8089278123490022,-1.7442738919222545,-1.3257807716523893,-2.0816681711721685e-16,-0.4037360015184422,-1.638889279750155,-2.636779683484747e-16,3.226585665316861e-16,-4.065561021472734,0.24799999465257916,4.527628272299467e-16
