,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6323
balance_train_Cutoff,0.4600
balance_train_Acc,0.6607
balance_train_MCC,0.3367
balance_train_Sen,0.8095
balance_train_Spe,0.5119
balance_train_PPV,0.6239
balance_train_NPV,0.7288
balance_train_Youden Index,0.3214
balance_train_AUC,0.6696
balance_train_95% CIs,[0.5879-0.7512]
balance_train_Std,0.0417
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.4629
train_Cutoff,0.4600
train_Acc,0.6063
train_MCC,0.2912
train_Sen,0.7907
train_Spe,0.5119
train_PPV,0.4533
train_NPV,0.8269
train_Youden Index,0.3026
train_AUC,0.6650
train_95% CIs,[0.5679-0.7622]
train_Std,0.0496
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5887
test_Cutoff,0.5000
test_Acc,0.6909
test_MCC,0.3843
test_Sen,0.7368
test_Spe,0.6667
test_PPV,0.5385
test_NPV,0.8276
test_Youden Index,0.4035
test_AUC,0.7485
test_95% CIs,[0.6166-0.8804]
test_Std,0.0673
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.6917
cv_train_Cutoff,0.5162
cv_train_Acc,0.6250
cv_train_MCC,0.2506
cv_train_Sen,0.5893
cv_train_Spe,0.6607
cv_train_PPV,0.6346
cv_train_NPV,0.6167
cv_train_Youden Index,0.2500
cv_train_AUC,0.6837
cv_train_95% CIs,[0.6442-0.7233]
cv_train_Std,0.0202
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5201
cv_val_Cutoff,0.5182
cv_val_Acc,0.7087
cv_val_MCC,0.3190
cv_val_Sen,0.4651
cv_val_Spe,0.8333
cv_val_PPV,0.5882
cv_val_NPV,0.7527
cv_val_Youden Index,0.2984
cv_val_AUC,0.6566
cv_val_95% CIs,[0.5567-0.7564]
cv_val_Std,0.0510
