,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8552
balance_train_Cutoff,0.4425
balance_train_Acc,0.8631
balance_train_MCC,0.7275
balance_train_Sen,0.8929
balance_train_Spe,0.8333
balance_train_PPV,0.8427
balance_train_NPV,0.8861
balance_train_Youden Index,0.7262
balance_train_AUC,0.9143
balance_train_95% CIs,[0.8708-0.9577]
balance_train_Std,0.0222
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7656
train_Cutoff,0.4425
train_Acc,0.8504
train_MCC,0.6901
train_Sen,0.8837
train_Spe,0.8333
train_PPV,0.7308
train_NPV,0.9333
train_Youden Index,0.7171
train_AUC,0.9073
train_95% CIs,[0.8576-0.9569]
train_Std,0.0253
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7831
test_Cutoff,0.4901
test_Acc,0.7636
test_MCC,0.5173
test_Sen,0.7895
test_Spe,0.7500
test_PPV,0.6250
test_NPV,0.8710
test_Youden Index,0.5395
test_AUC,0.8421
test_95% CIs,[0.7358-0.9484]
test_Std,0.0542
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9089
cv_train_Cutoff,0.5568
cv_train_Acc,0.8676
cv_train_MCC,0.7351
cv_train_Sen,0.8690
cv_train_Spe,0.8661
cv_train_PPV,0.8665
cv_train_NPV,0.8687
cv_train_Youden Index,0.7351
cv_train_AUC,0.9264
cv_train_95% CIs,[0.9064-0.9465]
cv_train_Std,0.0102
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7331
cv_val_Cutoff,0.4572
cv_val_Acc,0.8661
cv_val_MCC,0.7239
cv_val_Sen,0.9070
cv_val_Spe,0.8452
cv_val_PPV,0.7500
cv_val_NPV,0.9467
cv_val_Youden Index,0.7522
cv_val_AUC,0.8998
cv_val_95% CIs,[0.8459-0.9536]
cv_val_Std,0.0275
