,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7201
balance_train_Cutoff,0.4587
balance_train_Acc,0.7500
balance_train_MCC,0.5036
balance_train_Sen,0.8095
balance_train_Spe,0.6905
balance_train_PPV,0.7234
balance_train_NPV,0.7838
balance_train_Youden Index,0.5000
balance_train_AUC,0.7839
balance_train_95% CIs,[0.7136-0.8542]
balance_train_Std,0.0359
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5633
train_Cutoff,0.3681
train_Acc,0.7165
train_MCC,0.5014
train_Sen,0.9070
train_Spe,0.6190
train_PPV,0.5493
train_NPV,0.9286
train_Youden Index,0.5260
train_AUC,0.7810
train_95% CIs,[0.7013-0.8607]
train_Std,0.0407
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6553
test_Cutoff,1.0000
test_Acc,0.6364
test_MCC,0.3050
test_Sen,0.7368
test_Spe,0.5833
test_PPV,0.4828
test_NPV,0.8077
test_Youden Index,0.3202
test_AUC,0.6601
test_95% CIs,[0.5296-0.7905]
test_Std,0.0666
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8801
cv_train_Cutoff,0.4583
cv_train_Acc,0.8333
cv_train_MCC,0.6710
cv_train_Sen,0.8899
cv_train_Spe,0.7768
cv_train_PPV,0.7995
cv_train_NPV,0.8758
cv_train_Youden Index,0.6667
cv_train_AUC,0.8906
cv_train_95% CIs,[0.8654-0.9157]
cv_train_Std,0.0128
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.4995
cv_val_Cutoff,0.6789
cv_val_Acc,0.5669
cv_val_MCC,0.1441
cv_val_Sen,0.6047
cv_val_Spe,0.5476
cv_val_PPV,0.4062
cv_val_NPV,0.7302
cv_val_Youden Index,0.1523
cv_val_AUC,0.5318
cv_val_95% CIs,[0.4322-0.6315]
cv_val_Std,0.0508
