,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9394
balance_train_Cutoff,0.7912
balance_train_Acc,0.9107
balance_train_MCC,0.8243
balance_train_Sen,0.8690
balance_train_Spe,0.9524
balance_train_PPV,0.9481
balance_train_NPV,0.8791
balance_train_Youden Index,0.8214
balance_train_AUC,0.9464
balance_train_95% CIs,[0.9097-0.9832]
balance_train_Std,0.0188
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8832
train_Cutoff,0.6857
train_Acc,0.8976
train_MCC,0.7729
train_Sen,0.8605
train_Spe,0.9167
train_PPV,0.8409
train_NPV,0.9277
train_Youden Index,0.7771
train_AUC,0.9269
train_95% CIs,[0.8708-0.9830]
train_Std,0.0286
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7376
test_Cutoff,0.6987
test_Acc,0.8182
test_MCC,0.5854
test_Sen,0.6316
test_Spe,0.9167
test_PPV,0.8000
test_NPV,0.8250
test_Youden Index,0.5482
test_AUC,0.7558
test_95% CIs,[0.5930-0.9187]
test_Std,0.0831
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9504
cv_train_Cutoff,0.5388
cv_train_Acc,0.8929
cv_train_MCC,0.7874
cv_train_Sen,0.9256
cv_train_Spe,0.8601
cv_train_PPV,0.8687
cv_train_NPV,0.9204
cv_train_Youden Index,0.7857
cv_train_AUC,0.9475
cv_train_95% CIs,[0.9311-0.9639]
cv_train_Std,0.0084
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7314
cv_val_Cutoff,0.6448
cv_val_Acc,0.8110
cv_val_MCC,0.5832
cv_val_Sen,0.7442
cv_val_Spe,0.8452
cv_val_PPV,0.7111
cv_val_NPV,0.8659
cv_val_Youden Index,0.5894
cv_val_AUC,0.7825
cv_val_95% CIs,[0.6793-0.8857]
cv_val_Std,0.0527
