,Coef
PCA_feature_2,-0.10859360284057828
PCA_feature_3,0.11877284267525923
PCA_feature_10,-0.2519757820196329
PCA_feature_11,0.14251818587210385
PCA_feature_22,0.294438621624737
PCA_feature_27,0.22594260237644415
PCA_feature_59,-0.632036293173031
PCA_feature_127,3.079227229888712e-14
PCA_feature_129,1.0833176450269059e-14
PCA_feature_130,9.195020241492968e-15
PCA_feature_131,-1.3633234016951969e-14
PCA_feature_132,-7.741749385873818e-15
PCA_feature_133,2.5247605369077e-14
PCA_feature_136,-6.373459177162789e-15
PCA_feature_138,-1.5535976409570963e-14
PCA_feature_139,-1.2180764968636362e-14
PCA_feature_140,9.538693793910304e-15
PCA_feature_154,-1.036170555932231e-15
PCA_feature_167,-6.56503142121621e-15
