,label,PCA_feature_2,PCA_feature_3,PCA_feature_11,PCA_feature_13,PCA_feature_16,PCA_feature_131,PCA_feature_135,PCA_feature_137,PCA_feature_142,PCA_feature_147
17,1.0,-12.679127881666638,1.3134382469033308,-7.186234956338348,0.2776670970645181,0.41520591961461306,-1.2004286453759505e-15,2.914335439641036e-16,2.9976021664879227e-15,-4.163336342344337e-16,6.38378239159465e-16
18,0.0,1.4993986411920188,12.770053141687828,-0.5082587850702909,-12.513116942901616,-2.527196827535605,2.060851489460447e-15,-1.942890293094024e-16,5.551115123125783e-16,-1.0889726620444407e-15,-2.2239154962022667e-15
19,0.0,6.6328478776634885,-12.596829101497049,1.7786243519514646,0.43300723441519356,-0.2157601829671676,1.5057399771478686e-15,-3.8441472227646045e-15,-2.6020852139652106e-15,1.096345236817342e-15,-7.632783294297951e-17
19,1.0,-4.492488251840375,10.900576005510267,-3.17374133227876,0.46910889521679827,0.38381472578935305,4.85722573273506e-17,8.23126289350995e-16,5.204170427930421e-16,-2.8449465006019636e-16,6.938893903907228e-18
19,1.0,-4.492488251840374,10.900576005510265,-3.173741332278761,0.46910889521679827,0.38381472578935316,4.85722573273506e-17,8.617238866914789e-16,3.5388358909926865e-16,-8.673617379884035e-17,-6.245004513516506e-17
21,0.0,-2.0212811561652995,-20.241511508770518,9.422584925536444,4.662570324989371,-3.6301341375397937,2.2165429214293653e-15,-3.039235529911366e-15,-2.0261570199409107e-15,5.316927453868914e-16,4.2674197509029455e-16
22,1.0,-6.920048039073335,5.583871872200099,-2.912769425509732,-0.8067049526157917,-1.2207871780135324,-1.0772632785815972e-15,3.3029134982598407e-15,-2.498001805406602e-16,1.7032816129747275e-16,-2.42861286636753e-16
22,0.0,38.77228298568942,20.104399981860666,-4.207612884626418,-2.5327208627265545,-10.42482281113835,3.1051550219984847e-15,-1.734723475976807e-16,-2.2690183065776637e-15,1.5265566588595902e-15,-1.9914625504213745e-15
22,1.0,-6.920048039073335,5.583871872200099,-2.912769425509732,-0.8067049526157917,-1.2207871780135324,-1.0772632785815972e-15,3.3029134982598407e-15,-2.498001805406602e-16,1.7032816129747275e-16,-2.42861286636753e-16
23,0.0,-9.38704529755161,-3.7375628775407925,-6.109493339206435,-4.254628464364452,1.1110623192101794,5.950101522600448e-16,2.2898349882893854e-16,-4.85722573273506e-17,1.6046192152785466e-17,6.730727086790012e-16
24,0.0,13.35050846542612,-17.846499278551256,-1.665096990450639,-1.8202631209142588,0.33770511735509323,1.0755285551056204e-15,-2.914335439641036e-16,-4.274358644806853e-15,2.0348306373207947e-15,-6.591949208711867e-16
25,1.0,3.5133242355046117,24.361165098354093,-2.1187278281392703,-0.873393517070122,2.1921828666819057,-4.85722573273506e-17,9.71445146547012e-17,-2.3626933742804113e-15,-4.996003610813204e-16,-4.961309141293668e-16
25,1.0,3.513324235504613,24.361165098354093,-2.1187278281392703,-0.873393517070122,2.1921828666819065,-5.551115123125783e-16,-3.608224830031759e-16,-1.9845236565174673e-15,-4.579669976578771e-16,-5.551115123125783e-17
26,0.0,64.97044058738595,-11.41705313198809,-4.603426610423844,9.55725905724661,0.21044720532659328,7.452372052796363e-15,3.7470027081099033e-16,-2.733924198139448e-15,-8.326672684688674e-17,-2.0816681711721685e-17
27,1.0,-18.680205693427027,-9.851215768784234,0.6759000250996906,-1.2295248159372438,3.8570459734439626,1.932481952238163e-15,-4.163336342344337e-17,4.579669976578771e-16,9.853229343548264e-16,-1.3877787807814457e-15
27,1.0,-18.680205693427027,-9.851215768784234,0.6759000250996906,-1.2295248159372438,3.8570459734439626,1.932481952238163e-15,-4.163336342344337e-17,4.579669976578771e-16,9.853229343548264e-16,-1.3877787807814457e-15
28,0.0,-0.9944675376213288,-8.591042365471553,-2.889355718171636,-4.645319933991327,-3.3966866901627193,6.158268339717665e-16,-2.914335439641036e-15,4.163336342344337e-16,-8.023096076392733e-16,3.230055112268815e-15
28,1.0,-12.044361149398775,-8.289956994820555,3.22288738538409,1.1527228974873869,0.03994947728853321,1.955927824218162e-15,1.249000902703301e-16,1.3600232051658168e-15,7.632783294297951e-17,-2.0816681711721685e-16
28,1.0,-12.044361149398775,-8.289956994820555,3.22288738538409,1.1527228974873869,0.03994947728853321,1.955927824218162e-15,1.249000902703301e-16,1.3600232051658168e-15,7.632783294297951e-17,-2.0816681711721685e-16
29,0.0,-3.3991723884017873,-20.346723312545375,4.921409253032493,1.9591950024756186,-1.5591364688234473,-9.43689570931383e-16,-6.938893903907228e-17,8.326672684688674e-17,3.0531133177191805e-16,-1.3877787807814457e-16
30,0.0,15.785779231303433,-17.730683639803377,3.4356303135567705,0.2369157143926365,-0.8354630887481642,1.994931997373328e-15,-2.789435349370706e-15,-5.35682609381638e-15,1.8648277366750676e-16,8.049116928532385e-16
31,1.0,0.903561558482666,28.400592042314344,10.523051812429449,2.2094236745184035,2.170643520049795,1.4085954624931674e-15,1.0581813203458523e-15,1.0824674490095276e-15,-7.147060721024445e-16,6.245004513516506e-17
31,1.0,0.903561558482666,28.400592042314344,10.523051812429449,2.2094236745184035,2.170643520049795,1.4085954624931674e-15,1.0581813203458523e-15,1.0824674490095276e-15,-7.147060721024445e-16,6.245004513516506e-17
31,1.0,0.9035615584826671,28.400592042314344,10.523051812429443,2.2094236745184035,2.170643520049795,1.096345236817342e-15,1.1726730697603216e-15,1.3600232051658168e-15,-1.0685896612017132e-15,-4.163336342344337e-17
31,0.0,3.9251032763802156,-11.600185746176145,11.667186900283964,3.5708449194336582,-6.988865998670817,5.689893001203927e-16,1.8041124150158794e-16,-2.5951463200613034e-15,4.510281037539698e-16,9.853229343548264e-16
31,1.0,0.9035615584826671,28.400592042314344,10.523051812429443,2.2094236745184035,2.170643520049795,1.096345236817342e-15,1.1726730697603216e-15,1.3600232051658168e-15,-1.0685896612017132e-15,-4.163336342344337e-17
32,1.0,1.1655364143257845,9.041232632746945,-4.317953944224562,-0.0437332115088806,4.567299323617313,1.1449174941446927e-16,-1.2628786905111156e-15,-2.0261570199409107e-15,1.8041124150158794e-16,-4.996003610813204e-16
32,1.0,1.1655364143257845,9.041232632746945,-4.317953944224562,-0.0437332115088806,4.567299323617313,1.1449174941446927e-16,-1.2628786905111156e-15,-2.0261570199409107e-15,1.8041124150158794e-16,-4.996003610813204e-16
32,0.0,-10.492304349586895,4.409790772587039,1.4407661400183343,0.047755547976092994,-3.789446649628686,-4.909267437014364e-16,8.534839501805891e-16,2.921274333544943e-15,-4.163336342344337e-16,-8.881784197001252e-16
33,0.0,26.07352020019894,-15.87009947503762,0.5591902856947444,-2.3568968400926282,-0.43679781879166457,5.7783638984787444e-15,-9.020562075079397e-16,-4.3576253716537394e-15,3.8380756905986857e-16,-2.7755575615628914e-16
34,1.0,-12.376916915080606,-6.457842165809492,0.3786153697061766,-0.39697978168157,0.9327579285136135,-2.9349352809182605e-16,2.0816681711721685e-16,1.0269562977782698e-15,2.8449465006019636e-16,-5.169475958410885e-16
34,1.0,-12.376916915080606,-6.457842165809492,0.3786153697061766,-0.39697978168157,0.9327579285136135,-2.9349352809182605e-16,2.0816681711721685e-16,1.0269562977782698e-15,2.8449465006019636e-16,-5.169475958410885e-16
35,1.0,-10.813422707561134,2.2328647999089735,-6.055533065404568,1.9818464272764078,-1.1227549911808397,-1.1535911115245767e-16,2.498001805406602e-16,1.85268467234323e-15,3.608224830031759e-16,-5.48172618408671e-16
35,0.0,1.323356914991444,-10.85169600276934,3.402780841041685,0.4979268243345434,-4.138533198529208,8.396061623727746e-16,4.718447854656915e-16,-2.1788126858268697e-15,-3.191891195797325e-16,7.424616477180734e-16
36,1.0,-9.99525777210552,0.8500235896777295,-2.324823305405968,3.6476351521104204,0.6379597511015342,-1.0195837230053684e-15,-2.7755575615628914e-17,2.345346139520643e-15,-7.142723912334503e-16,-5.551115123125783e-17
36,1.0,-9.99525777210552,0.8500235896777295,-2.324823305405968,3.6476351521104204,0.6379597511015342,-1.0195837230053684e-15,-2.7755575615628914e-17,2.345346139520643e-15,-7.142723912334503e-16,-5.551115123125783e-17
36,1.0,-9.99525777210552,0.8500235896777295,-2.324823305405968,3.6476351521104204,0.6379597511015342,-1.0195837230053684e-15,-2.7755575615628914e-17,2.345346139520643e-15,-7.142723912334503e-16,-5.551115123125783e-17
36,0.0,17.363275933108795,-8.787468534058771,-4.67181300384086,-4.592009668237636,-4.528260681616386,4.062288699868688e-15,-4.163336342344337e-16,-2.095545958979983e-15,2.896988204881268e-16,-1.5386997231914279e-15
37,0.0,24.087969788614288,-26.344194859298504,0.8416446030533562,-1.2651104317571429,2.3583082285425334,2.5777990853015353e-15,-1.1015494072452725e-15,-6.522560269672795e-15,1.9532986339498848e-15,6.800116025829084e-16
37,1.0,-12.578771452030967,10.104147205694346,-9.131132846659357,4.352156323743831,-1.4188666498989075,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-1.2455314557513475e-15,2.220446049250313e-16
37,1.0,-12.578771452030967,10.104147205694346,-9.131132846659357,4.352156323743831,-1.4188666498989075,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-1.2455314557513475e-15,2.220446049250313e-16
37,1.0,-12.578771452030967,10.104147205694346,-9.131132846659357,4.352156323743831,-1.4188666498989075,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-1.2455314557513475e-15,2.220446049250313e-16
37,1.0,-12.578771452030967,10.104147205694346,-9.131132846659357,4.352156323743831,-1.4188666498989075,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-1.2455314557513475e-15,2.220446049250313e-16
37,1.0,-12.578771452030967,10.104147205694346,-9.131132846659357,4.352156323743831,-1.4188666498989075,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-1.2455314557513475e-15,2.220446049250313e-16
38,0.0,29.83539357930769,-15.532180223345668,0.12260448734479679,-0.9510497971033769,-4.166597189866385,5.2388648974499574e-15,-3.2612801348363973e-16,-5.754077769815069e-15,1.1310397063368782e-15,-1.3877787807814457e-16
39,0.0,-2.689482142334792,-13.790424337362024,0.17358559241832278,1.102050045163003,-1.1564194494706144,-1.7139067942650854e-15,-2.609024107869118e-15,-2.3939183968479938e-15,3.3024798173908465e-16,-1.1379786002407855e-15
39,1.0,-8.880551221396756,4.88467343590033,-3.139715414430063,1.6211455261320944,-2.5574367394461173,-8.239936510889834e-16,9.853229343548264e-16,1.3322676295501878e-15,1.8735013540549517e-16,-3.885780586188048e-16
39,1.0,-8.880551221396756,4.88467343590033,-3.1397154144300643,1.6211455261320944,-2.557436739446117,-9.315465065995454e-16,1.0408340855860843e-15,1.4710455076283324e-15,3.7383290907300193e-16,-2.220446049250313e-16
40,0.0,7.357353203082241,-15.038301473938585,-2.7045750196343956,-5.807154247022389,1.1822152660206755,8.968520370800093e-16,-1.8041124150158794e-15,-2.4702462297909733e-15,9.43689570931383e-16,1.6167622796103842e-15
40,1.0,-4.473238810023723,5.0187940603001575,-4.578652545531947,3.445962382414713,0.9326462535137263,-1.887379141862766e-15,-4.85722573273506e-16,-4.163336342344337e-16,1.582067810090848e-15,-6.245004513516506e-16
42,1.0,-5.074608954058073,7.164108531674248,-5.326851263216093,2.8239672005027496,-0.6485196744991435,-5.117434254131581e-16,-1.9081958235744878e-16,1.7618285302889447e-16,5.273559366969494e-16,-4.85722573273506e-16
42,0.0,-6.2976572571701475,0.031002139493060632,-0.09327439257783432,5.573443877255739,-0.1822738190709237,-3.469446951953614e-15,-2.0816681711721685e-16,4.440892098500626e-16,-9.71445146547012e-17,1.3114509478384662e-15
43,1.0,-18.677265745894125,17.981707542649684,8.635893189247756,3.369644329500297,-4.881055918375445,1.960237527853792e-16,3.649858193455202e-15,4.052314039881821e-15,3.903127820947816e-16,-2.851885394505871e-15
43,0.0,-5.861972935938791,-16.637853520610708,8.56837526391913,6.116089385705972,-0.2944258719119025,-3.434752482434078e-16,1.5959455978986625e-16,-9.853229343548264e-16,6.522560269672795e-16,-1.3739009929736312e-15
44,1.0,-15.570357010648454,-6.034961255859477,0.26220652627858587,-3.1145849866634583,2.787829792086439,3.608224830031759e-16,3.3306690738754696e-16,1.2073675392798577e-15,-3.677613769070831e-16,-9.645062526431047e-16
44,1.0,-15.570357010648454,-6.034961255859477,0.2622065262785851,-3.1145849866634583,2.7878297920864377,-7.4593109467002705e-16,4.3021142204224816e-16,3.469446951953614e-16,-4.2674197509029455e-16,-7.7021722333370235e-16
45,1.0,-12.85136485946597,13.371016365950656,-4.622999322677256,0.2613358983060755,-1.0268272384798953,-1.8041124150158794e-15,1.3877787807814457e-17,6.25888230132432e-15,-2.914335439641036e-16,3.0531133177191805e-16
45,0.0,52.81283120868066,-19.985448932288158,0.18618168685368608,5.412342999536184,-2.0422070157992827,9.799452915792983e-15,-8.049116928532385e-16,-2.7200464103316335e-15,3.7643499428696714e-16,-1.0061396160665481e-15
46,0.0,-5.845264385312045,-13.195662800614464,7.918598491857006,-0.5099035648235334,-0.81658063181186,1.214306433183765e-16,1.214306433183765e-15,-2.095545958979983e-15,-4.2500725161431774e-17,-6.106226635438361e-16
46,1.0,-14.744045143883492,-1.3274422276653124,-2.8179521550835767,0.5548478647869766,0.6160721545933603,-5.950101522600448e-16,-6.938893903907228e-16,2.7408630920433552e-15,6.938893903907228e-17,3.7816971776294395e-16
47,1.0,-14.385339266567513,6.039110676133834,-3.0110492359810275,1.5979797518947878,-2.3427424489362867,-9.71445146547012e-16,-1.887379141862766e-15,3.191891195797325e-15,1.304512053934559e-15,-1.609823385706477e-15
47,1.0,-14.385339266567511,6.039110676133833,-3.0110492359810266,1.5979797518947878,-2.342742448936287,-1.339206523454095e-15,-1.9012569296705806e-15,3.4139358007223564e-15,1.582067810090848e-15,-1.609823385706477e-15
47,1.0,-14.385339266567513,6.039110676133834,-3.0110492359810275,1.5979797518947878,-2.3427424489362867,-9.71445146547012e-16,-1.887379141862766e-15,3.191891195797325e-15,1.304512053934559e-15,-1.609823385706477e-15
48,1.0,-10.941318900021585,-8.74863652418431,-1.9451639405342753,1.7630293437228675,-1.048114331193406,0.0,-9.71445146547012e-17,-1.3877787807814457e-17,6.38378239159465e-16,-1.6653345369377348e-15
48,0.0,19.608721324211295,-8.220424200669882,-3.9398424603433924,-6.701750995159962,-3.315045311971552,2.518818487118324e-15,-7.771561172376096e-16,-2.5118795932144167e-15,-2.983724378680108e-16,4.510281037539698e-16
49,1.0,-16.910738715517844,-4.996571986639237,-7.713225715075502,1.4650031025076407,2.4477602536895176,-3.3306690738754696e-15,-7.771561172376096e-16,1.915134717478395e-15,8.187894806610529e-16,-5.828670879282072e-16
49,0.0,9.983515556029968,26.684518191388186,6.736797106665048,-1.4648477505802333,-1.7296477368537344,4.2461693883222296e-15,4.3021142204224816e-16,2.636779683484747e-16,-6.661338147750939e-16,-2.858824288409778e-15
51,1.0,-9.77655115848003,0.6846072129129537,1.3086567313656485,3.546217517650655,-0.7074011475039378,-1.970645868709653e-15,-8.534839501805891e-16,1.3877787807814457e-17,3.885780586188048e-16,-1.0408340855860843e-15
51,0.0,0.5414918097337067,-14.526775968102797,14.862524463734083,6.803722102213131,2.2335899294170813,8.482797797526587e-16,5.943054208479293e-16,-4.385380947269368e-15,9.71445146547012e-16,2.636779683484747e-16
51,1.0,-9.77655115848003,0.6846072129129537,1.3086567313656485,3.546217517650655,-0.7074011475039378,-1.970645868709653e-15,-8.534839501805891e-16,1.3877787807814457e-17,3.885780586188048e-16,-1.0408340855860843e-15
52,1.0,-11.188424733062947,9.502110793336595,0.015274500364117483,3.9639195955036777,-0.6133222968229924,9.063930161978817e-17,2.55351295663786e-15,2.5118795932144167e-15,3.3133218391157016e-16,-1.627170620466245e-15
52,1.0,-11.188424733062947,9.502110793336595,0.015274500364117483,3.9639195955036777,-0.6133222968229924,9.063930161978817e-17,2.55351295663786e-15,2.5118795932144167e-15,3.3133218391157016e-16,-1.627170620466245e-15
52,0.0,-0.4791199008245486,-16.89147853476024,5.721319594916945,6.27496757975297,0.6072429786777299,1.9914625504213745e-15,-6.245004513516506e-16,1.0824674490095276e-15,-6.938893903907228e-17,-5.828670879282072e-16
53,0.0,7.518531043951261,-15.568637986050824,-0.1691556268430252,-2.4888751108454237,3.4338274529667063,-4.718447854656915e-16,-4.052314039881821e-15,-5.245803791353865e-15,-8.881784197001252e-16,1.304512053934559e-15
53,1.0,15.674858990925745,0.08686683499913765,-8.320970571898451,-0.8830032691581425,0.21967275076844084,-6.245004513516506e-16,-1.1796119636642288e-15,4.385380947269368e-15,-9.259953914764196e-15,6.675215935558754e-15
53,1.0,15.674858990925745,0.0868668349991373,-8.320970571898453,-0.8830032691581425,0.21967275076844,-1.3530843112619095e-15,5.689893001203927e-16,4.676814491233472e-15,-9.874046025259986e-15,6.63358257213531e-15
54,1.0,-9.492545811924455,0.04863408711700934,-1.486386810667443,0.7375632832149465,-0.1790496428201515,6.938893903907228e-16,4.996003610813204e-16,1.8041124150158794e-15,-2.282896094385478e-15,-5.828670879282072e-16
54,0.0,-3.3994498857433477,-1.638889279750155,-1.7442738919222545,1.3262057252983657,-1.8135551927561064,-1.0096090630185017e-15,-4.85722573273506e-16,-2.0816681711721685e-16,4.527628272299467e-16,-2.3592239273284576e-16
54,1.0,-9.492545811924455,0.04863408711700934,-1.486386810667443,0.7375632832149465,-0.1790496428201515,6.938893903907228e-16,4.996003610813204e-16,1.8041124150158794e-15,-2.282896094385478e-15,-5.828670879282072e-16
55,0.0,-6.5116065861380745,-13.191058714205047,-2.7309912608562357,-1.0655294247931457,-1.6404073156465522,-5.030698080332741e-16,-2.0816681711721685e-16,1.4988010832439613e-15,1.250735626179278e-15,3.95516952522712e-16
56,0.0,0.4918186595035673,0.3049076012266324,-2.3877957533525964,-5.436790525526028,1.0970091470361476,5.859028540111666e-16,-3.191891195797325e-16,-1.4988010832439613e-15,3.365363543395006e-16,6.74807432154978e-16
57,1.0,-3.5864484538232144,6.687300150192008,-3.439082461045768,1.1593108931665612,-1.9670034439506936,-2.0122792321330962e-16,2.706168622523819e-16,4.163336342344337e-16,-1.8318679906315083e-15,-2.636779683484747e-16
57,1.0,-3.5864484538232144,6.687300150192008,-3.439082461045768,1.1593108931665612,-1.9670034439506936,-2.0122792321330962e-16,2.706168622523819e-16,4.163336342344337e-16,-1.8318679906315083e-15,-2.636779683484747e-16
57,1.0,-3.5864484538232144,6.687300150192008,-3.439082461045768,1.1593108931665612,-1.9670034439506936,-2.0122792321330962e-16,2.706168622523819e-16,4.163336342344337e-16,-1.8318679906315083e-15,-2.636779683484747e-16
57,1.0,-3.5864484538232144,6.687300150192008,-3.439082461045768,1.1593108931665612,-1.9670034439506936,-2.0122792321330962e-16,2.706168622523819e-16,4.163336342344337e-16,-1.8318679906315083e-15,-2.636779683484747e-16
58,0.0,-15.627892989848231,-0.2071029071835866,-3.8617543905959213,-4.566131726537052,8.857918750248238,-6.661338147750939e-16,-6.800116025829084e-16,3.219646771412954e-15,4.1494585545365226e-15,3.885780586188048e-16
