,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.4804
balance_train_Cutoff,0.5641
balance_train_Acc,0.6488
balance_train_MCC,0.3360
balance_train_Sen,0.8810
balance_train_Spe,0.4167
balance_train_PPV,0.6016
balance_train_NPV,0.7778
balance_train_Youden Index,0.2976
balance_train_AUC,0.5582
balance_train_95% CIs,[0.4647-0.6518]
balance_train_Std,0.0477
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.3240
train_Cutoff,0.5350
train_Acc,0.5197
train_MCC,0.2904
train_Sen,0.9535
train_Spe,0.2976
train_PPV,0.4100
train_NPV,0.9259
train_Youden Index,0.2511
train_AUC,0.5435
train_95% CIs,[0.4446-0.6423]
train_Std,0.0504
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.2922
test_Cutoff,0.5367
test_Acc,0.4545
test_MCC,0.2542
test_Sen,1.0000
test_Spe,0.1667
test_PPV,0.3878
test_NPV,1.0000
test_Youden Index,0.1667
test_AUC,0.4547
test_95% CIs,[0.3037-0.6057]
test_Std,0.0770
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8331
cv_train_Cutoff,0.5101
cv_train_Acc,0.7842
cv_train_MCC,0.6156
cv_train_Sen,0.9762
cv_train_Spe,0.5923
cv_train_PPV,0.7054
cv_train_NPV,0.9614
cv_train_Youden Index,0.5685
cv_train_AUC,0.8608
cv_train_95% CIs,[0.8332-0.8883]
cv_train_Std,0.0140
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5696
cv_val_Cutoff,0.5244
cv_val_Acc,0.7795
cv_val_MCC,0.5679
cv_val_Sen,0.8605
cv_val_Spe,0.7381
cv_val_PPV,0.6271
cv_val_NPV,0.9118
cv_val_Youden Index,0.5986
cv_val_AUC,0.7921
cv_val_95% CIs,[0.7085-0.8757]
cv_val_Std,0.0427
