,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.4931
balance_train_Cutoff,0.4945
balance_train_Acc,0.5476
balance_train_MCC,0.1243
balance_train_Sen,0.8690
balance_train_Spe,0.2262
balance_train_PPV,0.5290
balance_train_NPV,0.6333
balance_train_Youden Index,0.0952
balance_train_AUC,0.4735
balance_train_95% CIs,[0.3850-0.5619]
balance_train_Std,0.0451
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.3882
train_Cutoff,0.5076
train_Acc,0.6535
train_MCC,0.1388
train_Sen,0.2558
train_Spe,0.8571
train_PPV,0.4783
train_NPV,0.6923
train_Youden Index,0.1130
train_AUC,0.5019
train_95% CIs,[0.3930-0.6109]
train_Std,0.0556
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.3193
test_Cutoff,0.4995
test_Acc,0.5455
test_MCC,0.1508
test_Sen,0.6842
test_Spe,0.4722
test_PPV,0.4062
test_NPV,0.7391
test_Youden Index,0.1564
test_AUC,0.4927
test_95% CIs,[0.3303-0.6551]
test_Std,0.0829
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.4958
cv_train_Cutoff,0.4749
cv_train_Acc,0.5372
cv_train_MCC,0.1315
cv_train_Sen,0.9494
cv_train_Spe,0.1250
cv_train_PPV,0.5204
cv_train_NPV,0.7119
cv_train_Youden Index,0.0744
cv_train_AUC,0.5087
cv_train_95% CIs,[0.4649-0.5526]
cv_train_Std,0.0224
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.3257
cv_val_Cutoff,0.4781
cv_val_Acc,0.4803
cv_val_MCC,0.1470
cv_val_Sen,0.8372
cv_val_Spe,0.2976
cv_val_PPV,0.3789
cv_val_NPV,0.7812
cv_val_Youden Index,0.1348
cv_val_AUC,0.4934
cv_val_95% CIs,[0.3876-0.5991]
cv_val_Std,0.0539
