,Coef
PCA_feature_110,-0.16518466127459044
PCA_feature_124,-0.38374733666893085
PCA_feature_114,-0.1298443181237624
PCA_feature_18,-0.05517245546671738
PCA_feature_37,0.27726110932031034
PCA_feature_44,0.008464441534023613
PCA_feature_109,-0.15524444769791765
PCA_feature_86,-0.08727680681914167
PCA_feature_112,-0.08244049522213552
PCA_feature_8,-0.01828126182458017
PCA_feature_115,-0.010575600665801058
PCA_feature_107,-0.3865231651934538
PCA_feature_131,-1.6687233583960242e-14
PCA_feature_41,0.0023771734620060595
PCA_feature_27,0.2774059879561445
PCA_feature_106,-0.10030370059737621
PCA_feature_154,6.783752148107962e-15
PCA_feature_19,0.16274954984115722
PCA_feature_10,-0.15316411743039013
