,Coef
PCA_feature_2,-0.09085721093841745
PCA_feature_3,0.10175522867754161
PCA_feature_10,-0.1824859150752678
PCA_feature_11,0.2238948265124341
PCA_feature_27,0.2198243063396706
PCA_feature_59,-0.511406404074014
PCA_feature_127,2.703047242586675e-14
PCA_feature_129,8.722141764819256e-15
PCA_feature_131,-7.676208767077388e-15
PCA_feature_132,-2.700092844988527e-15
PCA_feature_133,2.9641032811244616e-14
PCA_feature_136,5.028879610722884e-15
PCA_feature_138,-1.849287714393071e-14
PCA_feature_139,-1.2413186020103188e-14
PCA_feature_140,4.961380596111529e-15
PCA_feature_154,5.613489263109043e-15
PCA_feature_167,-5.072151839812284e-15
