,label,PCA_feature_3,PCA_feature_129,PCA_feature_131
1,1.0,22.530387107943348,1.582067810090848e-15,4.440892098500626e-16
1,1.0,22.530387107943348,1.582067810090848e-15,4.440892098500626e-16
1,1.0,22.530387107943348,1.582067810090848e-15,4.440892098500626e-16
2,0.0,-4.030280480650442,1.2212453270876722e-15,-2.0122792321330962e-15
2,1.0,34.37969619191428,2.1371793224034263e-15,-2.1094237467877974e-15
2,1.0,34.37969619191428,2.1371793224034263e-15,-2.1094237467877974e-15
2,1.0,34.37969619191428,2.1371793224034263e-15,-2.1094237467877974e-15
3,0.0,-10.457337549334719,-1.5265566588595902e-16,-2.636779683484747e-16
4,0.0,-15.016616969710784,-5.828670879282072e-16,8.326672684688674e-17
5,0.0,12.25635266614403,-1.6930901125533637e-15,1.7139067942650854e-15
5,1.0,-5.570592956764212,1.4085954624931674e-15,-6.314393452555578e-16
7,1.0,-7.108741620284428,1.0685896612017132e-15,-9.228728892196614e-16
7,1.0,-7.108741620284428,1.0685896612017132e-15,-9.228728892196614e-16
7,1.0,-7.108741620284428,1.0685896612017132e-15,-9.228728892196614e-16
7,0.0,-13.957475739768627,3.7470027081099033e-16,4.85722573273506e-16
8,1.0,-8.187356731638493,1.3079815008865125e-15,-2.706168622523819e-16
9,0.0,6.757358926328596,-4.385380947269368e-15,5.717648576819556e-15
10,1.0,11.951006727543882,-3.774758283725532e-15,3.649858193455202e-15
10,1.0,11.951006727543884,-3.941291737419306e-15,3.4555691641457997e-15
11,0.0,-0.8327379288351415,-2.6367796834847468e-15,2.8727020762175925e-15
11,1.0,-7.6435775953978675,2.0469737016526324e-16,1.3877787807814457e-16
11,1.0,-7.6435775953978675,2.0469737016526324e-16,1.3877787807814457e-16
12,1.0,7.025139716703988,-1.5265566588595902e-15,1.1102230246251565e-15
13,1.0,3.752443227956284,-3.608224830031759e-15,8.881784197001252e-16
13,1.0,3.752443227956284,-3.608224830031759e-15,8.881784197001252e-16
13,0.0,5.892691397010167,-3.3653635433950058e-15,2.6645352591003757e-15
16,1.0,4.0616414260344555,4.649058915617843e-16,-2.0816681711721685e-17
16,1.0,4.0616414260344555,4.649058915617843e-16,-2.0816681711721685e-17
16,1.0,4.0616414260344555,4.649058915617843e-16,-2.0816681711721685e-17
16,0.0,-17.773352285261133,1.249000902703301e-16,-1.2004286453759505e-15
16,1.0,4.0616414260344555,4.649058915617843e-16,-2.0816681711721685e-17
17,1.0,3.949183249362618,1.6566609195578508e-15,2.0816681711721685e-15
17,0.0,-5.93073284164741,-1.5543122344752192e-15,2.7755575615628914e-16
18,0.0,14.105391365313107,-1.3877787807814457e-15,2.4980018054066022e-15
18,1.0,-3.618688830225742,1.3600232051658168e-15,5.689893001203927e-16
19,1.0,8.509448401353094,1.1657341758564144e-15,-3.885780586188048e-16
19,0.0,-19.380880548218407,2.3869795029440866e-15,2.7408630920433552e-15
19,1.0,8.509448401353096,1.0477729794899915e-15,-4.0245584642661925e-16
20,0.0,-10.968484579875305,1.1379786002407855e-15,-1.7486012637846216e-15
20,1.0,6.730154175306302,1.582067810090848e-15,1.9081958235744878e-16
20,1.0,6.730154175306302,1.582067810090848e-15,1.9081958235744878e-16
21,0.0,-20.907911013696285,-8.049116928532385e-16,-2.7755575615628914e-16
21,1.0,-5.350835435246644,-1.0824674490095276e-15,-2.220446049250313e-16
21,1.0,-5.350835435246644,-1.0824674490095276e-15,-2.220446049250313e-16
