,Coef
PCA_feature_2,-1.067200426533029
PCA_feature_13,-2.5471259609098156
PCA_feature_14,-2.618745001212588
PCA_feature_129,-170537545718243.25
PCA_feature_136,-104087989702343.52
PCA_feature_137,1855387559040563.0
PCA_feature_138,-2419824125552427.0
PCA_feature_146,-1767894547429847.8
PCA_feature_148,-3310183621495730.0
PCA_feature_149,-3059478809171418.5
PCA_feature_150,-9755227382128534.0
PCA_feature_161,2321105205259839.5
PCA_feature_163,-1821273840912930.2
PCA_feature_165,1174304147806793.8
PCA_feature_167,-239372160249000.06
