,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6927
balance_train_Cutoff,0.5000
balance_train_Acc,0.7262
balance_train_MCC,0.4556
balance_train_Sen,0.7857
balance_train_Spe,0.6667
balance_train_PPV,0.7021
balance_train_NPV,0.7568
balance_train_Youden Index,0.4524
balance_train_AUC,0.7589
balance_train_95% CIs,[0.6852-0.8327]
balance_train_Std,0.0376
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5283
train_Cutoff,0.5112
train_Acc,0.7165
train_MCC,0.4157
train_Sen,0.7209
train_Spe,0.7143
train_PPV,0.5636
train_NPV,0.8333
train_Youden Index,0.4352
train_AUC,0.7519
train_95% CIs,[0.6648-0.8391]
train_Std,0.0445
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6982
test_Cutoff,0.4948
test_Acc,0.8545
test_MCC,0.6883
test_Sen,0.8421
test_Spe,0.8611
test_PPV,0.7619
test_NPV,0.9118
test_Youden Index,0.7032
test_AUC,0.8728
test_95% CIs,[0.7753-0.9704]
test_Std,0.0498
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7976
cv_train_Cutoff,0.5102
cv_train_Acc,0.7440
cv_train_MCC,0.4881
cv_train_Sen,0.7470
cv_train_Spe,0.7411
cv_train_PPV,0.7426
cv_train_NPV,0.7455
cv_train_Youden Index,0.4881
cv_train_AUC,0.8102
cv_train_95% CIs,[0.7777-0.8427]
cv_train_Std,0.0166
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6037
cv_val_Cutoff,0.4908
cv_val_Acc,0.6772
cv_val_MCC,0.3270
cv_val_Sen,0.6512
cv_val_Spe,0.6905
cv_val_PPV,0.5185
cv_val_NPV,0.7945
cv_val_Youden Index,0.3416
cv_val_AUC,0.7342
cv_val_95% CIs,[0.6450-0.8234]
cv_val_Std,0.0455
