,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6421
balance_train_Cutoff,0.4472
balance_train_Acc,0.6786
balance_train_MCC,0.3756
balance_train_Sen,0.8333
balance_train_Spe,0.5238
balance_train_PPV,0.6364
balance_train_NPV,0.7586
balance_train_Youden Index,0.3571
balance_train_AUC,0.6753
balance_train_95% CIs,[0.5937-0.7570]
balance_train_Std,0.0417
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.4746
train_Cutoff,0.4472
train_Acc,0.6220
train_MCC,0.3251
train_Sen,0.8140
train_Spe,0.5238
train_PPV,0.4667
train_NPV,0.8462
train_Youden Index,0.3378
train_AUC,0.6744
train_95% CIs,[0.5795-0.7693]
train_Std,0.0484
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4702
test_Cutoff,0.5493
test_Acc,0.7091
test_MCC,0.3735
test_Sen,0.6316
test_Spe,0.7500
test_PPV,0.5714
test_NPV,0.7941
test_Youden Index,0.3816
test_AUC,0.7061
test_95% CIs,[0.5683-0.8440]
test_Std,0.0703
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7764
cv_train_Cutoff,0.4903
cv_train_Acc,0.7202
cv_train_MCC,0.4467
cv_train_Sen,0.8036
cv_train_Spe,0.6369
cv_train_PPV,0.6888
cv_train_NPV,0.7643
cv_train_Youden Index,0.4405
cv_train_AUC,0.7804
cv_train_95% CIs,[0.7461-0.8147]
cv_train_Std,0.0175
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6090
cv_val_Cutoff,0.4242
cv_val_Acc,0.6929
cv_val_MCC,0.4329
cv_val_Sen,0.8372
cv_val_Spe,0.6190
cv_val_PPV,0.5294
cv_val_NPV,0.8814
cv_val_Youden Index,0.4563
cv_val_AUC,0.7633
cv_val_95% CIs,[0.6750-0.8515]
cv_val_Std,0.0450
