,Coef
PCA_feature_2,-0.07152601571125136
PCA_feature_3,0.12716969445732462
PCA_feature_10,-0.5453064318265014
PCA_feature_11,0.5961748258958136
PCA_feature_15,-0.42796783122032134
PCA_feature_19,0.5139306138100602
PCA_feature_22,0.7037335154735539
PCA_feature_23,1.0028906796835353
PCA_feature_27,0.9475782879294615
PCA_feature_30,-0.8106222905851745
PCA_feature_37,0.8947094958517956
PCA_feature_54,-1.9874685705218502
PCA_feature_59,-2.148185912665656
PCA_feature_129,554668628651073.2
PCA_feature_131,-1514753695655281.2
PCA_feature_138,-78889040590577.78
PCA_feature_140,1825046134976769.0
PCA_feature_154,409520716162878.75
PCA_feature_157,-558188040932991.4
PCA_feature_161,119497669372477.84
