,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6027
balance_train_Cutoff,0.3986
balance_train_Acc,0.7202
balance_train_MCC,0.4973
balance_train_Sen,0.9524
balance_train_Spe,0.4881
balance_train_PPV,0.6504
balance_train_NPV,0.9111
balance_train_Youden Index,0.4405
balance_train_AUC,0.7071
balance_train_95% CIs,[0.6261-0.7880]
balance_train_Std,0.0413
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.4466
train_Cutoff,0.3986
train_Acc,0.6457
train_MCC,0.4416
train_Sen,0.9535
train_Spe,0.4881
train_PPV,0.4881
train_NPV,0.9535
train_Youden Index,0.4416
train_AUC,0.7085
train_95% CIs,[0.6203-0.7966]
train_Std,0.0450
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5171
test_Cutoff,0.4607
test_Acc,0.7091
test_MCC,0.4850
test_Sen,0.8947
test_Spe,0.6111
test_PPV,0.5484
test_NPV,0.9167
test_Youden Index,0.5058
test_AUC,0.7354
test_95% CIs,[0.6048-0.8660]
test_Std,0.0666
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7979
cv_train_Cutoff,0.4902
cv_train_Acc,0.7560
cv_train_MCC,0.5125
cv_train_Sen,0.7798
cv_train_Spe,0.7321
cv_train_PPV,0.7443
cv_train_NPV,0.7688
cv_train_Youden Index,0.5119
cv_train_AUC,0.8194
cv_train_95% CIs,[0.7878-0.8511]
cv_train_Std,0.0162
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5367
cv_val_Cutoff,0.4548
cv_val_Acc,0.6535
cv_val_MCC,0.2813
cv_val_Sen,0.6279
cv_val_Spe,0.6667
cv_val_PPV,0.4909
cv_val_NPV,0.7778
cv_val_Youden Index,0.2946
cv_val_AUC,0.6830
cv_val_95% CIs,[0.5836-0.7824]
cv_val_Std,0.0507
