,label,PCA_feature_112,PCA_feature_114,PCA_feature_14,PCA_feature_107
1,1.0,0.013127202529366014,0.009317122130113625,0.1269469915651668,-0.015711556215893874
1,1.0,0.013127202529366014,0.009317122130113625,0.1269469915651668,-0.015711556215893874
1,1.0,0.013127202529366014,0.009317122130113625,0.1269469915651668,-0.015711556215893874
2,0.0,-0.001741581773867587,-0.014982925502731628,0.2204641127157782,0.005669252843032338
2,1.0,0.0016704676909944406,0.003884063561206394,1.0373864969131075,0.000683362382287056
2,1.0,0.0016704676909944406,0.003884063561206394,1.0373864969131075,0.000683362382287056
2,1.0,0.0016704676909944406,0.003884063561206394,1.0373864969131075,0.000683362382287056
3,0.0,0.09384130953457911,-0.0802056708500906,0.03443521924832517,0.0064773418900730545
4,0.0,-0.01632907992300461,-0.022265262622911806,-0.2581477638742542,-0.0686727735700774
5,0.0,-0.0019969909084216336,0.015753986591409606,-0.32482304167132686,0.013322037000773283
5,1.0,-0.029560198371405343,-0.06265153711388671,-0.25395758507522903,-0.049269396126864054
7,1.0,-0.01615602317065901,-0.020596584684131378,-0.12053300486379842,-0.0055329880217688115
7,1.0,-0.01615602317065901,-0.020596584684131378,-0.12053300486379842,-0.0055329880217688115
7,1.0,-0.01615602317065901,-0.020596584684131378,-0.12053300486379842,-0.0055329880217688115
7,0.0,0.0037383798547698244,-0.03493663566443233,0.10165218168653914,0.028667635912433626
8,1.0,0.013784059398672565,0.041751976575130786,-0.2196555971641439,0.10336446020428917
9,0.0,0.003648256700026723,-0.003884577569378586,0.5715417050811012,-0.009096154484472374
10,1.0,0.002091837135273049,-0.004771783246940033,-0.9341690556370712,0.002295509431350179
10,1.0,0.002091837135273049,-0.004771783246940019,-0.9341690556370712,0.002295509431350068
11,0.0,-0.005962098194866691,-0.0006126796727405626,1.2014479231570354,0.0011350385083760996
11,1.0,0.01670625419330974,0.03799735875763444,-0.49457639969069683,-0.00047471954980088556
11,1.0,0.01670625419330974,0.03799735875763444,-0.49457639969069683,-0.00047471954980088556
12,1.0,-0.0004739236486371312,0.0045024474126700645,-0.358218241225184,-0.003941502822601174
13,1.0,-0.0031895541041146586,0.003787823300637389,-1.0284257389383498,0.004974153172173167
13,1.0,-0.0031895541041146586,0.003787823300637389,-1.0284257389383498,0.004974153172173167
13,0.0,0.0015329039679709798,0.0019953732071756117,-0.6028072520624208,0.006122686927846531
16,1.0,-0.01135973983884955,0.006177639735310037,-1.045421725087574,0.00993931926404916
16,1.0,-0.01135973983884955,0.006177639735310037,-1.045421725087574,0.00993931926404916
16,1.0,-0.01135973983884955,0.006177639735310037,-1.045421725087574,0.00993931926404916
16,0.0,-0.0016354375368579158,-0.038604570933196775,0.2805418963968743,-0.017418307868400564
16,1.0,-0.01135973983884955,0.006177639735310037,-1.045421725087574,0.00993931926404916
17,1.0,-0.18465483590321552,-0.008880727583287864,0.4397709063728723,-0.0038703683473867226
17,0.0,0.03767569582729395,-0.04271611855663124,-0.893996606869264,-0.02877642770343515
