,label,PCA_feature_88,PCA_feature_11,PCA_feature_17,PCA_feature_137,PCA_feature_37,PCA_feature_3
1,0.0,0.2849800000815409,18.577186602608442,0.8238866272604934,-1.9845236565174673e-15,3.24746796517082,-20.704172677364035
1,1.0,0.22385124384908778,4.0006981598034885,-1.020926169526052,5.336009412104659e-15,2.8164702887989344,22.923878217561438
1,1.0,0.22385124384908778,4.0006981598034885,-1.020926169526052,5.336009412104659e-15,2.8164702887989344,22.923878217561438
1,1.0,0.22385124384908778,4.0006981598034885,-1.020926169526052,5.336009412104659e-15,2.8164702887989344,22.923878217561438
2,1.0,-0.021889964987214305,7.77545107455297,0.39236503532139094,8.049116928532385e-15,0.11802108422031035,32.129038064447805
2,0.0,-0.19422968341802965,0.9291416531873937,-3.6908183326337762,5.537237335317968e-15,2.9729400690385126,-4.659755304834523
2,1.0,-0.021889964987214305,7.77545107455297,0.39236503532139094,8.049116928532385e-15,0.11802108422031035,32.129038064447805
2,1.0,-0.021889964987214305,7.77545107455297,0.39236503532139094,8.049116928532385e-15,0.11802108422031035,32.129038064447805
3,1.0,-0.02455470958324693,-3.2045069534109034,0.08203851136958529,-3.9898639947466563e-17,2.3084246360537537,-8.496784974305262
5,1.0,0.5559858792202086,-1.9828200814900985,0.693643624833751,-8.326672684688674e-16,0.29822164787055133,-1.4797168132544616
5,0.0,0.04260699087754122,-1.981776460188734,-0.3869834686586394,-1.0824674490095276e-15,3.481049371825381,5.616500721972715
5,1.0,0.5559858792202086,-1.9828200814900985,0.693643624833751,-8.326672684688674e-16,0.29822164787055133,-1.4797168132544616
5,1.0,0.5559858792202086,-1.9828200814900985,0.693643624833751,-8.326672684688674e-16,0.29822164787055133,-1.4797168132544616
6,1.0,0.08404101676982144,-1.1114766481007963,-0.7100023546717237,-8.396061623727746e-16,-2.1127050003374417,-5.143296072004946
7,0.0,-0.25918686835940186,7.184854614979039,2.7264043528656146,-2.123301534595612e-15,-1.1296175613480073,-13.282130587128474
7,1.0,-0.679852768581926,-3.638702520880764,-1.2633056188911116,-2.1198320876436583e-15,0.23906015425203544,-3.4308148144348847
7,1.0,-0.6798527685819259,-3.6387025208807633,-1.2633056188911123,-2.1510571102112408e-15,0.23906015425203445,-3.430814814434886
8,1.0,0.9654105045833181,-0.9763688538506361,-1.866028860483384,-3.0531133177191805e-16,0.4613189666637949,-8.18200702701287
8,0.0,0.07978630389893313,3.993303831801346,-4.674205316073179,-1.582067810090848e-15,1.9783091142150775,-12.415014510488243
8,1.0,0.9654105045833181,-0.9763688538506361,-1.866028860483384,-3.0531133177191805e-16,0.4613189666637949,-8.18200702701287
9,0.0,0.024583882709753938,1.3763506306556934,3.3896346765306276,-2.5673907444456745e-15,-0.1669163892589996,-5.210669040533466
10,1.0,0.3826182493303944,-0.3419219237771228,-0.8304807717286661,-3.0531133177191805e-16,0.21982155185793276,5.070351615238596
11,1.0,0.3350392604801463,1.3030605098136494,-6.637044550969546,4.163336342344337e-16,-0.9074143988519587,-9.042166587126967
11,0.0,0.24455952891641247,5.378204006576274,11.366472021569189,-2.706168622523819e-15,0.5386696372292403,-4.539032954891779
11,1.0,0.3350392604801463,1.3030605098136494,-6.637044550969546,4.163336342344337e-16,-0.9074143988519587,-9.042166587126967
12,1.0,-0.128732877882768,0.052551090224522756,-0.5687617991702555,-5.412337245047638e-16,-0.794300821406367,3.8257093178742414
12,1.0,-0.128732877882768,0.052551090224522756,-0.5687617991702555,-5.412337245047638e-16,-0.794300821406367,3.8257093178742414
12,0.0,0.3904455130231592,4.983522222254106,1.93920898092111,-1.9897278269453977e-15,-0.9540689368150521,-12.455282318492511
12,1.0,-0.128732877882768,0.052551090224522756,-0.5687617991702555,-5.412337245047638e-16,-0.794300821406367,3.8257093178742414
12,1.0,-0.128732877882768,0.052551090224522756,-0.5687617991702555,-5.412337245047638e-16,-0.794300821406367,3.8257093178742414
13,1.0,-0.08725681338334362,5.999961242979484,-5.43165816508052,8.72565908416334e-16,-0.6062470200833361,-0.6238368685446207
13,0.0,-0.18269799301027922,-3.6605511220601503,-6.297449641899412,1.0824674490095276e-15,0.3399222090682814,-1.188936875504766
14,1.0,1.208842790393904,-0.898132277495033,3.772665725511745,-6.245004513516506e-16,1.2789732030130274,16.124249306345483
14,0.0,-0.23951489134471102,-2.9367549975675065,6.590914704428113,-5.412337245047638e-15,-2.107822244347936,20.33532934903771
15,1.0,-0.6094419353712508,-0.5032277000087126,-3.9837618417195446,1.304512053934559e-15,-0.6912376338991466,24.692075315236867
15,1.0,-0.609441935371251,-0.503227700008713,-3.9837618417195437,7.771561172376096e-16,-0.6912376338991479,24.692075315236863
15,0.0,-0.30818994271754324,-0.5502638801965558,4.26790614854921,-2.831068712794149e-15,1.9038130736778238,-18.864094290086587
17,0.0,-0.8969414820163663,1.895975648647655,-3.492393464651692,1.3877787807814457e-16,1.528708429869691,-8.854987022628265
17,1.0,-0.5300235224803818,-7.186234956338348,-0.9172016493497606,2.9976021664879227e-15,1.421031958481086,1.3134382469033308
