,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9553
balance_train_Cutoff,0.4938
balance_train_Acc,0.8810
balance_train_MCC,0.7845
balance_train_Sen,1.0000
balance_train_Spe,0.7619
balance_train_PPV,0.8077
balance_train_NPV,1.0000
balance_train_Youden Index,0.7619
balance_train_AUC,0.9539
balance_train_95% CIs,[0.9279-0.9798]
balance_train_Std,0.0132
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9188
train_Cutoff,0.4938
train_Acc,0.8425
train_MCC,0.7211
train_Sen,1.0000
train_Spe,0.7619
train_PPV,0.6825
train_NPV,1.0000
train_Youden Index,0.7619
train_AUC,0.9506
train_95% CIs,[0.9188-0.9824]
train_Std,0.0162
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6298
test_Cutoff,0.4912
test_Acc,0.8000
test_MCC,0.6369
test_Sen,0.9474
test_Spe,0.7222
test_PPV,0.6429
test_NPV,0.9630
test_Youden Index,0.6696
test_AUC,0.8626
test_95% CIs,[0.7611-0.9640]
test_Std,0.0518
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9965
cv_train_Cutoff,0.5031
cv_train_Acc,0.9702
cv_train_MCC,0.9406
cv_train_Sen,0.9792
cv_train_Spe,0.9613
cv_train_PPV,0.9620
cv_train_NPV,0.9788
cv_train_Youden Index,0.9405
cv_train_AUC,0.9966
cv_train_95% CIs,[0.9943-0.9989]
cv_train_Std,0.0012
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6638
cv_val_Cutoff,0.4938
cv_val_Acc,0.7874
cv_val_MCC,0.5626
cv_val_Sen,0.8140
cv_val_Spe,0.7738
cv_val_PPV,0.6481
cv_val_NPV,0.8904
cv_val_Youden Index,0.5878
cv_val_AUC,0.8117
cv_val_95% CIs,[0.7326-0.8909]
cv_val_Std,0.0404
