,F,P
PCA_feature_69,0.5788032744395842,0.4478611001305084
PCA_feature_70,3.173435346628167,0.07667332682657248
PCA_feature_71,0.5178525871066505,0.47277106769748434
PCA_feature_72,0.09765301079884461,0.755056712088765
PCA_feature_73,0.026313310165322023,0.8713347924939052
PCA_feature_74,0.09279232273561044,0.7610384226328935
PCA_feature_75,2.3597603765113007e-05,0.9961299351604793
PCA_feature_76,0.285406710964061,0.5938939088115035
PCA_feature_77,0.10686316765789472,0.7441558618059876
PCA_feature_78,0.21889182589202286,0.6404992471333981
PCA_feature_79,0.0022087773155233335,0.962571608899627
PCA_feature_80,0.1577436509423306,0.6917526260173792
PCA_feature_81,0.0019807444611933014,0.9645549153801161
PCA_feature_82,0.13523973243100731,0.7135284548426646
PCA_feature_83,0.03821321911165815,0.8452546862464257
PCA_feature_84,0.18714998043392062,0.6658608246427922
PCA_feature_85,0.2840732801030943,0.5947565952080907
PCA_feature_86,0.011278443885914312,0.915551885392651
PCA_feature_87,0.1494074220159343,0.699597304905049
PCA_feature_88,0.01799406544236729,0.8934528154615216
PCA_feature_89,0.0995484305667635,0.7527685158083931
PCA_feature_90,0.11848807519379247,0.7311157761716296
PCA_feature_91,0.03812824587119242,0.8454246418044432
PCA_feature_92,0.05408053757820173,0.8163955993327237
PCA_feature_93,0.1373556225230623,0.711396658373991
PCA_feature_94,1.2126406808205121,0.27240394776793536
PCA_feature_95,0.11553089639290078,0.7343627598502476
PCA_feature_96,0.033711387745052473,0.8545461554825333
PCA_feature_97,0.2261219698860855,0.6350394984560925
PCA_feature_98,0.09338645838739434,0.7602982007078556
PCA_feature_99,0.3278173961185601,0.5677217697478026
PCA_feature_100,0.05159196350027551,0.8205954250915428
PCA_feature_101,0.07550227591425834,0.7838294225925762
PCA_feature_102,0.8708922521378577,0.3520638137772235
PCA_feature_103,0.011592987437281774,0.9143869083591949
PCA_feature_104,0.00010846096156140137,0.9917031195038771
PCA_feature_105,0.6333447603425849,0.427267638514774
PCA_feature_106,0.8526440425801584,0.3571456570877961
PCA_feature_107,0.05479826547759948,0.815203339295274
PCA_feature_108,0.4224332337448669,0.5166238207923279
PCA_feature_109,1.545261048197349,0.2155892910142101
PCA_feature_110,0.14030806756922856,0.7084530220621058
PCA_feature_111,0.021708779087127764,0.8830432560422942
PCA_feature_112,0.0152186471349498,0.9019681961893771
PCA_feature_113,0.0002322674814262364,0.9878587528508769
PCA_feature_114,0.1057632693016078,0.7454296559131577
PCA_feature_115,0.24917672398189067,0.618316267659412
PCA_feature_116,0.00022900399590703192,0.9879443435814805
PCA_feature_117,0.0003025698665005101,0.9861427576606807
PCA_feature_118,0.25350108902948804,0.615288040334135
PCA_feature_119,0.35189003409367947,0.5538525187274785
PCA_feature_120,0.3077006286654423,0.5798412311609251
PCA_feature_121,0.35846020721204347,0.5501787612423632
PCA_feature_122,0.706925838434046,0.4016757133327461
PCA_feature_123,0.03641303466593266,0.8488982322708635
PCA_feature_124,0.5447855430315639,0.4614983455071029
PCA_feature_125,0.23799941667508442,0.6262985098738016
PCA_feature_126,0.13321148991746878,0.7155898020049714
PCA_feature_127,0.027940142092384667,0.8674530721692425
PCA_feature_128,5.01511280997121,0.02645510255070947
PCA_feature_129,9.481910536898553,0.002428901634428656
PCA_feature_130,16.796238841731313,6.496701614108888e-05
PCA_feature_131,26.958079721398903,6.018376073556457e-07
PCA_feature_132,8.530445717025726,0.003978545214707575
PCA_feature_133,4.802836918617627,0.02980570986330837
PCA_feature_134,0.3190229223838864,0.5729579038588661
PCA_feature_135,24.939882177676623,1.4859422265909966e-06
PCA_feature_136,0.003934819611739477,0.9500584552667735
PCA_feature_137,49.17514068874307,5.63185540025985e-11
PCA_feature_138,2.458016286192076,0.11883062057607802
PCA_feature_139,0.7758641535848748,0.3796825281307916
PCA_feature_140,7.951473883441353,0.0053902111928782965
PCA_feature_141,1.2150954689344151,0.27192091870003543
PCA_feature_142,20.683973296332912,1.0406943848325602e-05
PCA_feature_143,19.01742362336893,2.2665715362414935e-05
PCA_feature_144,3.8200685997420507,0.05232209568695212
PCA_feature_145,12.09791011464028,0.0006446304357941734
PCA_feature_146,11.344844262665706,0.0009405130709851064
PCA_feature_147,5.1294962714341645,0.02481593533020244
PCA_feature_148,6.505267237045033,0.011659611675590832
PCA_feature_149,1.2110042379335948,0.2727265518936004
PCA_feature_150,3.002273834188179,0.08500495405086163
PCA_feature_151,0.3377555199023105,0.5619159087089234
PCA_feature_152,1.6944443995478922,0.19481966233247816
PCA_feature_153,11.551462531195895,0.0008476543517798519
PCA_feature_154,3.9906696215322017,0.04738627081878801
PCA_feature_155,17.595317902375214,4.438533499799191e-05
PCA_feature_156,15.781121022208943,0.00010579407770576097
PCA_feature_157,0.13563104757388927,0.7131327765860125
PCA_feature_158,5.367792938105756,0.021733599484266664
PCA_feature_159,3.201297364233423,0.07540315507898722
PCA_feature_160,6.526236990547774,0.011528181855725697
PCA_feature_161,4.276550296751747,0.040192979955124254
PCA_feature_162,26.380638425619352,7.785133892825349e-07
PCA_feature_163,0.8194604710014184,0.3666499341697924
PCA_feature_164,4.408014045626553,0.037282754632682436
PCA_feature_165,0.9225220849333647,0.33821054514231585
PCA_feature_166,0.11665614224843479,0.7331218265512145
PCA_feature_167,7.0988230537367585,0.008474290306007305
PCA_feature_168,0.02584911829838076,0.8724648404588707
