,label,PCA_feature_2,PCA_feature_3,PCA_feature_10,PCA_feature_11,PCA_feature_15,PCA_feature_19,PCA_feature_22,PCA_feature_23,PCA_feature_27,PCA_feature_30,PCA_feature_37,PCA_feature_54,PCA_feature_59,PCA_feature_129,PCA_feature_131,PCA_feature_138,PCA_feature_140,PCA_feature_154,PCA_feature_157,PCA_feature_161
47,0.0,-7.418793757556918,-14.15014407663174,6.271006551938427,-4.606239970914514,-0.6319324286889867,2.1210955861323035,-0.32487400624566287,3.250785879041473,0.5511413923789119,0.7217740440615468,-0.39982144442163536,2.0113427913317086,0.8438781156026806,-1.942890293094024e-16,3.3306690738754696e-16,-1.1102230246251565e-16,-1.304512053934559e-15,-2.3592239273284576e-16,1.6653345369377348e-16,-6.38378239159465e-16
49,0.0,16.83545661017123,35.33501409060131,8.123928988866492,-5.074597153145042,4.583100965941156,-4.402067219351006,0.25313919412022223,-2.3360923783079643,1.5878347447436234,-1.4379180396336921,-2.8568170077185155,2.232071867298751,0.5463326739169042,3.469446951953614e-16,-1.1379786002407855e-15,-1.27675647831893e-15,3.6637359812630166e-15,-4.475586568020162e-16,7.216449660063518e-16,3.469446951953614e-15
50,0.0,8.625527887877018,-7.662748716347271,1.9273287274100566,-2.324012337778697,0.9427670702375084,-0.22049434423214187,1.2457076003691607,-2.3858135213720155,1.0296516080925107,-0.47140367663076055,-0.17808919986199695,0.49423922293135913,-0.10003459919431003,1.4224732503009818e-16,1.1934897514720433e-15,1.5404344466674047e-15,-9.71445146547012e-17,2.8449465006019636e-16,1.609823385706477e-15,1.4155343563970746e-15
50,1.0,-10.86041972874916,-0.49881968229071205,-4.998194318288878,4.37398812093019,-1.2233113449509974,2.146981460771393,-1.1977760634898018,1.1354183025991742,-1.3943151999340555,-0.18974347696713703,-2.1924321249862286,1.1478593071529362,0.573583208582408,-1.5265566588595902e-16,-4.3021142204224816e-16,-7.28583859910259e-16,-1.942890293094024e-16,9.992007221626409e-16,-6.453171330633722e-16,-1.1379786002407855e-15
51,1.0,-12.2598146258883,-1.9096411830177387,-3.3163154536841186,2.5623060793998205,-1.7499152927448036,-1.0045929357141596,1.97073385577471,0.5997212844132639,0.12064180994881568,0.20270391652977854,-0.36790144769364874,-0.5769196584501943,-0.20856602533445157,7.355227538141662e-16,7.91033905045424e-16,2.0816681711721685e-16,-1.6653345369377348e-16,3.3306690738754696e-16,-8.604228440844963e-16,-2.1371793224034263e-15
51,0.0,0.19256868153319734,-17.546406712183174,2.304599008513369,-1.5995742379713938,4.522763137516356,2.219145018523143,-2.5232393289440753,-5.187285919397637,2.2285962462437845,-3.097069047452268,-0.4296152918970779,-2.6009284304691036,0.9930891677579096,-1.8110513089197866e-15,2.9976021664879227e-15,-8.604228440844963e-16,-1.5543122344752192e-15,1.6653345369377348e-16,-3.7470027081099033e-16,-1.7555401576885288e-15
52,0.0,5.436770232027972,-15.462047919925677,-4.186990688444718,-3.363337256435183,2.710722939878317,3.524125720154367,1.0744341799785122,-0.39712200212921656,4.885506812685396,-0.3416593420155196,-1.213897497471718,-1.4373129143948042,0.06771725491705366,-1.762479051592436e-15,3.4555691641457997e-15,1.1345091532888318e-15,-2.275957200481571e-15,1.6653345369377348e-15,1.3530843112619095e-16,-2.7755575615628914e-16
53,1.0,24.535196869969226,13.038253965300008,-4.594383234809418,3.522550432054025,1.7226624697730102,-1.7226334572334219,-1.5308233178167001,0.22279273864136928,0.9026041555230745,-0.25344224893857914,0.41958962340227,0.21077309419394885,-0.05838504022443197,9.43689570931383e-16,9.43689570931383e-16,-6.0021432268797525e-15,3.4416913763379853e-15,3.3306690738754696e-16,-3.1363800445660672e-15,-8.548717289613705e-15
53,0.0,9.900395374542676,-17.727360928874916,-4.422851273773141,-2.8938201551190303,-7.717668488610008,-0.2917320177310305,-1.7258296979163439,-1.1727140589665517,-0.6450055060708544,2.167777374484992,3.205587543912657,0.6040598912406707,0.4354790212007709,-5.828670879282072e-16,1.0547118733938987e-15,-2.3869795029440866e-15,-5.412337245047638e-16,2.7755575615628914e-17,1.1293049828609014e-15,2.3869795029440866e-15
54,1.0,-8.939954303954458,0.2667460131061128,-0.7541712595693392,0.25100631232978154,0.46587778538202107,0.644819712408379,-0.021806578551096467,0.22591417171854627,2.133698383060126,-0.3162241937103064,-0.2551460780304323,0.2127338336947339,-0.3741194015294685,6.591949208711867e-16,3.3306690738754696e-16,-1.0547118733938987e-15,2.498001805406602e-16,3.469446951953614e-16,-5.204170427930421e-17,-3.191891195797325e-16
54,0.0,-3.5617981225076654,-2.074169770652383,-1.992000006676485,3.3830494069109607,2.253815741175889,-0.13349496875497618,-2.2059857930014988,-0.6573910940880011,-0.9234573280588162,-0.21568919786601654,-0.03278185190994884,1.1023005407177582,0.7976194349829683,-3.0531133177191805e-16,1.5265566588595902e-16,-3.0531133177191805e-16,-1.2455314557513475e-15,1.942890293094024e-16,-8.326672684688674e-17,1.9949319973733282e-17
55,0.0,-2.231169067006716,-11.672765639746494,-1.5313295499293123,-0.2616874670287377,2.89805807913575,-4.7694791941089,1.7568842484266356,-1.3098417849699153,0.0017494280708973686,-0.19154535259629074,-0.5664448176946968,-0.2763638475827581,1.342824849677792,1.6479873021779667e-16,4.787836793695988e-16,-4.579669976578771e-16,-2.534430998402115e-15,3.5388358909926865e-16,5.48172618408671e-16,-5.273559366969494e-16
55,1.0,-10.839454231092507,-4.206210211517652,3.256638858451792,0.7221184507298172,0.6610124674514946,1.8128720609832347,1.504660321628745,-0.35231398092861593,0.8030435661995098,-0.2780939686088566,0.8872265255807533,0.3190962087468153,-0.5244923121587284,1.7069679003611782e-15,-1.0269562977782698e-15,-6.418476861114186e-16,-5.273559366969494e-16,8.881784197001252e-16,-2.949029909160572e-17,-5.065392549852277e-16
56,1.0,-0.18907790013392745,11.662694398559479,4.941813269964718,1.8097639558395058,2.9586144492440725,3.6021270352953096,1.0588338090045264,5.2024324097392425,0.33744390498531407,0.19445282135939201,0.3273219844089895,0.44379310480878664,-0.3953904047934613,-1.7069679003611782e-15,-1.1761425167122752e-15,6.938893903907228e-17,-1.2238474123016374e-15,1.4155343563970746e-15,1.0547118733938987e-15,7.216449660063518e-16
56,0.0,2.473005265303993,1.235158285011429,4.090252005699638,-3.2547753639848858,0.47741450722358325,1.3033000875878953,-0.546771399285575,-0.4841413808917352,-0.7284433088295592,0.22032495103342342,-2.119165555897781,-1.0028629681992647,-0.7665595766972354,8.81239525796218e-16,1.1830814106161824e-15,1.5404344466674047e-15,6.106226635438361e-16,1.0547118733938987e-15,2.220446049250313e-15,3.608224830031759e-16
57,1.0,-5.883912495066165,5.0713745425967725,0.697840514021085,2.284709690983542,1.280391798371398,2.1151987195554875,-0.16051838016004744,2.367573197826286,2.7855512583845523,-0.16893529047784658,0.025662364429266282,-0.09560758646465822,-0.5069624519721185,2.7712207528729493e-15,-1.2177758801357186e-15,-1.9290125052862095e-15,-1.0824674490095276e-15,8.569533971325427e-16,1.3877787807814457e-16,2.636779683484747e-16
58,0.0,-11.775505228022139,2.1832717825744856,3.62381038645859,-5.709813461529025,-6.078862140438971,2.206410202691134,-4.189576763034759,-0.8133959860621932,-1.2827657773942285,0.051259234169635404,-2.2137253322090893,0.07707434029052965,0.16936199192082357,-2.220446049250313e-16,2.4980018054066022e-15,3.774758283725532e-15,1.887379141862766e-15,-1.1102230246251565e-16,9.159339953157541e-16,-7.216449660063518e-16
59,1.0,4.744159574177207,18.958589288396194,10.157561443227937,-0.3303406406264232,-5.781891352900579,7.844983793780932,-2.9705366432258833,-0.7103480348858386,-0.7201232535021688,3.2749687076450305,0.5486382239188199,0.5044186675548761,0.35582437031263936,1.0967789176863363e-15,-2.467210463708014e-15,-3.885780586188048e-16,2.6645352591003757e-15,1.6982942829812941e-15,1.942890293094024e-16,-8.604228440844963e-16
61,0.0,-15.61735362016973,-4.573440680200146,1.6317409330171972,-2.7011027852407703,-0.8749520384343259,-0.6979775245898906,0.6236400844700017,-2.2784799181659756,-1.2900759229889327,3.555974590520991,2.3044909036135133,1.0074765650393498,3.324402636910171,2.723515857283587e-15,-1.6028844918025698e-15,6.938893903907228e-16,-1.734723475976807e-16,5.551115123125783e-17,-1.6375789613221059e-15,1.3704315460216776e-16
62,0.0,0.5491367814740685,6.361401662823677,-4.149679413225632,5.543126960144982,0.7800488648070362,-3.2074604525694435,1.7900935834721494,-2.892877357701851,-1.2850037021649248,3.255001008912007,0.19812909011358787,1.8745784967635253,0.17682386176486653,-1.457167719820518e-16,-1.1258355359089478e-15,5.724587470723463e-16,8.239936510889834e-16,1.0269562977782698e-15,1.2212453270876722e-15,-3.885780586188048e-16
62,1.0,-4.262263973735923,7.3170466809705585,-0.08797223266748838,1.7851068743104133,0.9739941511361735,-0.527706725345167,1.8067408757225676,1.9045872778504425,-0.3382977812278159,-0.5732225682638282,-0.04078062463438675,-0.2336288385962782,-0.6836527190477759,1.27675647831893e-15,-5.551115123125783e-16,-1.4641066137244252e-15,-9.71445146547012e-17,-6.245004513516506e-17,1.1518563880486e-15,1.5265566588595902e-15
63,0.0,4.456714872180621,-15.054721902435134,1.8263708490136967,-6.3842117652661825,-1.3791802137909344,-1.5443224453367488,-2.632403592729423,1.0665138688465563,-0.4845232744959659,-1.115961048977001,-0.19134651492970678,-0.3430980554341,-1.9132279569591848,-6.800116025829084e-16,2.2898349882893854e-15,6.245004513516506e-17,-2.4424906541753444e-15,4.0245584642661925e-16,1.1518563880486e-15,4.440892098500626e-16
65,0.0,16.547840471528136,-11.089550680057345,-3.4285350694775873,-4.134082153609157,4.379846396674904,0.892963195832795,1.5869797263516905,-1.4211956572348001,-1.1143811069850453,1.2622467947331855,-0.9593931334340675,0.1114888163272417,0.2972188765811729,-8.326672684688674e-16,9.575673587391975e-16,1.2420620087993939e-15,-5.93275428784068e-16,8.326672684688674e-17,1.3877787807814457e-15,1.4710455076283324e-15
67,0.0,-3.2526821815703424,8.158247041711771,2.814153275951366,0.44608464178670293,-0.4197528705362783,1.4200630546029738,-1.6053296246658908,-1.8258569101836826,-2.986518243799517,-0.3769864428442275,1.06961965775808,0.10338484430862083,0.7487389577815993,-2.3592239273284576e-16,-6.505213034913027e-16,5.828670879282072e-16,2.7755575615628914e-17,2.636779683484747e-16,2.220446049250313e-16,1.429412144204889e-15
68,0.0,14.495741719931672,13.724237138367346,2.63237660985612,-1.7630351679185525,1.398138269445152,-2.4932657610655773,1.3956078872832038,-2.3584770658852925,-0.6653211057351323,0.6180607523924994,-0.318187277677633,1.313986819631302,-0.2743833898763044,1.052977149917922e-15,0.0,8.326672684688674e-16,-2.3592239273284576e-16,4.822531263215524e-16,-1.1102230246251565e-16,3.3306690738754696e-16
74,0.0,-6.553319850478263,-14.082435925362292,1.7067816660939217,-0.5518336739781298,3.99792816894724,0.6580149660295058,2.113587419270748,-0.20022917854355976,-2.7967174150652254,-0.41329010772663816,-1.0143191730735406,-0.04275700336753924,-0.7631247005251997,9.783840404509192e-16,1.3183898417423734e-15,-2.0816681711721685e-16,-1.887379141862766e-15,-5.551115123125783e-17,-4.440892098500626e-16,-1.0824674490095276e-15
76,0.0,21.282664809551036,-16.09780712830221,-3.626875999589291,-8.61632846334506,1.4680828972960103,5.815852706924188,0.07133340145742229,2.517639120938345,-0.4236390766350434,-0.25907645956147574,0.838789807228812,-0.5063551413899531,-1.3315715522842804,-1.1657341758564144e-15,1.9012569296705806e-15,1.429412144204889e-15,-1.1518563880486e-15,-1.5543122344752192e-15,1.5543122344752192e-15,1.4432899320127035e-15
77,0.0,17.019138029771153,-17.89624816023759,-7.321707322640028,-3.684523965716152,-2.957038745421394,-1.888343574522485,1.79551077596867,-1.2448278057545887,0.13269193925670064,-3.195403486183635,-0.34450019377056873,-0.46377415310759995,0.6095415401831745,-2.248201624865942e-15,8.604228440844963e-16,-5.551115123125783e-17,-1.214306433183765e-15,-7.216449660063518e-16,1.8318679906315083e-15,1.9984014443252818e-15
78,0.0,2.2141639712668586,-10.880748090704511,2.420507339802136,-2.4444709171913694,-1.9238732278468589,3.0273903489087237,-0.21814855048724965,-0.641162032148902,2.0386564907168476,0.5775060120345772,-2.731477631006897,1.1237111516023908,-1.821207135901068,-1.3877787807814457e-16,1.7590096046404824e-15,9.020562075079397e-16,-7.077671781985373e-16,-1.8041124150158794e-16,1.970645868709653e-15,1.033895191682177e-15
79,0.0,48.83434205767405,14.147496338920371,-1.001360949365533,0.6419187251389603,6.357936648140103,2.8838655720338355,1.7224230955171265,2.369088957641288,3.830935662118706,-1.6636701207886946,0.8513284033568495,-0.6075283264756379,-1.4153024017226663,-4.9404924595819466e-15,5.551115123125783e-15,4.996003610813204e-16,8.326672684688674e-17,-1.3877787807814457e-15,-3.608224830031759e-16,1.124100812432971e-15
80,0.0,3.9410307943223626,9.038172796002572,2.9697071177152417,3.6706614659493866,-0.7839343307286778,-0.2344504658994987,-1.2665483112411184,-0.8261787202069785,0.054043577770669704,0.7548575844135298,-1.498811507960471,0.7631722785924498,0.861321569927418,1.1102230246251565e-16,-1.2628786905111156e-15,-1.304512053934559e-15,3.9898639947466563e-16,5.620504062164855e-16,8.517492267046123e-16,1.7486012637846216e-15
81,0.0,-5.021505755194305,-9.133471340704181,0.6565318795103409,-2.0888803741926476,2.644275063005706,2.761715759444865,-0.8966257906849249,-0.9394308407491803,0.1377750905888892,1.3007682462928187,-0.9707065527208503,0.3826819571327866,0.6162633418373034,1.3183898417423734e-16,5.967448757360216e-16,-3.0531133177191805e-16,-4.163336342344337e-16,-4.2327252813834093e-16,-3.0531133177191805e-16,4.163336342344337e-17
82,0.0,13.195935888766012,-6.949454735719571,-1.1883616282494023,-0.9823314500582794,5.640752131611687,2.992874740119733,-0.4549089946661153,0.5259482445162892,-5.485727911440728,2.743567274539491,1.0989392737973582,-1.40455773910502,1.1497302166952195,-7.979727989493313e-16,1.249000902703301e-16,1.582067810090848e-15,-5.273559366969494e-16,-9.853229343548264e-16,6.938893903907228e-16,1.8318679906315083e-15
83,0.0,-7.009894708403321,-9.253535018029472,15.945865440105289,-7.90065734600917,0.9755130826170106,-2.2978218357047884,0.45045045733807243,1.4716391665725617,4.251355986812613,0.7395535069875284,1.529663911540022,0.848381796438927,0.5216435588762464,7.771561172376096e-16,1.4155343563970746e-15,-1.8318679906315083e-15,-4.440892098500626e-16,-8.049116928532385e-16,-4.996003610813204e-16,-1.3322676295501878e-15
85,0.0,-8.545672239562549,3.2212038119293767,-2.3164853141992126,3.9525131046067727,1.166630943238674,-1.4344067017842712,0.1515221147066115,0.2734042854659172,-0.2890454502458572,-0.3461096839443238,0.008700943995300345,0.1227801766563987,-0.1944813101162936,2.220446049250313e-16,4.0939474033052647e-16,-7.077671781985373e-16,-1.1657341758564144e-15,-3.469446951953614e-16,-5.898059818321144e-16,-4.3021142204224816e-16
87,0.0,26.288691984380065,-20.46368882337186,-7.543575353190397,-8.627279890456029,-13.444535316925124,-6.195560250518046,0.762512136317872,3.1970192024836486,-0.8117985800533112,-2.8008844827644994,-1.1738975535967884,0.15933461415665284,-0.3253340961147846,-3.9968028886505635e-15,2.4980018054066022e-15,-9.992007221626409e-16,-1.6514567491299204e-15,9.992007221626409e-16,6.106226635438361e-16,6.106226635438361e-16
88,0.0,1.7077510231524649,0.7764920898276821,1.1940655958743023,-0.5697471477088718,-3.8568774592455615,-0.40023110616716856,-1.7010522435779762,-0.55273426533673,-2.770620058291459,1.5804237637299583,0.805147671684239,-0.058610073842345095,0.004866885644827401,2.3245294578089215e-16,3.0531133177191805e-16,-1.249000902703301e-16,-1.6653345369377348e-16,6.453171330633722e-16,1.5959455978986625e-15,9.159339953157541e-16
91,0.0,9.35854525612507,-17.856661914058204,-0.7622962620742738,-9.667690150356284,-0.5470402290877763,-1.5914551888001056,-2.9809890255027116,1.716413153269047,0.8411199865052088,-0.8169018007731188,-1.6750881148825012,-1.9752266582219897,0.260664851439319,-1.4988010832439613e-15,1.5265566588595902e-15,9.992007221626409e-16,-1.887379141862766e-15,-8.326672684688674e-16,2.130240428499519e-15,2.4980018054066022e-15
92,0.0,-3.9653799186371668,2.1406508346853186,1.3430005836403054,-3.666132394988607,-0.9284162448113891,-0.7575929833665787,0.03892330181328113,-1.5548595105731717,-1.544561762834956,1.037387115205628,-1.3636456686231115,0.6717905911378658,0.8699391103636538,6.38378239159465e-16,1.6618650899857812e-15,1.8318679906315083e-15,1.1657341758564144e-15,-3.608224830031759e-16,4.440892098500626e-16,-8.326672684688674e-17
93,0.0,-10.036981328195077,-4.176623159986273,4.383356408925791,-0.4095222581788886,-1.5227364226675033,-0.08180390222034739,-2.212721227546037,-1.1074045176611231,-1.6908786078306925,-2.7372439759214138,0.013115311549529163,0.09904397642243201,0.8189562325894757,2.220446049250313e-16,1.1934897514720433e-15,1.4155343563970746e-15,6.38378239159465e-16,-8.465450562766819e-16,4.440892098500626e-16,-2.275957200481571e-15
95,0.0,1.5407306696750798,-13.62335216497357,-3.6104578158241947,0.11044782913813736,-0.9573776733544429,-2.90561712619391,2.8005497432170854,-2.8280870304494696,-3.3291779532341335,1.6675184289925682,-0.6550342891184642,0.9688261702410486,-1.0896583308527075,4.0939474033052647e-16,1.2420620087993939e-15,-2.7755575615628914e-17,-9.43689570931383e-16,5.551115123125783e-17,1.5265566588595902e-16,5.828670879282072e-16
96,0.0,-0.9773986911773969,11.309365577328451,5.507039873688706,-0.9389526289189543,2.2733824693270583,-0.477797374052854,-3.091604734997876,0.04170035466839414,-2.057033476903309,0.07426977465945271,-0.4793634927039572,-0.5122471097193156,0.3368286539708701,3.2612801348363973e-16,2.7755575615628914e-16,-2.498001805406602e-16,1.1102230246251565e-15,-5.724587470723463e-16,1.2906342661267445e-15,1.762479051592436e-15
97,0.0,7.146298050068639,28.251707256068997,-4.9131730575080645,-3.524683899721578,2.787139897063869,-0.8717772485042947,-9.203052237034306,4.857727984939043,1.6661505985194327,-0.9690564876058705,0.4529645800849645,0.8312034637854524,0.9746211867950794,-1.124100812432971e-15,1.3322676295501878e-15,2.7755575615628914e-16,-2.2898349882893854e-16,3.7296554733501353e-16,-3.1363800445660672e-15,-1.5543122344752192e-15
98,0.0,-15.336078377635758,6.188512806624069,3.518673552696745,-4.455145205010329,-4.525423017682076,1.7794373422002328,-3.4800283370355785,-1.5890171234922756,-6.081245402830577,1.292724257970901,2.3556710894825437,0.021765797365992108,0.44223432993022105,9.992007221626409e-16,2.0261570199409107e-15,2.3037127760972e-15,2.4424906541753444e-15,-4.163336342344337e-16,-4.996003610813204e-16,-1.0547118733938987e-15
99,0.0,18.63244635159852,-13.08908427426738,-6.092849448819431,-5.588124200920514,2.198061368881224,2.167454138339998,-1.4201827413384802,0.4504124885066805,0.5493846856117404,-0.43306472602566787,-1.575481444263588,1.0400844764417991,0.8207509357016797,-1.1102230246251565e-16,1.096345236817342e-15,1.5759962779249292e-15,-2.2169766022983595e-15,7.91033905045424e-16,3.3306690738754696e-16,1.609823385706477e-15
100,0.0,-6.247969117558991,-8.736951000116017,0.998743060297036,4.829182804633642,1.772809600422544,2.2556283357492575,-0.35798621066968034,-5.322532608427598,0.6351776938004005,-0.11669676203793322,3.543832823933116,0.5688204149956971,0.8658274070779359,-6.626643678231403e-16,-1.2420620087993939e-15,-7.979727989493313e-16,-6.106226635438361e-16,-7.112366251504909e-17,-6.106226635438361e-16,-5.030698080332741e-16
101,0.0,-5.5621582057649395,-14.376381910406543,1.955009143704907,3.8621450440604135,1.9398412233787705,-1.4744326090380113,1.0796490618471783,-0.3176818537296794,0.5158206657509704,-1.3622650326205088,-2.948245183306528,1.6725343468034009,0.3844906282606761,5.967448757360216e-16,5.412337245047638e-16,-2.914335439641036e-16,-1.304512053934559e-15,2.7755575615628914e-17,-1.734723475976807e-18,-9.43689570931383e-16
102,0.0,21.072314919408456,-13.5933474296553,2.7690983897250003,16.088034517166555,-0.07539298136510653,1.7854087626003152,2.3939581183737926,-3.3196570860605057,3.6440603984818734,4.056351521402089,-2.7143938681375217,-0.7713384064542326,0.2595660983067122,-3.58046925441613e-15,1.970645868709653e-15,2.1094237467877974e-15,-8.465450562766819e-16,1.3877787807814457e-15,1.8318679906315083e-15,1.0547118733938987e-15
103,0.0,14.121589124619884,3.094338891243155,3.4483074956568323,-1.4357202770418698,-0.29486762420471746,-1.4150160639470462,-1.504701758624314,-2.064640403298662,0.35518628951118913,0.78723874792414,-3.0662984338861192,-0.46395370148890613,-0.09017538064598629,1.5265566588595902e-16,2.498001805406602e-16,8.313662258618848e-16,5.828670879282072e-16,1.1934897514720433e-15,8.326672684688674e-16,8.326672684688674e-16
104,0.0,-7.148886955535579,-9.166407397865452,6.307645175555803,-2.61279795732797,-0.6469210188223368,-0.9579421878493367,-3.8617752251312063,-1.440078162505767,-0.6002103160177037,-1.179493543506338,0.15970320540406635,1.4711165778058306,-0.31012591464451555,-1.797173521111972e-15,9.228728892196614e-16,1.3877787807814457e-16,4.163336342344337e-16,-1.5265566588595902e-16,-4.996003610813204e-16,-1.2490009027033011e-15
105,0.0,0.19756656503951087,-7.863044006887829,7.1171082939886094,0.4744156232273687,-0.5237892395327628,-4.935227321953599,2.150204782736045,0.8396690191573264,1.6889570994101915,-1.1526940886821613,1.2415311321971652,0.8174422910462644,-0.644150737742827,3.469446951953614e-17,2.1996293675385914e-15,6.106226635438361e-16,-3.8163916471489756e-16,8.881784197001252e-16,1.8665624601510444e-15,-6.245004513516506e-16
107,0.0,-4.269830605847615,-10.415633274596582,-2.790534290773895,-2.1055591420905646,1.453992927095544,-3.1696268880311016,-1.0986338690340625,1.499117720901836,-3.8729571039388637,2.085629861451636,0.2713446875474762,-2.2364647319426973,-0.6291316972434136,1.1449174941446927e-16,6.175615574477433e-16,8.326672684688674e-17,-5.412337245047638e-16,-1.0547118733938987e-15,1.5959455978986625e-16,-5.828670879282072e-16
108,0.0,-14.297085641121194,-10.436901268139179,3.716183066123968,-6.60858537865003,2.077228245984696,-3.5622412314585534,-0.3447413347750586,2.3542434224410096,0.4344495729377572,-5.539153627021881,0.11034437701151756,-0.43201530328352966,-0.09615675555136155,7.095019016745141e-16,-1.9012569296705806e-15,2.498001805406602e-16,-1.8578888427711604e-15,-7.216449660063518e-16,-9.71445146547012e-16,2.220446049250313e-16
109,0.0,0.5846156549127698,2.198875523448713,2.540683386062735,1.9201977718380194,1.0647714796236705,-1.3405547174179584,-1.1162581218400707,-1.155158204983993,-2.6988473797210832,-1.882123779380851,0.11643623898979832,-0.4504738147548362,-0.45707742237098414,1.1102230246251565e-15,9.367506770274758e-16,1.0269562977782698e-15,-5.273559366969494e-16,7.077671781985373e-16,8.257283745649602e-16,1.942890293094024e-16
111,0.0,-7.272943888842567,-14.018682167928075,3.024387106533036,1.031433632168846,-1.146295497956734,3.5716137326879567,-5.387889753147878,0.6515692878233321,-0.4721615861304696,1.0060893960101684,1.3114314790321089,-2.0654824299843817,-0.2725099638732278,-2.1094237467877974e-15,-3.191891195797325e-16,6.38378239159465e-16,-2.2065682614424986e-15,-6.38378239159465e-16,-1.4155343563970746e-15,-1.582067810090848e-15
112,0.0,11.761891039724073,11.787295127345958,9.172100483190412,-5.6795539612914645,0.8887623159149448,2.4885776803432433,4.269006081987373,-0.977388280161811,0.3713800547124022,-0.2886993289357004,-4.070665946109952,-1.0418711369787674,0.6885703273007868,-7.91033905045424e-16,1.3877787807814457e-16,-1.942890293094024e-16,9.159339953157541e-16,-2.1371793224034263e-15,-1.2628786905111156e-15,6.661338147750939e-16
113,0.0,-0.8925974520696147,-5.683107910454294,8.084877905255357,1.099201317782177,2.426431998899828,-0.5468247512054216,-1.9412870311335868,-0.9168641017744031,0.5142759606774695,-0.2409586541906918,-1.116824411591292,-0.2916772202498729,0.9945507084665537,8.187894806610529e-16,3.677613769070831e-16,-1.1518563880486e-15,-6.38378239159465e-16,-1.8735013540549517e-16,7.494005416219807e-16,1.0547118733938987e-15
114,0.0,-14.502624946652192,-4.358317829551325,0.8555340679901868,-5.135715185723235,2.5057675574301657,1.2237742208922122,1.387119219987547,-2.9064154401683813,0.9962919618732591,5.113876908237721,0.8687542181032162,-0.16342531277718392,-1.7762267055286434,-2.0643209364124004e-15,6.29704621779581e-16,-8.604228440844963e-16,-1.949829186997931e-15,-2.636779683484747e-16,-1.27675647831893e-15,9.159339953157541e-16
116,0.0,-9.554188775749134,-18.04886689144242,3.8554406152993743,-8.183164913628964,3.5791783795507253,-1.4341671381847305,-0.7065226606206549,0.08193608368971972,0.4156497433534786,1.9889077093247405,0.8384293717450908,0.5048346940356165,-0.71479031187087,-3.8441472227646045e-15,-1.7763568394002505e-15,-1.2212453270876722e-15,1.27675647831893e-15,-4.85722573273506e-16,-8.049116928532385e-16,-1.8318679906315083e-15
117,0.0,-6.899394193000004,-4.093387072905957,9.051350724818658,-3.1366472118754407,0.683180430688947,-1.3919713530274507,0.11080822794523873,-0.8767993183339734,0.04592356678713108,-0.8565269180912141,1.3068422883231097,0.11143815273101088,0.6664321301405711,8.049116928532385e-16,2.2898349882893854e-16,-1.4432899320127035e-15,-9.43689570931383e-16,1.8821749714348357e-16,2.7755575615628914e-17,7.632783294297951e-17
118,0.0,-2.4610120274740694,-14.229452973110956,3.990303955969117,-1.2489273455388825,-0.7851600936628925,0.08948366574399252,-2.8792529185117806,0.08375048580787489,-1.7102154456909675,-1.5959857081379611,1.174397345616815,-1.4498819655881134,-1.15271187031541,1.734723475976807e-16,-6.826136877968736e-16,-1.8041124150158794e-15,-1.85268467234323e-15,-6.38378239159465e-16,5.620504062164855e-16,2.4980018054066022e-15
119,0.0,-3.5866008996983267,-15.959240036633016,3.4443343067991927,-0.5714995052911165,-3.2135468107501284,-5.5117811779031225,-0.8856239245753392,-0.6635962099415464,-2.292881368787288,-2.4310508824320203,-0.5023045307570492,-0.18730223169203838,1.5838512381392968,-1.1796119636642288e-16,1.887379141862766e-15,-6.106226635438361e-16,-6.522560269672795e-16,-1.6618650899857812e-15,-4.85722573273506e-16,4.996003610813204e-16
