,label,PCA_feature_2,PCA_feature_3,PCA_feature_10,PCA_feature_11,PCA_feature_15,PCA_feature_19,PCA_feature_22,PCA_feature_23,PCA_feature_27,PCA_feature_30,PCA_feature_37,PCA_feature_54,PCA_feature_59,PCA_feature_129,PCA_feature_131,PCA_feature_138,PCA_feature_140,PCA_feature_154,PCA_feature_157,PCA_feature_161
9,0.0,88.5473701159316,6.757358926328597,10.95173007057262,12.402311279699436,-10.28736328588014,-2.625457681409361,-0.2973739189529383,0.07462520809534068,1.32842916804735,1.3706874506814088,-2.143647534562442,-0.5594319244197947,0.0044252656755856545,-3.497202527569243e-15,6.328271240363392e-15,9.686695889854491e-15,1.7486012637846216e-15,-6.661338147750939e-16,-8.326672684688674e-16,9.71445146547012e-16
10,1.0,12.102914272223764,11.951006727543882,-5.324446964794673,-0.9088622277598302,-2.8017427470772605,0.10513775617656394,1.9782193517895328,-0.8785269128090966,1.4709850233145572,-0.7378312974343396,1.6210192625938877,-2.145929473332514,1.746267169373537,-3.774758283725532e-15,3.649858193455202e-15,-6.106226635438361e-16,1.8041124150158794e-15,4.996003610813204e-16,-3.9968028886505635e-15,5.551115123125783e-16
11,1.0,-4.950303584885789,-7.6435775953978675,-1.2905157352946242,2.2606688359476026,5.152825241336451,1.6617890380508888,2.5061725726333006,-4.217518318079785,0.44515557587061155,-1.9340991512762458,0.7125987130488755,-0.031761325354592695,-1.4308438179014442,2.0469737016526324e-16,1.3877787807814457e-16,1.3877787807814457e-16,-8.326672684688674e-16,-1.6653345369377348e-16,4.440892098500626e-16,-3.3306690738754696e-16
11,0.0,21.20822641737418,-0.832737928835142,9.774054267253018,-5.096007398092667,-3.167913805037381,3.145511807405622,9.595085223773712,7.246060873117959,-2.6772864177439017,1.0518560017867933,2.2962249210967753,0.40389232355888627,1.4543517325124666,-3.219646771412954e-15,2.1788126858268697e-15,-1.1102230246251565e-16,-7.771561172376096e-16,-1.27675647831893e-15,-9.159339953157541e-16,2.7755575615628914e-16
12,1.0,10.204009051181835,7.025139716703988,-1.757588190700068,4.415049766420627,-1.8513428365332683,1.4330867308358997,0.4523496294673523,-4.630936383900311,-3.1887415535134735,-4.856893582190588,2.3096765750915855,2.0205587245341903,-2.7003005173745875,-1.5265566588595902e-15,1.1102230246251565e-15,-5.551115123125783e-16,1.3322676295501878e-15,1.1102230246251565e-16,-2.7200464103316335e-15,-2.220446049250313e-16
13,0.0,39.73608203980563,5.892691397010167,3.932308019587314,11.786860306983145,14.654716409303282,-2.184546386463794,-7.186374263471545,2.5217527572339806,-6.216869850998434,-4.158602417998746,1.8525003492594208,0.1654422675400285,0.11735460921719656,-3.3653635433950058e-15,2.6645352591003757e-15,2.761679773755077e-15,-1.942890293094024e-16,-5.898059818321144e-16,3.122502256758253e-16,-2.3869795029440866e-15
13,1.0,2.2394523999886258,3.752443227956284,-1.8795708472382318,-0.14396315556264094,-2.281026248183569,-5.283349299701444,-2.0190738679951368,5.365143146730213,0.5029957278992804,3.6404653782305707,0.14163348404415765,1.0679651630940008,-0.9059103532031686,-3.608224830031759e-15,8.881784197001252e-16,-3.885780586188048e-16,5.551115123125783e-16,-7.216449660063518e-16,-3.3861802251067274e-15,8.673617379884035e-17
16,1.0,-0.13420413176225038,4.0616414260344555,-4.391765188481473,0.9902055669896409,-1.775962347945237,2.3257682250932037,-1.9734974787729038,1.7727569080986931,1.4880256119455844,-0.12835804554306568,-1.0820856048654046,-0.19190678173366887,0.7015417186972366,4.649058915617843e-16,-2.0816681711721685e-17,-9.645062526431047e-16,3.3306690738754696e-16,4.649058915617843e-16,5.551115123125783e-16,1.1657341758564144e-15
16,0.0,-4.542256446849349,-17.773352285261133,2.0218789746732795,1.3100264453463581,3.383380649384965,0.18427272560730126,4.266428997386244,-1.971981585492237,-2.272675211503069,5.607952032994543,0.03624105102727848,-2.6096269236183547,0.4360565400761173,1.249000902703301e-16,-1.2004286453759505e-15,1.2628786905111156e-15,-1.609823385706477e-15,-4.440892098500626e-16,-5.134781488891349e-16,-4.787836793695988e-16
17,1.0,-9.159624113661817,3.949183249362618,-1.3975196264218828,-0.08696359287988042,0.8692085432466348,0.9246804427228302,-2.684799372780949,-0.9826569775529517,-0.09079365048603394,1.2718239530694513,-0.4791605351712038,0.20752286083649235,0.9109165096070456,1.6566609195578508e-15,2.0816681711721685e-15,9.159339953157541e-16,6.38378239159465e-16,-3.608224830031759e-16,-3.677613769070831e-16,2.220446049250313e-16
17,0.0,-7.893400361397058,-5.930732841647412,7.48745306959278,-0.9924907857055545,0.4224418584287561,-1.2826261586992522,0.5540671696454493,0.39650104539927483,-3.860655865764943,1.6355310653999504,-0.11809386876752992,-0.8199225069169466,-1.4198583049669657,-1.1379786002407855e-15,5.689893001203927e-16,7.771561172376096e-16,2.220446049250313e-16,-5.551115123125783e-17,-9.992007221626409e-16,-1.27675647831893e-15
18,1.0,-10.98167438414774,-3.618688830225743,-3.303225945427295,2.7463441449781105,0.36179878323779574,1.6029367861735448,-0.7490352549355859,-1.437537370921648,0.31960274548769985,-0.8291772372877828,1.296541821923796,-0.15321322889320815,-1.9650669323127519,1.3322676295501878e-15,7.077671781985373e-16,-5.551115123125783e-17,1.249000902703301e-16,-7.771561172376096e-16,-6.869504964868156e-16,-8.187894806610529e-16
18,0.0,1.3005683683719877,14.105391365313107,7.840969547770214,-7.16988567072683,0.8217746972423827,-2.323875515359032,0.11712089122903602,-2.353466058857414,1.6417381629296803,-0.3782659671663099,-0.023247083932112167,-0.4105516975338877,-0.43384177697783266,-1.3877787807814457e-15,2.4980018054066022e-15,3.885780586188048e-16,4.996003610813204e-16,1.1102230246251565e-16,9.43689570931383e-16,2.1094237467877974e-15
19,1.0,-7.71423430150381,8.509448401353094,-1.2795900014775223,1.5845591776949228,-1.4293362819091116,-0.7779888670410098,-1.1041835428074636,0.04634559916034087,0.505891412070713,0.9992232074934817,-0.4782620726620181,-0.5805460368659887,0.8349163943378752,1.1657341758564144e-15,-3.885780586188048e-16,3.3306690738754696e-16,1.1102230246251565e-16,3.3306690738754696e-16,5.551115123125783e-17,1.6653345369377348e-16
19,0.0,2.990818144798749,-19.380880548218407,0.49444280237182014,-2.437499281026412,-2.379457010822137,-2.3194081068144685,-2.655035650886078,-0.29133990599013937,-1.6886894295049135,-2.9867513532055803,-0.3918073723710105,-1.3310259840607848,-0.3672131460161303,2.3869795029440866e-15,2.7408630920433552e-15,-2.3037127760972e-15,-1.7208456881689926e-15,-1.304512053934559e-15,1.0408340855860843e-15,2.942091015256665e-15
20,0.0,-5.71923971922376,-10.968484579875305,1.0746037195972262,4.1579628540479066,-1.3369010800745196,4.165597404456753,-7.804101074355932,-4.202112479447175,6.471631530394472,1.7456115097494518,4.375450635767187,2.6351399318163935,-0.3975397103347995,1.1379786002407855e-15,-1.7486012637846216e-15,-7.632783294297951e-16,-3.608224830031759e-16,2.42861286636753e-16,-1.0685896612017132e-15,-6.245004513516506e-16
20,1.0,-0.04897337537004587,6.730154175306302,-5.593730680225662,0.0440126005318342,2.361591700125136,1.291786222861706,0.12435400151501028,0.7115832918241141,-0.494767377062586,0.5231774175984714,-1.8696627393972256,-1.2238972746848642,-0.953427037849469,1.582067810090848e-15,1.9081958235744878e-16,1.8041124150158794e-16,-1.8041124150158794e-16,8.326672684688674e-17,9.035740905494194e-16,1.1345091532888318e-15
21,0.0,1.2399200241950936,-20.907911013696282,-1.4600941718374172,-0.3511805499915278,-0.2208914341710727,-2.4339352077064125,-0.47091019919103366,1.38849179827427,-1.900163733583397,0.4615430831714877,-0.4710713865311746,1.1487067076884765,-0.885728994930293,-8.187894806610529e-16,-2.96637714392034e-16,-2.7755575615628914e-17,-2.609024107869118e-15,-2.220446049250313e-16,2.498001805406602e-16,0.0
21,1.0,46.031297909758855,-5.350835435246644,-3.7975361361408995,-1.810976367003154,-1.7233550337014099,2.360653843316615,1.2906063513351733,-3.3228714176355996,0.9085888313539869,-0.2837366327776406,1.4133551140090328,-0.059037058785979035,-0.8563973215356854,-1.0824674490095276e-15,-2.220446049250313e-16,1.304512053934559e-15,-1.27675647831893e-15,-7.216449660063518e-16,1.7763568394002505e-15,6.938893903907228e-16
22,0.0,38.01165672686497,19.938035020869883,1.6431317533846408,4.614869061314683,-2.5225558256377694,-1.4198236685166319,-1.826551886634524,-1.7018875974673051,-1.2859137303089043,1.198696802138869,1.2317507468373872,-0.1658171555525083,0.17400385129461626,-4.9404924595819466e-15,4.773959005888173e-15,-8.326672684688674e-16,1.6375789613221059e-15,5.551115123125783e-16,-1.304512053934559e-15,1.061650767297806e-15
22,1.0,-6.029531469874373,6.403486560666575,1.494248413191957,3.4564043110009326,-1.9043803935510188,-1.1756062221980927,2.4909459018697846,0.06533487302577257,-0.3834175468915744,-1.4609261783747163,1.4629983932747015,-0.20252993951830817,-0.48851675987342436,1.429412144204889e-15,-2.3071822230491534e-16,-8.326672684688674e-17,5.551115123125783e-16,1.942890293094024e-16,7.216449660063518e-16,2.8449465006019636e-16
23,1.0,-5.789512539093109,19.07110791414616,-0.4748413248741145,2.5847306821381775,-0.7526470029761485,-0.09027973552554824,0.3086357547288241,0.3566824825483137,-0.6101266847798118,-0.7158135792008564,0.14577992094277054,-0.17907947047318476,0.6493880029969198,6.800116025829084e-16,-1.3183898417423734e-15,-1.6930901125533637e-15,8.049116928532385e-16,7.771561172376096e-16,7.355227538141662e-16,4.163336342344337e-16
23,0.0,-6.412686278306365,-2.109202742620304,3.334284852307961,-1.5852425302795496,-0.527670690468342,-0.39561752910716125,-1.3397551913652581,0.2352813424061334,-0.8308415452205493,0.5710430748048649,-0.4975877006194904,0.3878075694851525,-0.7402985748795816,1.2628786905111156e-15,1.3877787807814457e-16,6.938893903907228e-17,-1.1102230246251565e-16,8.187894806610529e-16,1.1518563880486e-15,-2.1510571102112408e-16
24,0.0,19.766385231032828,-16.090905342686384,-10.473601806853823,-4.6388509850662745,3.009583875612885,0.5435631004768433,3.232294389557524,-0.3416795918731904,-0.8805940648316175,-1.8826201365811253,-1.377404563540532,1.5206566107684691,1.322985360473968,5.967448757360216e-16,6.192962809237201e-16,2.248201624865942e-15,-4.822531263215524e-16,-8.743006318923108e-16,1.0685896612017132e-15,1.942890293094024e-15
24,1.0,-9.229177869916798,11.166337991513627,-1.7534010588054765,4.254536770901417,-1.3420799578583102,-0.6123890197906492,2.328629246612661,1.9818989723463873,-0.7287461566638884,-0.7939139608131808,0.6469671096329709,0.6662122164572661,0.3783326598263274,1.2212453270876722e-15,-2.220446049250313e-16,-2.7755575615628914e-17,5.273559366969494e-16,2.7755575615628914e-17,-1.1102230246251565e-16,-6.106226635438361e-16
25,0.0,-6.555158949841152,-15.633493051881077,4.425060951326931,-1.5319742762364406,0.6886269115418772,-0.5999526410439622,1.566177166795033,0.24080504322611251,2.4192071002115205,-1.5444171233850947,-1.4469091945577668,-0.15038596825335396,1.2051689185857946,-3.122502256758253e-16,3.95516952522712e-16,-1.1934897514720433e-15,-1.6653345369377348e-15,-1.1379786002407855e-15,-8.81239525796218e-16,-1.817990202823694e-15
27,0.0,4.735305343573543,-10.430777800481074,3.56632482084712,-1.3793308231929418,-0.2536988369769997,1.822262199239038,-0.935753616208927,0.7924439531923442,2.3305338107875944,0.5405038922642381,-0.45758409421705626,0.8384396340131832,-0.5366649993891389,7.632783294297951e-16,1.4779844015322396e-15,1.3877787807814457e-15,9.71445146547012e-17,-3.885780586188048e-16,1.4710455076283324e-15,1.1553258350005535e-15
27,1.0,-14.85475363056799,-8.225663490204155,2.6533432639914314,2.7579638267055606,-5.747115210463595,3.9591964644666477,1.7561278463488175,2.3370090646180346,-1.4791353478546383,-2.518262785998594,-1.7134480814857342,-0.8122681130832882,-0.8105701051336962,-2.7755575615628914e-17,3.191891195797325e-16,-1.700029006457271e-16,-1.2559397966072083e-15,-5.134781488891349e-16,-1.474514954580286e-15,-1.9984014443252818e-15
28,0.0,1.5924868623033965,-7.342084794874495,8.66650840274139,2.048158567830864,1.0888193143727527,-2.8062110469641266,-1.1284639001902648,-2.1310378767289726,-0.16871513767209323,-0.4286602427618423,0.9203742955587891,-0.9946952397209939,1.1016112870269503,-6.661338147750939e-16,6.522560269672795e-16,8.326672684688674e-17,-8.118505867571457e-16,-9.020562075079397e-16,1.1796119636642288e-15,1.5543122344752192e-15
28,1.0,-11.336815741769145,-8.730198129624107,0.2162857636642116,3.2207811138071603,-1.80423357581466,2.4804137265803066,-1.4504866612351208,0.6842635728815434,-0.7881066050871885,0.5390602046065038,0.1927736274992003,-1.2986907104269156,0.012168363978244917,1.6375789613221059e-15,0.0,-1.016547956922409e-15,-7.042977312465837e-16,-4.85722573273506e-17,-2.5222879340702775e-15,-3.5735303605122226e-16
29,1.0,-6.198853381003565,6.367630478436662,-1.927673377050629,4.750789243440438,-1.297313024733282,-0.4069735889223108,1.18059407660498,-0.04761203672985913,-0.8542974668248593,0.0662860417573589,0.6544570567543935,0.375969356224317,-0.6618517104548706,1.6237011735142914e-15,-9.43689570931383e-16,-1.1657341758564144e-15,1.3877787807814457e-16,2.498001805406602e-16,6.591949208711867e-16,5.499073418846478e-16
29,0.0,2.4814810303651336,-19.133230205897295,-2.8360874507938747,-6.559770493799339,3.851600650747458,-4.477128082817412,-1.2724866557802041,0.505447166089979,0.6560847809257309,2.641338240548216,0.2663816268085033,-0.18198261565635301,-0.44611132461130965,-8.881784197001252e-16,1.4849232954361469e-15,-2.0816681711721685e-17,-1.27675647831893e-15,-1.27675647831893e-15,-5.967448757360216e-16,-1.1102230246251565e-16
30,0.0,18.47160835832021,-19.79545896044667,-9.165145241439348,-5.441670610016751,1.8185221927166357,-0.09196355852531002,-1.9327009646249471,2.140450768988553,-1.2697689659664937,1.4957785415686522,0.0861931438135436,1.173622002822542,-1.0766258864092653,-1.2906342661267445e-15,1.762479051592436e-15,6.106226635438361e-16,-8.881784197001252e-16,-1.4155343563970746e-15,9.71445146547012e-16,9.992007221626409e-16
31,1.0,4.340743201669184,33.87351788750141,7.910403104583567,-1.8702818533791477,-2.6286990206591274,-1.5287086667210001,0.6782454245442038,-0.25670295711321534,-1.5037245884234065,-1.413091454454139,2.365061204478784,-1.083900969590381,-0.24057051155207732,1.2628786905111156e-15,1.27675647831893e-15,1.915134717478395e-15,2.6229018956769323e-15,7.424616477180734e-16,1.582067810090848e-15,-3.0531133177191805e-16
32,1.0,-2.600416157098839,4.937632087778015,-1.8184861750704724,0.9276867429487796,-2.750527520894097,2.355985476731997,-2.9962736909925662,-1.5589920323221222,2.220164032836566,0.23521531348706828,-0.6597780425336076,-0.760463026587964,-0.47260026536892447,1.9532986339498848e-15,-1.9446250165700008e-15,-6.661338147750939e-16,8.604228440844963e-16,3.885780586188048e-16,7.494005416219807e-16,9.159339953157541e-16
33,1.0,0.9455963250188898,10.795953348002081,-2.1649244935651786,-0.37652382871379786,0.5770978708351983,0.34984191888595084,-0.6809109719282123,0.33137396605252945,2.1357976524534705,0.2847911141559191,-1.1327741758589103,-0.6974717635131125,0.016961852282749323,8.465450562766819e-16,-7.979727989493313e-16,-5.828670879282072e-16,8.326672684688674e-16,-3.0531133177191805e-16,9.159339953157541e-16,2.220446049250313e-16
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,0.8748732675502602,-0.6692815449500152,0.5056730379014498,1.4621664668437901,0.03864839808035836,1.0630154775887486,-0.26500188933198365,1.5558700103070267,-0.072091000033613,0.03195841568659352,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-5.273559366969494e-16,6.106226635438361e-16,-2.0122792321330962e-16,-6.800116025829084e-16
34,0.0,-0.01676037461618965,1.866382247271289,6.593623530480148,-3.9746111143067906,1.218240817811567,-7.25898736679441,-2.5263620912748577,0.818369073654151,3.0765150943492245,2.4220747873648443,-0.24567805098634796,0.02615035030517676,-0.8466920673715483,-1.6930901125533637e-15,1.0547118733938987e-15,2.220446049250313e-16,9.020562075079397e-16,-1.3461454173580023e-15,2.0816681711721685e-16,-3.608224830031759e-16
35,0.0,2.595067297372537,-11.130356763588717,0.5355519443488668,0.16590526420550766,4.410021476789639,-1.870416294351586,2.1158962477399683,-3.8376623924632915,-2.9040722575046036,-0.8440018713960749,-1.1163629560344042,0.7383036076674465,-0.24664270531396126,-6.661338147750939e-16,2.2898349882893854e-16,1.8041124150158794e-16,-4.996003610813204e-16,-5.273559366969494e-16,6.245004513516506e-17,9.575673587391975e-16
35,1.0,-7.7259088236966305,4.557445127961215,-2.1100134002023463,4.036845583993699,0.3367734441760155,-1.5255925776425956,0.9524517019380685,-1.4287831634963277,-0.010212223646321905,-0.5645203887163407,1.1928125028897496,0.7976133009281253,0.31468785184523806,1.5543122344752192e-15,-9.43689570931383e-16,-1.457167719820518e-15,1.3877787807814457e-17,-4.163336342344337e-17,2.949029909160572e-16,7.216449660063518e-16
36,0.0,22.833383649084134,-5.480417170129288,-3.9586905906386884,-0.9355245227948654,6.5560357579053266,0.5046794119847691,-1.0064651496592198,1.7092934855799462,-0.063880379331826,0.5418809826020657,1.9538420098650013,-0.8974623000121891,1.570072540458007,-5.273559366969494e-16,1.9845236565174673e-15,2.8449465006019636e-15,1.942890293094024e-16,-1.1934897514720433e-15,9.43689570931383e-16,4.440892098500626e-16
37,1.0,-9.011897806349362,13.320923467877913,-1.5383023571971353,5.686817982081945,0.49940043545511176,-0.1928521528326384,1.2954632734339948,3.026472695955014,1.6963033285747917,1.736213968193067,1.247127328963823,0.17269262018355283,1.2657192046688643,1.8876908499873557e-15,-8.326672684688674e-16,-9.43689570931383e-16,4.163336342344337e-16,-4.440892098500626e-16,-1.6653345369377348e-16,1.0130785099704553e-15
37,0.0,33.941631237011876,-22.90122669435643,-14.070138009432101,-7.560291130357321,-1.298276625882662,4.011112720898529,2.8862884871483723,2.6693980889780327,-1.4211457346070904,-0.41022722248647236,4.705208665118295,1.5829065413471763,1.6996675588503343,-1.5404344466674047e-15,2.192690473634684e-15,2.7200464103316335e-15,-2.3245294578089215e-15,-2.4424906541753444e-15,1.1657341758564144e-15,-4.440892098500626e-16
38,1.0,-11.62817365585647,-1.581277640019615,4.556605821325042,-1.3461041806557104,-0.7324726113457151,-1.166569454937461,0.7079190848880239,-1.1220779787493227,1.3121016699843866,-0.40687275820967606,0.6039888472076574,0.6615461877111155,0.7577129631867542,9.853229343548264e-16,-4.440892098500626e-16,4.3021142204224816e-16,8.326672684688674e-16,-5.551115123125783e-17,2.3332030751888055e-16,-1.4016565685892601e-15
39,1.0,-9.559590375335803,4.639050662304868,-2.1550161105209256,3.3734261371621166,-0.5154483435448711,-2.578265117714266,1.758460498579643,1.1552042300152678,1.6870275804569397,-1.0567165446080955,0.8346378986684939,0.1570332444818981,-0.2225862721814036,1.3877787807814457e-15,-6.661338147750939e-16,-6.38378239159465e-16,-4.163336342344337e-16,1.3877787807814457e-16,-1.0408340855860843e-16,-6.800116025829084e-16
39,0.0,-3.707987507237559,-17.040804739518396,1.8624371249646257,3.0481635375749145,0.8690710383152823,4.070992669262011,2.82131603998679,-2.2846751888975882,0.2710994767382145,-2.908585145465617,-2.4291998367984604,1.606559585933002,2.0853015918089315,1.3739009929736312e-15,-1.7763568394002505e-15,-1.0824674490095276e-15,-1.1102230246251565e-15,-2.220446049250313e-16,-1.0824674490095276e-15,1.27675647831893e-15
40,1.0,-8.486281152634072,0.9617731741340474,-3.7300558161086634,4.6050921217604355,-1.85570949675801,-0.32489430985139367,-0.22808127488051883,-0.29146308841304747,0.2550234715425076,-1.4995333147394752,-0.793475619484329,0.6759783685088158,-0.3143410365222585,8.604228440844963e-16,-9.71445146547012e-17,-1.2351231148954867e-15,-2.7755575615628914e-17,1.1102230246251565e-16,3.122502256758253e-16,-1.8735013540549517e-16
41,0.0,3.298630918420665,-5.00872430915185,-5.101661088856656,0.6648069275741358,-4.071028388570555,-2.722486591196369,-2.2317979164243993,-2.58473017523458,1.0413780726940862,1.7572744261785904,0.42275327013481573,-0.8688890042372205,-0.34152443455500103,1.0009354456386177e-15,1.491862189340054e-16,-5.828670879282072e-16,-9.992007221626409e-16,2.914335439641036e-16,1.5612511283791264e-16,1.27675647831893e-15
41,1.0,-16.062381897606723,1.9392463220876346,-4.633960128598789,3.443816663323536,-4.400285401979076,-1.6208168308871325,-1.6117263056953868,0.8358406350631638,-0.4467345452824184,-1.785377893463095,-1.5319061036570711,0.5532286165473245,0.18592524326180399,-1.6653345369377348e-16,-3.0531133177191805e-16,6.74807432154978e-16,-4.440892098500626e-16,-2.220446049250313e-16,-1.0894063429134349e-15,-1.1657341758564144e-15
42,1.0,-9.755419058960667,2.8471864884504967,-3.1617531190395733,3.80616991376485,-0.9434732153366303,0.19340741745740025,2.813045710504006,1.953278046088433,1.0492628816582537,-1.1053927279498326,0.7197972811214245,0.20563999116710419,-0.7096054544563012,7.771561172376096e-16,1.2628786905111156e-15,-1.249000902703301e-16,5.551115123125783e-16,-5.551115123125783e-17,3.191891195797325e-16,-1.249000902703301e-16
42,0.0,-10.978937809008432,-5.11128650364826,-4.993526871643499,3.467308315591973,-0.8709509141334018,-1.9296631550257,2.545439618728016,0.024837628476016227,-0.2928802915798742,2.022269910756879,-1.8832429728005264,0.5433658531910059,1.0856792195145606,5.828670879282072e-16,5.551115123125783e-17,-3.7470027081099033e-16,-1.1102230246251565e-15,-1.1102230246251565e-16,-1.0824674490095276e-15,-1.915134717478395e-15
43,1.0,-18.255632404777728,21.386606659038797,-10.12897287673014,-2.5578732010417142,-0.9902982134862544,1.4640568833110683,-1.7450245142579,-0.7678054902892948,-0.7334659580828491,-1.4994974413863238,-1.027900829801533,0.27421325187649365,0.19420738734400855,1.2073675392798577e-15,-6.661338147750939e-16,-4.440892098500626e-16,1.5543122344752192e-15,1.2212453270876722e-15,-8.049116928532385e-16,-1.5543122344752192e-15
43,0.0,-4.022176995521728,-18.234070782388315,-3.9787669475371406,1.3657906382591976,-1.216611926068994,-3.0932715810306446,-1.0826341929367038,-1.4826116090774712,0.32919027031295617,2.146961127246562,0.02749287100487602,0.500844240918676,-0.375945530858913,-3.400058012914542e-16,1.2906342661267445e-15,-1.1379786002407855e-15,-2.0816681711721685e-15,-5.689893001203927e-16,-1.7763568394002505e-15,-7.528699885739343e-16
45,1.0,-9.01061437570844,17.887345642933894,0.8806500037345375,-1.9831915406556022,1.661801416259055,-0.22296073870763278,1.1733036850007879,1.3300889258627842,0.03835544127580964,-0.46202267837339905,0.649254282855656,-1.0266937673867358,0.14526189290040575,1.4432899320127035e-15,-5.828670879282072e-16,-4.163336342344337e-16,1.4988010832439613e-15,7.771561172376096e-16,1.5126788710517758e-15,7.91033905045424e-16
46,0.0,-5.841213334360577,-15.027642783677342,2.423145653196034,-4.330016263604332,1.7105793084666354,0.29885188637578863,-0.2443461550659903,-0.5995060475292975,2.535709153321054,2.203044832418951,1.4659069798311053,0.6562804837211756,0.009699893359178258,1.457167719820518e-15,8.743006318923108e-16,-8.604228440844963e-16,-1.2212453270876722e-15,-8.881784197001252e-16,-1.27675647831893e-15,-1.5681900222830336e-15
