,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.4176
balance_train_Cutoff,0.4468
balance_train_Acc,0.5595
balance_train_MCC,0.2028
balance_train_Sen,0.9643
balance_train_Spe,0.1548
balance_train_PPV,0.5329
balance_train_NPV,0.8125
balance_train_Youden Index,0.1190
balance_train_AUC,0.3878
balance_train_95% CIs,[0.2991-0.4764]
balance_train_Std,0.0452
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.2701
train_Cutoff,0.4468
train_Acc,0.4173
train_MCC,0.1212
train_Sen,0.9302
train_Spe,0.1548
train_PPV,0.3604
train_NPV,0.8125
train_Youden Index,0.0850
train_AUC,0.3790
train_95% CIs,[0.2790-0.4790]
train_Std,0.0510
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.2671
test_Cutoff,0.3540
test_Acc,0.4182
test_MCC,0.2035
test_Sen,1.0000
test_Spe,0.1111
test_PPV,0.3725
test_NPV,1.0000
test_Youden Index,0.1111
test_AUC,0.3794
test_95% CIs,[0.2333-0.5254]
test_Std,0.0745
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.6044
cv_train_Cutoff,0.4639
cv_train_Acc,0.5908
cv_train_MCC,0.2019
cv_train_Sen,0.8095
cv_train_Spe,0.3720
cv_train_PPV,0.5631
cv_train_NPV,0.6614
cv_train_Youden Index,0.1815
cv_train_AUC,0.5967
cv_train_95% CIs,[0.5541-0.6394]
cv_train_Std,0.0217
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.3418
cv_val_Cutoff,0.4082
cv_val_Acc,0.4646
cv_val_MCC,0.1397
cv_val_Sen,0.8605
cv_val_Spe,0.2619
cv_val_PPV,0.3737
cv_val_NPV,0.7857
cv_val_Youden Index,0.1224
cv_val_AUC,0.5282
cv_val_95% CIs,[0.4256-0.6308]
cv_val_Std,0.0523
