,label,PCA_feature_2,PCA_feature_3,PCA_feature_13
1,0.0,-0.3508062245247552,-20.704172677364035,0.5458396516213753
1,1.0,-7.226435699639554,22.923878217561438,6.281213650839398
2,0.0,0.7722204928988893,-4.659755304834523,-3.717302344050841
2,1.0,-1.3533672270778556,32.129038064447805,-12.511770909106481
3,1.0,-14.290481634488552,-8.496784974305262,-0.35516190139644943
5,1.0,-9.096729085532258,-1.4797168132544616,3.4130552704468253
5,0.0,9.100181839822339,5.616500721972716,-3.279802038660538
6,1.0,-9.820885048444259,-5.143296072004946,2.524770844681156
7,0.0,-7.341917311351689,-13.282130587128474,0.9570888840127757
7,1.0,-5.841690641053986,-3.4308148144348847,2.389264262677972
8,0.0,-6.835924746423361,-12.415014510488243,-2.356501199889854
8,1.0,-8.073774863263825,-8.18200702701287,2.261142167634162
9,0.0,72.407737738879,-5.210669040533466,0.4387171449766265
10,1.0,6.507317647736496,5.070351615238595,2.147838194650376
11,0.0,15.006012505722746,-4.539032954891779,-5.091538716687707
11,1.0,-7.617916552513526,-9.042166587126967,1.5535672857593186
12,1.0,7.8516219558640765,3.8257093178742414,3.555302782672919
12,0.0,-8.058605319108112,-12.455282318492511,-0.9874108742770984
13,0.0,27.567817197183373,-1.188936875504766,7.144971924335398
13,1.0,-1.560996409152655,-0.6238368685446207,-1.3446843409166847
14,0.0,42.14909781077641,20.335329349037707,9.868065629938194
14,1.0,12.517425245800096,16.124249306345487,-0.24735112883019109
15,0.0,5.19811688325433,-18.864094290086587,-5.785754306096275
15,1.0,18.07710811594823,24.692075315236863,1.0600520150007031
17,1.0,-12.679127881666638,1.3134382469033308,0.2776670970645181
17,0.0,-12.289664130252008,-8.854987022628265,-3.1507749006460135
18,0.0,1.4993986411920188,12.770053141687828,-12.513116942901616
19,1.0,-4.492488251840374,10.900576005510265,0.46910889521679827
19,0.0,6.6328478776634885,-12.596829101497049,0.43300723441519356
21,0.0,-2.0212811561652995,-20.241511508770518,4.662570324989371
22,1.0,-6.920048039073335,5.583871872200099,-0.8067049526157917
22,0.0,38.77228298568942,20.104399981860666,-2.5327208627265545
23,0.0,-9.38704529755161,-3.7375628775407925,-4.254628464364452
24,0.0,13.35050846542612,-17.846499278551256,-1.8202631209142588
25,1.0,3.5133242355046117,24.361165098354093,-0.873393517070122
26,0.0,64.97044058738595,-11.41705313198809,9.55725905724661
27,1.0,-18.680205693427027,-9.851215768784234,-1.2295248159372438
28,1.0,-12.044361149398775,-8.289956994820555,1.1527228974873869
28,0.0,-0.9944675376213288,-8.591042365471553,-4.645319933991327
29,0.0,-3.3991723884017873,-20.346723312545375,1.9591950024756186
30,0.0,15.785779231303433,-17.730683639803377,0.2369157143926365
31,0.0,3.9251032763802147,-11.600185746176146,3.5708449194336582
31,1.0,0.9035615584826671,28.400592042314344,2.2094236745184035
32,1.0,1.1655364143257847,9.041232632746945,-0.0437332115088806
32,0.0,-10.492304349586895,4.409790772587039,0.047755547976092994
33,0.0,26.07352020019894,-15.87009947503762,-2.3568968400926282
34,1.0,-12.376916915080606,-6.457842165809492,-0.39697978168157
35,1.0,-10.813422707561134,2.2328647999089735,1.9818464272764078
35,0.0,1.3233569149914448,-10.851696002769343,0.4979268243345434
36,1.0,-9.99525777210552,0.8500235896777295,3.6476351521104204
36,0.0,17.363275933108795,-8.787468534058771,-4.592009668237636
37,0.0,24.087969788614288,-26.344194859298504,-1.2651104317571429
37,1.0,-12.578771452030967,10.104147205694346,4.352156323743831
38,0.0,29.83539357930769,-15.532180223345668,-0.9510497971033769
39,0.0,-2.6894821423347945,-13.790424337362024,1.102050045163003
39,1.0,-8.880551221396756,4.88467343590033,1.6211455261320944
40,0.0,7.357353203082241,-15.038301473938585,-5.807154247022389
40,1.0,-4.473238810023723,5.0187940603001575,3.445962382414713
42,0.0,-6.2976572571701475,0.031002139493060632,5.573443877255739
42,1.0,-5.074608954058073,7.164108531674248,2.8239672005027496
43,1.0,-18.677265745894125,17.981707542649684,3.369644329500297
43,0.0,-5.861972935938791,-16.637853520610708,6.116089385705972
44,1.0,-15.570357010648454,-6.034961255859477,-3.1145849866634583
45,1.0,-12.85136485946597,13.371016365950656,0.2613358983060755
45,0.0,52.81283120868066,-19.985448932288158,5.412342999536184
46,0.0,-5.8452643853120465,-13.195662800614468,-0.5099035648235334
46,1.0,-14.744045143883492,-1.3274422276653124,0.5548478647869766
47,1.0,-14.385339266567513,6.039110676133834,1.5979797518947878
48,1.0,-10.941318900021585,-8.74863652418431,1.7630293437228675
48,0.0,19.60872132421129,-8.220424200669882,-6.701750995159962
49,1.0,-16.910738715517844,-4.996571986639237,1.4650031025076407
49,0.0,9.983515556029968,26.684518191388186,-1.4648477505802333
51,1.0,-9.77655115848003,0.6846072129129537,3.546217517650655
51,0.0,0.5414918097337067,-14.526775968102797,6.803722102213131
52,1.0,-11.188424733062947,9.502110793336595,3.9639195955036777
52,0.0,-0.4791199008245486,-16.89147853476024,6.27496757975297
53,0.0,7.518531043951261,-15.568637986050824,-2.4888751108454237
53,1.0,15.674858990925745,0.08686683499913765,-0.8830032691581425
54,0.0,-3.3994498857433477,-1.638889279750155,1.3262057252983657
54,1.0,-9.492545811924455,0.04863408711700934,0.7375632832149465
55,0.0,-6.5116065861380745,-13.191058714205047,-1.0655294247931457
56,0.0,0.4918186595035684,0.3049076012266333,-5.436790525526028
57,1.0,-3.5864484538232144,6.687300150192008,1.1593108931665612
58,0.0,-15.627892989848231,-0.20710290718358837,-4.566131726537052
59,1.0,3.996167916164095,17.830552447771655,-0.15693047930885268
60,0.0,-3.1506412431200763,-4.136049388344492,-1.1238706492625266
60,1.0,-0.21804938816858532,9.087650474896527,-2.1067971907660117
61,1.0,-12.943286412548721,-6.039964865459525,2.4209664411892877
62,0.0,-1.7506158395711497,4.244169032762025,2.957835837559097
63,0.0,0.49243028081340245,-15.807305368406066,-5.636520659774791
64,0.0,10.306393741948089,50.730299442391434,-3.2654526455377755
66,0.0,-4.835382084201176,-10.17311709743654,-2.7902314409664486
68,0.0,22.39610709820968,20.787841023947927,-0.016614237079288996
