,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6727
balance_train_Cutoff,0.4988
balance_train_Acc,0.7143
balance_train_MCC,0.4297
balance_train_Sen,0.7500
balance_train_Spe,0.6786
balance_train_PPV,0.7000
balance_train_NPV,0.7308
balance_train_Youden Index,0.4286
balance_train_AUC,0.7214
balance_train_95% CIs,[0.6426-0.8001]
balance_train_Std,0.0402
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5018
train_Cutoff,0.4988
train_Acc,0.7008
train_MCC,0.3914
train_Sen,0.7209
train_Spe,0.6905
train_PPV,0.5439
train_NPV,0.8286
train_Youden Index,0.4114
train_AUC,0.7187
train_95% CIs,[0.6271-0.8104]
train_Std,0.0468
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6553
test_Cutoff,1.0000
test_Acc,0.6364
test_MCC,0.3050
test_Sen,0.7368
test_Spe,0.5833
test_PPV,0.4828
test_NPV,0.8077
test_Youden Index,0.3202
test_AUC,0.6601
test_95% CIs,[0.5296-0.7905]
test_Std,0.0666
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7792
cv_train_Cutoff,0.4958
cv_train_Acc,0.7307
cv_train_MCC,0.4628
cv_train_Sen,0.7708
cv_train_Spe,0.6905
cv_train_PPV,0.7135
cv_train_NPV,0.7508
cv_train_Youden Index,0.4613
cv_train_AUC,0.7915
cv_train_95% CIs,[0.7578-0.8252]
cv_train_Std,0.0172
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5926
cv_val_Cutoff,0.4304
cv_val_Acc,0.6929
cv_val_MCC,0.4104
cv_val_Sen,0.7907
cv_val_Spe,0.6429
cv_val_PPV,0.5312
cv_val_NPV,0.8571
cv_val_Youden Index,0.4336
cv_val_AUC,0.7519
cv_val_95% CIs,[0.6625-0.8414]
cv_val_Std,0.0457
