,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8895
balance_train_Cutoff,0.6237
balance_train_Acc,0.8810
balance_train_MCC,0.7628
balance_train_Sen,0.8571
balance_train_Spe,0.9048
balance_train_PPV,0.9000
balance_train_NPV,0.8636
balance_train_Youden Index,0.7619
balance_train_AUC,0.9127
balance_train_95% CIs,[0.8665-0.9589]
balance_train_Std,0.0236
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8098
train_Cutoff,0.6237
train_Acc,0.8740
train_MCC,0.7187
train_Sen,0.8140
train_Spe,0.9048
train_PPV,0.8140
train_NPV,0.9048
train_Youden Index,0.7187
train_AUC,0.9059
train_95% CIs,[0.8504-0.9614]
train_Std,0.0283
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8757
test_Cutoff,0.3097
test_Acc,0.8545
test_MCC,0.7190
test_Sen,0.9474
test_Spe,0.8056
test_PPV,0.7200
test_NPV,0.9667
test_Youden Index,0.7529
test_AUC,0.9284
test_95% CIs,[0.8626-0.9941]
test_Std,0.0335
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9255
cv_train_Cutoff,0.5484
cv_train_Acc,0.8750
cv_train_MCC,0.7505
cv_train_Sen,0.8929
cv_train_Spe,0.8571
cv_train_PPV,0.8621
cv_train_NPV,0.8889
cv_train_Youden Index,0.7500
cv_train_AUC,0.9343
cv_train_95% CIs,[0.9162-0.9525]
cv_train_Std,0.0093
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7823
cv_val_Cutoff,0.3886
cv_val_Acc,0.8268
cv_val_MCC,0.6507
cv_val_Sen,0.8837
cv_val_Spe,0.7976
cv_val_PPV,0.6909
cv_val_NPV,0.9306
cv_val_Youden Index,0.6813
cv_val_AUC,0.8807
cv_val_95% CIs,[0.8157-0.9457]
cv_val_Std,0.0332
