,Coef
PCA_feature_110,-0.15748560702894931
PCA_feature_124,-0.4334610518229778
PCA_feature_114,-0.15729665623486755
PCA_feature_18,-0.04330021406987731
PCA_feature_37,0.2016573425361848
PCA_feature_44,0.02797557041495896
PCA_feature_109,-0.16681093468896127
PCA_feature_86,-0.09617008783381126
PCA_feature_112,-0.12085177469594739
PCA_feature_8,-0.017405649086084336
PCA_feature_115,0.044835435336669754
PCA_feature_107,-0.4049334848828913
PCA_feature_131,-2.327755971567781e-14
PCA_feature_41,-0.001660318100849924
