,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9063
balance_train_Cutoff,0.4499
balance_train_Acc,0.9107
balance_train_MCC,0.8262
balance_train_Sen,0.9643
balance_train_Spe,0.8571
balance_train_PPV,0.8710
balance_train_NPV,0.9600
balance_train_Youden Index,0.8214
balance_train_AUC,0.9257
balance_train_95% CIs,[0.8800-0.9715]
balance_train_Std,0.0233
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8412
train_Cutoff,0.4499
train_Acc,0.8898
train_MCC,0.7779
train_Sen,0.9535
train_Spe,0.8571
train_PPV,0.7736
train_NPV,0.9730
train_Youden Index,0.8106
train_AUC,0.9277
train_95% CIs,[0.8744-0.9811]
train_Std,0.0272
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7813
test_Cutoff,0.2449
test_Acc,0.8364
test_MCC,0.7134
test_Sen,1.0000
test_Spe,0.7500
test_PPV,0.6786
test_NPV,1.0000
test_Youden Index,0.7500
test_AUC,0.9327
test_95% CIs,[0.8651-1.0000]
test_Std,0.0345
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9423
cv_train_Cutoff,0.4660
cv_train_Acc,0.9018
cv_train_MCC,0.8050
cv_train_Sen,0.9315
cv_train_Spe,0.8720
cv_train_PPV,0.8792
cv_train_NPV,0.9272
cv_train_Youden Index,0.8036
cv_train_AUC,0.9541
cv_train_95% CIs,[0.9385-0.9696]
cv_train_Std,0.0079
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7780
cv_val_Cutoff,0.8645
cv_val_Acc,0.8504
cv_val_MCC,0.6579
cv_val_Sen,0.6512
cv_val_Spe,0.9524
cv_val_PPV,0.8750
cv_val_NPV,0.8421
cv_val_Youden Index,0.6035
cv_val_AUC,0.8189
cv_val_95% CIs,[0.7269-0.9109]
cv_val_Std,0.0469
