,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.5442
balance_train_Cutoff,0.4572
balance_train_Acc,0.6071
balance_train_MCC,0.2516
balance_train_Sen,0.8690
balance_train_Spe,0.3452
balance_train_PPV,0.5703
balance_train_NPV,0.7250
balance_train_Youden Index,0.2143
balance_train_AUC,0.6063
balance_train_95% CIs,[0.5202-0.6923]
balance_train_Std,0.0439
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.4028
train_Cutoff,0.4572
train_Acc,0.5354
train_MCC,0.2722
train_Sen,0.9070
train_Spe,0.3452
train_PPV,0.4149
train_NPV,0.8788
train_Youden Index,0.2522
train_AUC,0.6285
train_95% CIs,[0.5304-0.7266]
train_Std,0.0500
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4738
test_Cutoff,0.5075
test_Acc,0.5818
test_MCC,0.3590
test_Sen,0.9474
test_Spe,0.3889
test_PPV,0.4500
test_NPV,0.9333
test_Youden Index,0.3363
test_AUC,0.6243
test_95% CIs,[0.4743-0.7742]
test_Std,0.0765
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.5303
cv_train_Cutoff,0.5727
cv_train_Acc,0.5536
cv_train_MCC,0.1110
cv_train_Sen,0.6845
cv_train_Spe,0.4226
cv_train_PPV,0.5425
cv_train_NPV,0.5726
cv_train_Youden Index,0.1071
cv_train_AUC,0.5363
cv_train_95% CIs,[0.4926-0.5799]
cv_train_Std,0.0223
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.2928
cv_val_Cutoff,0.0764
cv_val_Acc,0.3701
cv_val_MCC,0.0809
cv_val_Sen,0.9767
cv_val_Spe,0.0595
cv_val_PPV,0.3471
cv_val_NPV,0.8333
cv_val_Youden Index,0.0363
cv_val_AUC,0.4275
cv_val_95% CIs,[0.3225-0.5324]
cv_val_Std,0.0536
