,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7026
balance_train_Cutoff,0.4866
balance_train_Acc,0.7619
balance_train_MCC,0.5262
balance_train_Sen,0.8095
balance_train_Spe,0.7143
balance_train_PPV,0.7391
balance_train_NPV,0.7895
balance_train_Youden Index,0.5238
balance_train_AUC,0.7837
balance_train_95% CIs,[0.7118-0.8556]
balance_train_Std,0.0367
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5469
train_Cutoff,0.4866
train_Acc,0.7480
train_MCC,0.5012
train_Sen,0.8140
train_Spe,0.7143
train_PPV,0.5932
train_NPV,0.8824
train_Youden Index,0.5282
train_AUC,0.7816
train_95% CIs,[0.7000-0.8631]
train_Std,0.0416
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7956
test_Cutoff,0.4474
test_Acc,0.8909
test_MCC,0.7958
test_Sen,1.0000
test_Spe,0.8333
test_PPV,0.7600
test_NPV,1.0000
test_Youden Index,0.8333
test_AUC,0.9181
test_95% CIs,[0.8449-0.9914]
test_Std,0.0374
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8480
cv_train_Cutoff,0.5122
cv_train_Acc,0.8170
cv_train_MCC,0.6342
cv_train_Sen,0.8304
cv_train_Spe,0.8036
cv_train_PPV,0.8087
cv_train_NPV,0.8257
cv_train_Youden Index,0.6339
cv_train_AUC,0.8662
cv_train_95% CIs,[0.8376-0.8947]
cv_train_Std,0.0146
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6651
cv_val_Cutoff,0.4512
cv_val_Acc,0.7165
cv_val_MCC,0.4249
cv_val_Sen,0.7442
cv_val_Spe,0.7024
cv_val_PPV,0.5614
cv_val_NPV,0.8429
cv_val_Youden Index,0.4466
cv_val_AUC,0.7982
cv_val_95% CIs,[0.7213-0.8751]
cv_val_Std,0.0392
