,Coef
PCA_feature_2,-0.04770538460022031
PCA_feature_3,0.1452204414588809
PCA_feature_10,-0.265134258243404
PCA_feature_11,0.34433398123116093
PCA_feature_15,-0.2895215539072604
PCA_feature_27,0.4511242330271758
PCA_feature_127,276922210009577.88
PCA_feature_129,199669624652568.97
PCA_feature_131,-510643306251672.1
PCA_feature_132,438438660163644.7
PCA_feature_133,169647607155779.44
PCA_feature_136,20732584920333.25
PCA_feature_138,-480185530140963.2
PCA_feature_139,93860419178434.81
PCA_feature_140,-309298640935553.5
PCA_feature_151,-362772466376585.6
PCA_feature_154,-513958065843306.3
PCA_feature_167,-281545090969084.7
