,Coef
PCA_feature_112,0.0
PCA_feature_114,0.0
PCA_feature_14,-1.1028680509889999
PCA_feature_107,0.0
PCA_feature_110,0.0
PCA_feature_7,0.1692323519992998
PCA_feature_132,0.0
PCA_feature_13,-1.000555316104326
PCA_feature_108,0.0
PCA_feature_89,0.0
PCA_feature_16,0.37300152978902346
PCA_feature_36,0.13156073024496778
PCA_feature_74,0.0
PCA_feature_93,0.0
PCA_feature_6,0.0
PCA_feature_34,0.1416335819336428
PCA_feature_17,-0.4199792516769411
PCA_feature_5,0.29079902596735974
PCA_feature_67,0.0
PCA_feature_158,0.0
