,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7039
balance_train_Cutoff,0.4867
balance_train_Acc,0.7500
balance_train_MCC,0.5036
balance_train_Sen,0.8095
balance_train_Spe,0.6905
balance_train_PPV,0.7234
balance_train_NPV,0.7838
balance_train_Youden Index,0.5000
balance_train_AUC,0.7799
balance_train_95% CIs,[0.7087-0.8511]
balance_train_Std,0.0363
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5462
train_Cutoff,0.4867
train_Acc,0.7323
train_MCC,0.4778
train_Sen,0.8140
train_Spe,0.6905
train_PPV,0.5738
train_NPV,0.8788
train_Youden Index,0.5044
train_AUC,0.7777
train_95% CIs,[0.6969-0.8585]
train_Std,0.0412
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7126
test_Cutoff,0.3708
test_Acc,0.8364
test_MCC,0.7134
test_Sen,1.0000
test_Spe,0.7500
test_PPV,0.6786
test_NPV,1.0000
test_Youden Index,0.7500
test_AUC,0.9050
test_95% CIs,[0.8237-0.9862]
test_Std,0.0415
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8495
cv_train_Cutoff,0.5321
cv_train_Acc,0.8080
cv_train_MCC,0.6169
cv_train_Sen,0.8333
cv_train_Spe,0.7827
cv_train_PPV,0.7932
cv_train_NPV,0.8245
cv_train_Youden Index,0.6161
cv_train_AUC,0.8584
cv_train_95% CIs,[0.8299-0.8869]
cv_train_Std,0.0145
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6437
cv_val_Cutoff,0.2983
cv_val_Acc,0.6850
cv_val_MCC,0.4104
cv_val_Sen,0.8140
cv_val_Spe,0.6190
cv_val_PPV,0.5224
cv_val_NPV,0.8667
cv_val_Youden Index,0.4330
cv_val_AUC,0.7802
cv_val_95% CIs,[0.6991-0.8613]
cv_val_Std,0.0414
