,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8991
balance_train_Cutoff,0.5254
balance_train_Acc,0.8869
balance_train_MCC,0.7783
balance_train_Sen,0.9405
balance_train_Spe,0.8333
balance_train_PPV,0.8495
balance_train_NPV,0.9333
balance_train_Youden Index,0.7738
balance_train_AUC,0.9274
balance_train_95% CIs,[0.8861-0.9688]
balance_train_Std,0.0211
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8333
train_Cutoff,0.5254
train_Acc,0.8661
train_MCC,0.7309
train_Sen,0.9302
train_Spe,0.8333
train_PPV,0.7407
train_NPV,0.9589
train_Youden Index,0.7636
train_AUC,0.9319
train_95% CIs,[0.8901-0.9737]
train_Std,0.0213
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5235
test_Cutoff,1.0000
test_Acc,0.5091
test_MCC,0.0250
test_Sen,0.5263
test_Spe,0.5000
test_PPV,0.3571
test_NPV,0.6667
test_Youden Index,0.0263
test_AUC,0.5132
test_95% CIs,[0.3712-0.6551]
test_Std,0.0724
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9273
cv_train_Cutoff,0.5894
cv_train_Acc,0.8943
cv_train_MCC,0.7887
cv_train_Sen,0.8958
cv_train_Spe,0.8929
cv_train_PPV,0.8932
cv_train_NPV,0.8955
cv_train_Youden Index,0.7887
cv_train_AUC,0.9385
cv_train_95% CIs,[0.9200-0.9570]
cv_train_Std,0.0094
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5253
cv_val_Cutoff,1.0000
cv_val_Acc,0.4882
cv_val_MCC,0.0100
cv_val_Sen,0.5581
cv_val_Spe,0.4524
cv_val_PPV,0.3429
cv_val_NPV,0.6667
cv_val_Youden Index,0.0105
cv_val_AUC,0.5053
cv_val_95% CIs,[0.4130-0.5975]
cv_val_Std,0.0471
