,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.4922
balance_train_Cutoff,0.4834
balance_train_Acc,0.5595
balance_train_MCC,0.1199
balance_train_Sen,0.5000
balance_train_Spe,0.6190
balance_train_PPV,0.5676
balance_train_NPV,0.5532
balance_train_Youden Index,0.1190
balance_train_AUC,0.5254
balance_train_95% CIs,[0.4369-0.6139]
balance_train_Std,0.0451
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.3268
train_Cutoff,0.4831
train_Acc,0.5669
train_MCC,0.0914
train_Sen,0.4884
train_Spe,0.6071
train_PPV,0.3889
train_NPV,0.6986
train_Youden Index,0.0955
train_AUC,0.4967
train_95% CIs,[0.3880-0.6054]
train_Std,0.0555
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.3474
test_Cutoff,0.4457
test_Acc,0.4909
test_MCC,0.1986
test_Sen,0.8947
test_Spe,0.2778
test_PPV,0.3953
test_NPV,0.8333
test_Youden Index,0.1725
test_AUC,0.5073
test_95% CIs,[0.3449-0.6697]
test_Std,0.0829
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.4742
cv_train_Cutoff,0.5053
cv_train_Acc,0.5283
cv_train_MCC,0.0580
cv_train_Sen,0.4167
cv_train_Spe,0.6399
cv_train_PPV,0.5364
cv_train_NPV,0.5231
cv_train_Youden Index,0.0565
cv_train_AUC,0.4896
cv_train_95% CIs,[0.4458-0.5334]
cv_train_Std,0.0224
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.3193
cv_val_Cutoff,0.4019
cv_val_Acc,0.4331
cv_val_MCC,0.1266
cv_val_Sen,0.9070
cv_val_Spe,0.1905
cv_val_PPV,0.3645
cv_val_NPV,0.8000
cv_val_Youden Index,0.0975
cv_val_AUC,0.4896
cv_val_95% CIs,[0.3851-0.5941]
cv_val_Std,0.0533
