,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9227
balance_train_Cutoff,0.5473
balance_train_Acc,0.9107
balance_train_MCC,0.8215
balance_train_Sen,0.9048
balance_train_Spe,0.9167
balance_train_PPV,0.9157
balance_train_NPV,0.9059
balance_train_Youden Index,0.8214
balance_train_AUC,0.9345
balance_train_95% CIs,[0.8915-0.9776]
balance_train_Std,0.0220
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8726
train_Cutoff,0.3613
train_Acc,0.8976
train_MCC,0.7916
train_Sen,0.9535
train_Spe,0.8690
train_PPV,0.7885
train_NPV,0.9733
train_Youden Index,0.8225
train_AUC,0.9358
train_95% CIs,[0.8828-0.9887]
train_Std,0.0270
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8019
test_Cutoff,0.6258
test_Acc,0.9273
test_MCC,0.8379
test_Sen,0.8421
test_Spe,0.9722
test_PPV,0.9412
test_NPV,0.9211
test_Youden Index,0.8143
test_AUC,0.9459
test_95% CIs,[0.8830-1.0000]
test_Std,0.0321
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9446
cv_train_Cutoff,0.5250
cv_train_Acc,0.9241
cv_train_MCC,0.8488
cv_train_Sen,0.9435
cv_train_Spe,0.9048
cv_train_PPV,0.9083
cv_train_NPV,0.9412
cv_train_Youden Index,0.8482
cv_train_AUC,0.9569
cv_train_95% CIs,[0.9413-0.9726]
cv_train_Std,0.0080
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.8088
cv_val_Cutoff,0.5256
cv_val_Acc,0.8504
cv_val_MCC,0.6589
cv_val_Sen,0.7209
cv_val_Spe,0.9167
cv_val_PPV,0.8158
cv_val_NPV,0.8652
cv_val_Youden Index,0.6376
cv_val_AUC,0.8696
cv_val_95% CIs,[0.7963-0.9429]
cv_val_Std,0.0374
