,Coef
PCA_feature_2,-0.06149554676601898
PCA_feature_3,0.08711974812484335
PCA_feature_10,-0.16427141361068381
PCA_feature_11,0.16086170279157486
PCA_feature_15,-0.16634559569018342
PCA_feature_23,0.19023420078925213
PCA_feature_27,0.2545064826915192
PCA_feature_127,2.8419115643453307e-14
PCA_feature_129,2.6081739406766243e-14
PCA_feature_130,7.335971554805827e-15
PCA_feature_131,-1.668135417285768e-14
PCA_feature_132,4.251574324909162e-15
PCA_feature_133,1.908337582866802e-14
PCA_feature_136,1.4445384222344618e-15
PCA_feature_138,-1.866494396686875e-14
PCA_feature_139,-1.2202122110881696e-14
PCA_feature_140,9.075380265308751e-15
PCA_feature_151,-2.3945508362357657e-15
PCA_feature_154,1.776933854673666e-15
PCA_feature_167,-1.799026478172339e-15
