,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9121
balance_train_Cutoff,0.6467
balance_train_Acc,0.8988
balance_train_MCC,0.7977
balance_train_Sen,0.9048
balance_train_Spe,0.8929
balance_train_PPV,0.8941
balance_train_NPV,0.9036
balance_train_Youden Index,0.7976
balance_train_AUC,0.9256
balance_train_95% CIs,[0.8834-0.9678]
balance_train_Std,0.0215
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8423
train_Cutoff,0.6467
train_Acc,0.8898
train_MCC,0.7611
train_Sen,0.8837
train_Spe,0.8929
train_PPV,0.8085
train_NPV,0.9375
train_Youden Index,0.7766
train_AUC,0.9183
train_95% CIs,[0.8667-0.9700]
train_Std,0.0264
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8719
test_Cutoff,0.4917
test_Acc,0.9091
test_MCC,0.8117
test_Sen,0.9474
test_Spe,0.8889
test_PPV,0.8182
test_NPV,0.9697
test_Youden Index,0.8363
test_AUC,0.9547
test_95% CIs,[0.8980-1.0000]
test_Std,0.0289
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9389
cv_train_Cutoff,0.5838
cv_train_Acc,0.9211
cv_train_MCC,0.8424
cv_train_Sen,0.9286
cv_train_Spe,0.9137
cv_train_PPV,0.9150
cv_train_NPV,0.9275
cv_train_Youden Index,0.8423
cv_train_AUC,0.9579
cv_train_95% CIs,[0.9423-0.9734]
cv_train_Std,0.0079
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.8065
cv_val_Cutoff,0.3886
cv_val_Acc,0.8583
cv_val_MCC,0.6976
cv_val_Sen,0.8605
cv_val_Spe,0.8571
cv_val_PPV,0.7551
cv_val_NPV,0.9231
cv_val_Youden Index,0.7176
cv_val_AUC,0.8965
cv_val_95% CIs,[0.8362-0.9567]
cv_val_Std,0.0308
