,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9237
balance_train_Cutoff,0.6033
balance_train_Acc,0.9107
balance_train_MCC,0.8215
balance_train_Sen,0.9048
balance_train_Spe,0.9167
balance_train_PPV,0.9157
balance_train_NPV,0.9059
balance_train_Youden Index,0.8214
balance_train_AUC,0.9345
balance_train_95% CIs,[0.8926-0.9764]
balance_train_Std,0.0214
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8684
train_Cutoff,0.4376
train_Acc,0.8976
train_MCC,0.7916
train_Sen,0.9535
train_Spe,0.8690
train_PPV,0.7885
train_NPV,0.9733
train_Youden Index,0.8225
train_AUC,0.9358
train_95% CIs,[0.8850-0.9866]
train_Std,0.0259
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7879
test_Cutoff,0.7385
test_Acc,0.9091
test_MCC,0.7971
test_Sen,0.8421
test_Spe,0.9444
test_PPV,0.8889
test_NPV,0.9189
test_Youden Index,0.7865
test_AUC,0.9386
test_95% CIs,[0.8732-1.0000]
test_Std,0.0334
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9573
cv_train_Cutoff,0.5237
cv_train_Acc,0.9167
cv_train_MCC,0.8337
cv_train_Sen,0.9315
cv_train_Spe,0.9018
cv_train_PPV,0.9046
cv_train_NPV,0.9294
cv_train_Youden Index,0.8333
cv_train_AUC,0.9647
cv_train_95% CIs,[0.9517-0.9776]
cv_train_Std,0.0066
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7701
cv_val_Cutoff,0.3081
cv_val_Acc,0.8189
cv_val_MCC,0.6032
cv_val_Sen,0.7674
cv_val_Spe,0.8452
cv_val_PPV,0.7174
cv_val_NPV,0.8765
cv_val_Youden Index,0.6127
cv_val_AUC,0.8364
cv_val_95% CIs,[0.7525-0.9202]
cv_val_Std,0.0428
