,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9103
balance_train_Cutoff,0.6106
balance_train_Acc,0.8750
balance_train_MCC,0.7505
balance_train_Sen,0.8571
balance_train_Spe,0.8929
balance_train_PPV,0.8889
balance_train_NPV,0.8621
balance_train_Youden Index,0.7500
balance_train_AUC,0.8861
balance_train_95% CIs,[0.8318-0.9403]
balance_train_Std,0.0277
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8579
train_Cutoff,0.6106
train_Acc,0.8819
train_MCC,0.7417
train_Sen,0.8605
train_Spe,0.8929
train_PPV,0.8043
train_NPV,0.9259
train_Youden Index,0.7533
train_AUC,0.8821
train_95% CIs,[0.8076-0.9565]
train_Std,0.0380
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7628
test_Cutoff,0.4812
test_Acc,0.8545
test_MCC,0.7190
test_Sen,0.9474
test_Spe,0.8056
test_PPV,0.7200
test_NPV,0.9667
test_Youden Index,0.7529
test_AUC,0.9254
test_95% CIs,[0.8547-0.9961]
test_Std,0.0361
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8967
cv_train_Cutoff,0.5913
cv_train_Acc,0.8438
cv_train_MCC,0.6876
cv_train_Sen,0.8363
cv_train_Spe,0.8512
cv_train_PPV,0.8489
cv_train_NPV,0.8387
cv_train_Youden Index,0.6875
cv_train_AUC,0.9048
cv_train_95% CIs,[0.8819-0.9276]
cv_train_Std,0.0117
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7523
cv_val_Cutoff,0.4169
cv_val_Acc,0.8189
cv_val_MCC,0.6299
cv_val_Sen,0.8605
cv_val_Spe,0.7976
cv_val_PPV,0.6852
cv_val_NPV,0.9178
cv_val_Youden Index,0.6581
cv_val_AUC,0.8641
cv_val_95% CIs,[0.7953-0.9328]
cv_val_Std,0.0351
