,Coef
PCA_feature_2,-1.2100660473636065
PCA_feature_3,-0.21203456983540325
PCA_feature_9,0.727739664924899
PCA_feature_13,-2.7125567718508994
PCA_feature_14,-2.6243028751700774
PCA_feature_129,-491074568180040.1
PCA_feature_136,-141002016334507.38
PCA_feature_137,2816913478140661.0
PCA_feature_138,-2782706197263785.0
PCA_feature_148,-2889389116869726.0
PCA_feature_149,-2221996040671871.2
PCA_feature_150,-1.1872436898158474e+16
PCA_feature_161,4453278939632848.0
PCA_feature_163,-2860926561723927.0
PCA_feature_167,-964506799620275.8
