,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6543
balance_train_Cutoff,0.4049
balance_train_Acc,0.6786
balance_train_MCC,0.3788
balance_train_Sen,0.8452
balance_train_Spe,0.5119
balance_train_PPV,0.6339
balance_train_NPV,0.7679
balance_train_Youden Index,0.3571
balance_train_AUC,0.6838
balance_train_95% CIs,[0.6020-0.7656]
balance_train_Std,0.0417
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.4828
train_Cutoff,0.3966
train_Acc,0.6063
train_MCC,0.3315
train_Sen,0.8605
train_Spe,0.4762
train_PPV,0.4568
train_NPV,0.8696
train_Youden Index,0.3367
train_AUC,0.6606
train_95% CIs,[0.5642-0.7569]
train_Std,0.0492
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5356
test_Cutoff,0.4491
test_Acc,0.7636
test_MCC,0.4532
test_Sen,0.5263
test_Spe,0.8889
test_PPV,0.7143
test_NPV,0.7805
test_Youden Index,0.4152
test_AUC,0.6754
test_95% CIs,[0.5098-0.8411]
test_Std,0.0845
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7927
cv_train_Cutoff,0.4210
cv_train_Acc,0.7277
cv_train_MCC,0.4699
cv_train_Sen,0.8512
cv_train_Spe,0.6042
cv_train_PPV,0.6826
cv_train_NPV,0.8024
cv_train_Youden Index,0.4554
cv_train_AUC,0.7923
cv_train_95% CIs,[0.7589-0.8256]
cv_train_Std,0.0170
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5174
cv_val_Cutoff,0.4071
cv_val_Acc,0.7165
cv_val_MCC,0.4249
cv_val_Sen,0.7442
cv_val_Spe,0.7024
cv_val_PPV,0.5614
cv_val_NPV,0.8429
cv_val_Youden Index,0.4466
cv_val_AUC,0.7434
cv_val_95% CIs,[0.6546-0.8321]
cv_val_Std,0.0453
