,label,PCA_feature_2,PCA_feature_13,PCA_feature_14,PCA_feature_150
1,1.0,-4.6052184687565125,0.2643551752775043,0.1269469915651668,-3.625572064791527e-16
1,1.0,-4.6052184687565125,0.2643551752775043,0.1269469915651668,-3.625572064791527e-16
1,1.0,-4.6052184687565125,0.2643551752775043,0.1269469915651668,-3.625572064791527e-16
2,0.0,0.9626202212005489,-1.064808321829548,0.2204641127157782,-3.469446951953614e-17
2,1.0,-4.480450374651669,-0.6638556321671852,1.0373864969131075,-1.214306433183765e-16
2,1.0,-4.480450374651669,-0.6638556321671852,1.0373864969131075,-1.214306433183765e-16
2,1.0,-4.480450374651669,-0.6638556321671852,1.0373864969131075,-1.214306433183765e-16
3,0.0,0.7149419220625326,-0.5047553204565768,0.03443521924832517,2.47198095326695e-16
4,0.0,-0.32345898158569286,-0.05542168526297024,-0.2581477638742542,1.6393136847980827e-16
5,0.0,1.62718882318057,0.5203234808654291,-0.32482304167132686,2.8362728832220796e-16
5,1.0,-1.594238434416213,-0.5657961172682708,-0.25395758507522903,4.5102810375396984e-17
7,1.0,-0.7789744119904478,-0.3988861509071059,-0.12053300486379842,1.3877787807814457e-17
7,1.0,-0.7789744119904478,-0.3988861509071059,-0.12053300486379842,1.3877787807814457e-17
7,1.0,-0.7789744119904478,-0.3988861509071059,-0.12053300486379842,1.3877787807814457e-17
7,0.0,0.23115796550844425,-0.32969183995046103,0.10165218168653914,2.636779683484747e-16
8,1.0,-0.20380204211282232,-0.6445650674544503,-0.2196555971641439,9.367506770274758e-17
9,0.0,5.544455236248869,-0.8780061342401277,0.5715417050811012,-3.2959746043559335e-17
10,1.0,1.2447264568798149,1.6240195606379204,-0.9341690556370712,-2.220446049250313e-16
10,1.0,1.2447264568798149,1.6240195606379204,-0.9341690556370712,-2.2898349882893854e-16
11,0.0,4.183979238323506,-0.29233234871035424,1.2014479231570354,-5.204170427930421e-18
11,1.0,0.1809925109640407,-0.6794359202675878,-0.49457639969069683,1.1882855810441129e-16
11,1.0,0.1809925109640407,-0.6794359202675878,-0.49457639969069683,1.1882855810441129e-16
12,1.0,1.8731441696749336,0.5187670301651326,-0.358218241225184,1.214306433183765e-17
13,1.0,-0.05269255231957361,-0.4230792403460528,-1.0284257389383498,-1.734723475976807e-17
13,1.0,-0.05269255231957361,-0.4230792403460528,-1.0284257389383498,-1.734723475976807e-17
13,0.0,2.7709088573651406,-1.5290869442701343,-0.6028072520624208,-1.8388068845354155e-16
16,1.0,0.6243642119290396,-0.04476600780324577,-1.045421725087574,-1.2836953722228372e-16
16,1.0,0.6243642119290396,-0.04476600780324577,-1.045421725087574,-1.2836953722228372e-16
16,1.0,0.6243642119290396,-0.04476600780324577,-1.045421725087574,-1.2836953722228372e-16
16,0.0,0.898904053466962,-0.7300681454249596,0.2805418963968743,2.229119666630197e-16
16,1.0,0.6243642119290396,-0.04476600780324577,-1.045421725087574,-1.2836953722228372e-16
17,1.0,-1.845683555933669,0.5469624026601853,0.4397709063728723,-4.336808689942018e-17
