,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6692
balance_train_Cutoff,0.5199
balance_train_Acc,0.7321
balance_train_MCC,0.4741
balance_train_Sen,0.8333
balance_train_Spe,0.6310
balance_train_PPV,0.6931
balance_train_NPV,0.7910
balance_train_Youden Index,0.4643
balance_train_AUC,0.7422
balance_train_95% CIs,[0.6661-0.8183]
balance_train_Std,0.0388
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5137
train_Cutoff,0.5199
train_Acc,0.7008
train_MCC,0.4438
train_Sen,0.8372
train_Spe,0.6310
train_PPV,0.5373
train_NPV,0.8833
train_Youden Index,0.4682
train_AUC,0.7506
train_95% CIs,[0.6669-0.8342]
train_Std,0.0427
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5221
test_Cutoff,0.4756
test_Acc,0.7273
test_MCC,0.5709
test_Sen,1.0000
test_Spe,0.5833
test_PPV,0.5588
test_NPV,1.0000
test_Youden Index,0.5833
test_AUC,0.7895
test_95% CIs,[0.6705-0.9085]
test_Std,0.0607
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9004
cv_train_Cutoff,0.5041
cv_train_Acc,0.8512
cv_train_MCC,0.7052
cv_train_Sen,0.8958
cv_train_Spe,0.8065
cv_train_PPV,0.8224
cv_train_NPV,0.8856
cv_train_Youden Index,0.7024
cv_train_AUC,0.9122
cv_train_95% CIs,[0.8899-0.9346]
cv_train_Std,0.0114
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7318
cv_val_Cutoff,0.4843
cv_val_Acc,0.7874
cv_val_MCC,0.5547
cv_val_Sen,0.7907
cv_val_Spe,0.7857
cv_val_PPV,0.6538
cv_val_NPV,0.8800
cv_val_Youden Index,0.5764
cv_val_AUC,0.8522
cv_val_95% CIs,[0.7820-0.9223]
cv_val_Std,0.0358
