,Coef
PCA_feature_2,-0.09488340682894594
PCA_feature_3,0.1355797030414303
PCA_feature_10,-0.244860515590692
PCA_feature_11,0.22881166124772476
PCA_feature_27,0.17861167771007874
PCA_feature_59,-0.11209727782196056
PCA_feature_127,1.9005874282147658e-16
PCA_feature_129,1.0940410473541885e-16
PCA_feature_131,-1.4720779241591988e-16
PCA_feature_132,2.0696335039116526e-16
PCA_feature_133,3.255288223747362e-17
PCA_feature_136,-3.524341690471398e-17
PCA_feature_138,-9.942409546827912e-17
PCA_feature_139,-2.775141132254643e-17
PCA_feature_140,2.011372294323322e-17
PCA_feature_154,3.6097618426777113e-17
PCA_feature_167,8.414813151305371e-18
