,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9916
balance_train_Cutoff,0.5061
balance_train_Acc,0.9583
balance_train_MCC,0.9173
balance_train_Sen,0.9405
balance_train_Spe,0.9762
balance_train_PPV,0.9753
balance_train_NPV,0.9425
balance_train_Youden Index,0.9167
balance_train_AUC,0.9915
balance_train_95% CIs,[0.9830-1.0000]
balance_train_Std,0.0044
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9777
train_Cutoff,0.4999
train_Acc,0.9370
train_MCC,0.8685
train_Sen,0.9767
train_Spe,0.9167
train_PPV,0.8571
train_NPV,0.9872
train_Youden Index,0.8934
train_AUC,0.9875
train_95% CIs,[0.9746-1.0000]
train_Std,0.0066
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7292
test_Cutoff,0.5000
test_Acc,0.8545
test_MCC,0.6883
test_Sen,0.8421
test_Spe,0.8611
test_PPV,0.7619
test_NPV,0.9118
test_Youden Index,0.7032
test_AUC,0.8845
test_95% CIs,[0.7961-0.9729]
test_Std,0.0451
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9992
cv_train_Cutoff,0.5056
cv_train_Acc,0.9896
cv_train_MCC,0.9792
cv_train_Sen,0.9881
cv_train_Spe,0.9911
cv_train_PPV,0.9910
cv_train_NPV,0.9881
cv_train_Youden Index,0.9792
cv_train_AUC,0.9992
cv_train_95% CIs,[0.9983-1.0000]
cv_train_Std,0.0004
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.8262
cv_val_Cutoff,0.4945
cv_val_Acc,0.8346
cv_val_MCC,0.6434
cv_val_Sen,0.8140
cv_val_Spe,0.8452
cv_val_PPV,0.7292
cv_val_NPV,0.8987
cv_val_Youden Index,0.6592
cv_val_AUC,0.8739
cv_val_95% CIs,[0.8039-0.9439]
cv_val_Std,0.0357
