,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8932
balance_train_Cutoff,0.6354
balance_train_Acc,0.8810
balance_train_MCC,0.7628
balance_train_Sen,0.8571
balance_train_Spe,0.9048
balance_train_PPV,0.9000
balance_train_NPV,0.8636
balance_train_Youden Index,0.7619
balance_train_AUC,0.9145
balance_train_95% CIs,[0.8688-0.9603]
balance_train_Std,0.0233
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8143
train_Cutoff,0.6644
train_Acc,0.8819
train_MCC,0.7328
train_Sen,0.7907
train_Spe,0.9286
train_PPV,0.8500
train_NPV,0.8966
train_Youden Index,0.7193
train_AUC,0.9075
train_95% CIs,[0.8523-0.9628]
train_Std,0.0282
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8801
test_Cutoff,0.3459
test_Acc,0.8545
test_MCC,0.7190
test_Sen,0.9474
test_Spe,0.8056
test_PPV,0.7200
test_NPV,0.9667
test_Youden Index,0.7529
test_AUC,0.9313
test_95% CIs,[0.8668-0.9958]
test_Std,0.0329
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9261
cv_train_Cutoff,0.5759
cv_train_Acc,0.8735
cv_train_MCC,0.7471
cv_train_Sen,0.8810
cv_train_Spe,0.8661
cv_train_PPV,0.8680
cv_train_NPV,0.8792
cv_train_Youden Index,0.7470
cv_train_AUC,0.9349
cv_train_95% CIs,[0.9169-0.9530]
cv_train_Std,0.0092
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7866
cv_val_Cutoff,0.5763
cv_val_Acc,0.8504
cv_val_MCC,0.6680
cv_val_Sen,0.7907
cv_val_Spe,0.8810
cv_val_PPV,0.7727
cv_val_NPV,0.8916
cv_val_Youden Index,0.6717
cv_val_AUC,0.8807
cv_val_95% CIs,[0.8159-0.9454]
cv_val_Std,0.0330
