,Coef
PCA_feature_2,-1.0737511978225016
PCA_feature_13,-2.492831910222187
PCA_feature_14,-2.685121644966564
PCA_feature_129,63664274312211.32
PCA_feature_136,-225899713343091.12
PCA_feature_137,2023826437012726.0
PCA_feature_138,-2767243366645851.5
PCA_feature_148,-2669349227589749.5
PCA_feature_149,-3258102363708710.0
PCA_feature_150,-1.0205001813119514e+16
PCA_feature_161,2238156035678946.5
PCA_feature_163,-2075171315716141.2
PCA_feature_165,1354691591982828.8
PCA_feature_167,387167234310008.25
