,label,PCA_feature_2,PCA_feature_3,PCA_feature_131,PCA_feature_135,PCA_feature_137,PCA_feature_162
32,1.0,1.1655364143257845,9.041232632746945,1.1449174941446927e-16,-1.2628786905111156e-15,-2.0261570199409107e-15,-3.191891195797325e-16
32,1.0,1.1655364143257845,9.041232632746945,1.1449174941446927e-16,-1.2628786905111156e-15,-2.0261570199409107e-15,-3.191891195797325e-16
32,0.0,-10.492304349586895,4.409790772587039,-4.909267437014364e-16,8.534839501805891e-16,2.921274333544943e-15,-1.3183898417423734e-16
33,0.0,26.07352020019894,-15.87009947503762,5.7783638984787444e-15,-9.020562075079397e-16,-4.3576253716537394e-15,2.5847379792054426e-15
34,1.0,-12.376916915080606,-6.457842165809492,-2.9349352809182605e-16,2.0816681711721685e-16,1.0269562977782698e-15,-2.740863092043355e-16
34,1.0,-12.376916915080606,-6.457842165809492,-2.9349352809182605e-16,2.0816681711721685e-16,1.0269562977782698e-15,-2.740863092043355e-16
35,1.0,-10.813422707561134,2.2328647999089735,-1.1535911115245767e-16,2.498001805406602e-16,1.85268467234323e-15,-8.743006318923108e-16
35,0.0,1.323356914991444,-10.85169600276934,8.396061623727746e-16,4.718447854656915e-16,-2.1788126858268697e-15,3.469446951953614e-16
36,1.0,-9.99525777210552,0.8500235896777295,-1.0195837230053684e-15,-2.7755575615628914e-17,2.345346139520643e-15,-6.002143226879753e-16
36,1.0,-9.99525777210552,0.8500235896777295,-1.0195837230053684e-15,-2.7755575615628914e-17,2.345346139520643e-15,-6.002143226879753e-16
36,1.0,-9.99525777210552,0.8500235896777295,-1.0195837230053684e-15,-2.7755575615628914e-17,2.345346139520643e-15,-6.002143226879753e-16
36,0.0,17.363275933108795,-8.787468534058771,4.062288699868688e-15,-4.163336342344337e-16,-2.095545958979983e-15,1.1379786002407855e-15
37,0.0,24.087969788614288,-26.344194859298504,2.5777990853015353e-15,-1.1015494072452725e-15,-6.522560269672795e-15,1.5404344466674047e-15
37,1.0,-12.578771452030967,10.104147205694346,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-8.743006318923108e-16
37,1.0,-12.578771452030967,10.104147205694346,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-8.743006318923108e-16
37,1.0,-12.578771452030967,10.104147205694346,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-8.743006318923108e-16
37,1.0,-12.578771452030967,10.104147205694346,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-8.743006318923108e-16
37,1.0,-12.578771452030967,10.104147205694346,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-8.743006318923108e-16
38,0.0,29.83539357930769,-15.532180223345668,5.2388648974499574e-15,-3.2612801348363973e-16,-5.754077769815069e-15,2.4841240175987878e-15
39,0.0,-2.689482142334792,-13.790424337362024,-1.7139067942650854e-15,-2.609024107869118e-15,-2.3939183968479938e-15,-1.0651202142497596e-15
39,1.0,-8.880551221396756,4.88467343590033,-8.239936510889834e-16,9.853229343548264e-16,1.3322676295501878e-15,-2.8449465006019636e-16
39,1.0,-8.880551221396756,4.88467343590033,-9.315465065995454e-16,1.0408340855860843e-15,1.4710455076283324e-15,-4.553649124439119e-16
40,0.0,7.357353203082241,-15.038301473938585,8.968520370800093e-16,-1.8041124150158794e-15,-2.4702462297909733e-15,5.585809592645319e-16
40,1.0,-4.473238810023723,5.0187940603001575,-1.887379141862766e-15,-4.85722573273506e-16,-4.163336342344337e-16,-5.551115123125783e-16
42,1.0,-5.074608954058073,7.164108531674248,-5.117434254131581e-16,-1.9081958235744878e-16,1.7618285302889447e-16,3.183217578417441e-16
42,0.0,-6.2976572571701475,0.031002139493060632,-3.469446951953614e-15,-2.0816681711721685e-16,4.440892098500626e-16,-9.992007221626409e-16
43,1.0,-18.677265745894125,17.981707542649684,1.960237527853792e-16,3.649858193455202e-15,4.052314039881821e-15,-8.560860353945543e-16
43,0.0,-5.861972935938791,-16.637853520610708,-3.434752482434078e-16,1.5959455978986625e-16,-9.853229343548264e-16,9.797663982208382e-16
44,1.0,-15.570357010648454,-6.034961255859477,3.608224830031759e-16,3.3306690738754696e-16,1.2073675392798577e-15,2.5673907444456745e-16
44,1.0,-15.570357010648454,-6.034961255859477,-7.4593109467002705e-16,4.3021142204224816e-16,3.469446951953614e-16,3.400058012914542e-16
45,1.0,-12.85136485946597,13.371016365950656,-1.8041124150158794e-15,1.3877787807814457e-17,6.25888230132432e-15,-1.5543122344752192e-15
45,0.0,52.81283120868066,-19.985448932288158,9.799452915792983e-15,-8.049116928532385e-16,-2.7200464103316335e-15,1.3808398868775384e-15
46,0.0,-5.845264385312045,-13.195662800614464,1.214306433183765e-16,1.214306433183765e-15,-2.095545958979983e-15,1.9081958235744878e-16
46,1.0,-14.744045143883492,-1.3274422276653124,-5.950101522600448e-16,-6.938893903907228e-16,2.7408630920433552e-15,-2.255140518769849e-16
47,1.0,-14.385339266567513,6.039110676133834,-9.71445146547012e-16,-1.887379141862766e-15,3.191891195797325e-15,5.221517662690189e-16
47,1.0,-14.385339266567511,6.039110676133833,-1.339206523454095e-15,-1.9012569296705806e-15,3.4139358007223564e-15,2.220446049250313e-16
47,1.0,-14.385339266567513,6.039110676133834,-9.71445146547012e-16,-1.887379141862766e-15,3.191891195797325e-15,5.221517662690189e-16
48,1.0,-10.941318900021585,-8.74863652418431,0.0,-9.71445146547012e-17,-1.3877787807814457e-17,5.707240235963695e-16
48,0.0,19.608721324211295,-8.220424200669882,2.518818487118324e-15,-7.771561172376096e-16,-2.5118795932144167e-15,-1.491862189340054e-16
49,1.0,-16.910738715517844,-4.996571986639237,-3.3306690738754696e-15,-7.771561172376096e-16,1.915134717478395e-15,2.983724378680108e-16
49,0.0,9.983515556029968,26.684518191388186,4.2461693883222296e-15,4.3021142204224816e-16,2.636779683484747e-16,-1.9012569296705806e-15
51,1.0,-9.77655115848003,0.6846072129129537,-1.970645868709653e-15,-8.534839501805891e-16,1.3877787807814457e-17,-2.0816681711721685e-16
51,0.0,0.5414918097337067,-14.526775968102797,8.482797797526587e-16,5.943054208479293e-16,-4.385380947269368e-15,1.366962099069724e-15
51,1.0,-9.77655115848003,0.6846072129129537,-1.970645868709653e-15,-8.534839501805891e-16,1.3877787807814457e-17,-2.0816681711721685e-16
52,1.0,-11.188424733062947,9.502110793336595,9.063930161978817e-17,2.55351295663786e-15,2.5118795932144167e-15,-5.134781488891349e-16
52,1.0,-11.188424733062947,9.502110793336595,9.063930161978817e-17,2.55351295663786e-15,2.5118795932144167e-15,-5.134781488891349e-16
52,0.0,-0.4791199008245486,-16.89147853476024,1.9914625504213745e-15,-6.245004513516506e-16,1.0824674490095276e-15,1.3704315460216776e-15
53,0.0,7.518531043951261,-15.568637986050824,-4.718447854656915e-16,-4.052314039881821e-15,-5.245803791353865e-15,-4.163336342344337e-17
53,1.0,15.674858990925745,0.08686683499913765,-6.245004513516506e-16,-1.1796119636642288e-15,4.385380947269368e-15,-4.454769886308441e-15
53,1.0,15.674858990925745,0.0868668349991373,-1.3530843112619095e-15,5.689893001203927e-16,4.676814491233472e-15,-4.916206330918271e-15
54,1.0,-9.492545811924455,0.04863408711700934,6.938893903907228e-16,4.996003610813204e-16,1.8041124150158794e-15,-2.498001805406602e-16
54,0.0,-3.3994498857433477,-1.638889279750155,-1.0096090630185017e-15,-4.85722573273506e-16,-2.0816681711721685e-16,-9.020562075079397e-17
54,1.0,-9.492545811924455,0.04863408711700934,6.938893903907228e-16,4.996003610813204e-16,1.8041124150158794e-15,-2.498001805406602e-16
55,0.0,-6.5116065861380745,-13.191058714205047,-5.030698080332741e-16,-2.0816681711721685e-16,1.4988010832439613e-15,4.2327252813834093e-16
56,0.0,0.4918186595035673,0.3049076012266324,5.859028540111666e-16,-3.191891195797325e-16,-1.4988010832439613e-15,3.2612801348363973e-16
57,1.0,-3.5864484538232144,6.687300150192008,-2.0122792321330962e-16,2.706168622523819e-16,4.163336342344337e-16,-1.2004286453759505e-15
57,1.0,-3.5864484538232144,6.687300150192008,-2.0122792321330962e-16,2.706168622523819e-16,4.163336342344337e-16,-1.2004286453759505e-15
57,1.0,-3.5864484538232144,6.687300150192008,-2.0122792321330962e-16,2.706168622523819e-16,4.163336342344337e-16,-1.2004286453759505e-15
57,1.0,-3.5864484538232144,6.687300150192008,-2.0122792321330962e-16,2.706168622523819e-16,4.163336342344337e-16,-1.2004286453759505e-15
58,0.0,-15.627892989848231,-0.2071029071835866,-6.661338147750939e-16,-6.800116025829084e-16,3.219646771412954e-15,6.106226635438361e-16
59,1.0,3.996167916164095,17.830552447771655,5.048045315092509e-16,1.3183898417423734e-16,-1.0547118733938987e-15,-2.275957200481571e-15
60,0.0,-3.1506412431200763,-4.136049388344492,4.2674197509029455e-16,1.0755285551056204e-15,-5.84601811404184e-16,-9.298117831235686e-16
60,1.0,-0.2180493881685842,9.087650474896527,4.0054765060304476e-15,2.1094237467877974e-15,3.469446951953614e-16,-1.9290125052862095e-15
61,1.0,-12.943286412548721,-6.039964865459525,-4.260047176130044e-15,-3.0878077872387166e-16,1.3877787807814457e-17,-2.431214951581495e-15
62,0.0,-1.7506158395711497,4.244169032762025,5.759281940243e-16,8.743006318923108e-16,-1.5404344466674047e-15,6.288372600415926e-17
63,0.0,0.49243028081340245,-15.807305368406066,8.673617379884035e-16,-5.828670879282072e-16,-2.123301534595612e-15,2.0192181260370035e-15
64,0.0,10.30639374194809,50.73029944239143,1.2177758801357186e-15,3.802513859341161e-15,8.576472865229334e-15,-4.343747583845925e-15
66,0.0,-4.835382084201175,-10.17311709743654,1.1657341758564144e-15,-1.214306433183765e-15,-1.249000902703301e-16,1.1518563880486e-15
68,0.0,22.39610709820968,20.787841023947927,-1.9220736113823023e-15,-8.049116928532385e-16,-5.315192730392937e-15,-2.671474153004283e-15
69,0.0,-0.879317274220121,-9.261072022866157,-8.309325449928906e-16,-2.239528007486058e-15,-2.0816681711721685e-15,-1.5439038936193583e-16
71,0.0,-2.76517290386023,-13.622287446680545,-4.510281037539698e-16,-2.0886070650760757e-15,-2.0409021694867135e-15,1.5404344466674047e-15
74,0.0,-11.525470224880525,-15.930134250281677,-6.765421556309548e-16,-2.0122792321330962e-15,2.220446049250313e-16,1.0408340855860843e-15
75,0.0,-3.2544754373856035,-5.836094526563574,8.396061623727746e-16,8.326672684688674e-17,-1.0824674490095276e-15,2.706168622523819e-16
76,0.0,18.50243873139354,-15.095582545983069,4.145989107584569e-15,-1.2490009027033011e-15,-2.67841304690819e-15,5.828670879282072e-16
77,0.0,20.330456184839257,-10.89081249876573,1.3877787807814457e-17,-1.9984014443252818e-15,-7.105427357601002e-15,2.6229018956769323e-15
79,0.0,41.683598703774,7.965691953481606,5.620504062164855e-15,2.4147350785597155e-15,-1.2490009027033011e-15,1.973464794358115e-15
80,0.0,12.240849766487429,16.652364028249757,-3.9343528435153985e-15,1.8596235662471372e-15,-2.2898349882893854e-15,-1.5334955527634975e-15
81,0.0,-6.775348816255809,-9.386956013790096,1.0258720956057843e-15,-3.3306690738754696e-16,6.38378239159465e-16,1.2839664227659586e-15
82,0.0,25.87191382709016,6.597452412396449,-1.5265566588595902e-15,0.0,-3.0531133177191805e-15,-1.1483869410966463e-15
83,0.0,-12.175535764922863,-12.208812353959619,1.7763568394002505e-15,-8.187894806610529e-16,5.273559366969494e-16,-4.85722573273506e-17
84,0.0,15.010857973572406,13.658269039393119,6.938893903907228e-16,-2.3314683517128287e-15,-1.6653345369377348e-15,-1.6653345369377348e-16
85,0.0,-10.365402542579528,1.50643783468907,8.951173136040325e-16,1.2004286453759505e-15,2.067790383364354e-15,0.0
86,0.0,2.8794935588024724,-4.295807683332518,-8.881784197001252e-16,1.3739009929736312e-15,-1.412064909445121e-15,-5.793976409762536e-16
87,0.0,17.923466756825906,-21.80322859546914,2.149322386735264e-15,-1.8041124150158794e-15,-4.9960036108132044e-15,1.1518563880486e-15
88,0.0,-0.12052596017114503,0.06395276894649893,7.7021722333370235e-16,-1.1796119636642288e-15,-1.3877787807814457e-17,-7.355227538141662e-16
90,0.0,-12.844065436098465,-16.40127495573509,2.914335439641036e-16,-2.0816681711721685e-16,9.159339953157541e-16,6.800116025829084e-16
91,0.0,14.413994511328715,-10.458487690767697,-1.6653345369377348e-16,-3.011479954295737e-15,-4.9404924595819466e-15,2.4702462297909733e-15
96,0.0,-4.364073234568227,7.735203510170001,6.114900252818245e-16,6.106226635438361e-16,1.915134717478395e-15,-4.718447854656915e-16
98,0.0,-14.208490532189334,6.151591798416778,-2.92300905702092e-15,1.762479051592436e-15,1.8457457784393227e-15,-1.6731950026882547e-15
99,0.0,11.420920392771613,-15.863226792467728,2.2967738821932926e-15,-1.942890293094024e-15,8.326672684688674e-17,1.817990202823694e-15
100,0.0,-8.665614886563844,-9.155340639769348,-8.743006318923108e-16,-1.124100812432971e-15,5.065392549852277e-16,6.665674956440881e-16
101,0.0,-10.08142595547093,-15.535425522985445,-1.2628786905111156e-15,-1.7069679003611782e-15,1.5126788710517758e-15,9.853229343548264e-16
102,0.0,14.655793475396324,-12.328882497061759,1.8214596497756474e-15,-4.1494585545365226e-15,-6.63358257213531e-15,1.1683362610703796e-15
103,0.0,9.872290165961736,0.34691532393565483,1.9480944635219544e-15,4.163336342344337e-17,-1.9290125052862095e-15,-1.2065001775418693e-15
105,0.0,-0.7530569064707984,-6.925056373693169,-2.3592239273284576e-16,2.3592239273284576e-16,-6.800116025829084e-16,7.355227538141662e-16
107,0.0,-5.42958341595144,-10.26143953446021,1.196959198423997e-16,7.632783294297951e-17,5.967448757360216e-16,3.408731630294426e-16
108,0.0,-6.756666598031513,-3.66545865792753,1.3877787807814457e-16,8.049116928532385e-16,-1.4432899320127035e-15,-2.0539125955565396e-15
110,0.0,0.7349579696526316,4.739341016518467,1.444157293750692e-16,6.869504964868156e-16,5.689893001203927e-16,-7.979727989493313e-16
114,0.0,-16.82242535760936,-7.051078932255688,3.0531133177191805e-16,-7.91033905045424e-16,1.5677563414140394e-15,-1.1848161340921592e-15
117,0.0,-9.387781519879585,-5.865150302006543,3.157196726277789e-16,1.0998146837692957e-15,-4.527628272299467e-16,8.673617379884035e-16
118,0.0,-5.672640494930416,-14.776969302352793,-5.655198531684391e-16,-1.0842021724855044e-15,6.800116025829084e-16,-7.979727989493313e-16
119,0.0,1.6220084806752735,-8.557454956297743,-3.847616669716558e-15,-6.175615574477433e-16,-1.0547118733938987e-15,5.134781488891349e-16
120,0.0,-4.928588978695757,-19.271139582913655,8.465450562766819e-16,-2.0816681711721685e-16,3.0531133177191805e-16,-1.3114509478384662e-15
