,Coef
PCA_feature_2,-0.08436346574683672
PCA_feature_3,0.1316738069032562
PCA_feature_10,-0.24445556334611923
PCA_feature_11,0.23118638615062562
PCA_feature_15,-0.15270881567477518
PCA_feature_23,0.14678145413754848
PCA_feature_27,0.20680167764777074
PCA_feature_127,2.1542231377558464e-16
PCA_feature_129,1.4068175485774602e-16
PCA_feature_130,-7.530312265538189e-17
PCA_feature_131,-1.810332054329874e-16
PCA_feature_132,2.4563579902782606e-16
PCA_feature_133,-6.7167057707681536e-18
PCA_feature_136,-3.207069349245255e-17
PCA_feature_138,-1.0984167816287715e-16
PCA_feature_139,-2.5413329024878513e-17
PCA_feature_140,1.672520308059551e-17
PCA_feature_151,-1.235062471756382e-18
PCA_feature_154,3.575737781335141e-17
PCA_feature_167,8.186009603123295e-18
