,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8871
balance_train_Cutoff,0.5357
balance_train_Acc,0.8274
balance_train_MCC,0.6627
balance_train_Sen,0.9048
balance_train_Spe,0.7500
balance_train_PPV,0.7835
balance_train_NPV,0.8873
balance_train_Youden Index,0.6548
balance_train_AUC,0.8965
balance_train_95% CIs,[0.8506-0.9425]
balance_train_Std,0.0235
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7947
train_Cutoff,0.5357
train_Acc,0.7874
train_MCC,0.5800
train_Sen,0.8605
train_Spe,0.7500
train_PPV,0.6379
train_NPV,0.9130
train_Youden Index,0.6105
train_AUC,0.8837
train_95% CIs,[0.8276-0.9398]
train_Std,0.0286
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4912
test_Cutoff,0.2862
test_Acc,0.6727
test_MCC,0.5067
test_Sen,1.0000
test_Spe,0.5000
test_PPV,0.5135
test_NPV,1.0000
test_Youden Index,0.5000
test_AUC,0.7354
test_95% CIs,[0.6057-0.8651]
test_Std,0.0662
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8565
cv_train_Cutoff,0.5237
cv_train_Acc,0.7798
cv_train_MCC,0.5628
cv_train_Sen,0.7262
cv_train_Spe,0.8333
cv_train_PPV,0.8133
cv_train_NPV,0.7527
cv_train_Youden Index,0.5595
cv_train_AUC,0.8738
cv_train_95% CIs,[0.8485-0.8991]
cv_train_Std,0.0129
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5462
cv_val_Cutoff,0.5309
cv_val_Acc,0.7087
cv_val_MCC,0.3388
cv_val_Sen,0.5349
cv_val_Spe,0.7976
cv_val_PPV,0.5750
cv_val_NPV,0.7701
cv_val_Youden Index,0.3325
cv_val_AUC,0.6980
cv_val_95% CIs,[0.6014-0.7945]
cv_val_Std,0.0493
