,weight
PCA_feature_91,-0.028897823186006436
PCA_feature_92,-0.4838769799043147
PCA_feature_93,-0.0465062399695422
PCA_feature_94,0.6700206433262761
PCA_feature_95,0.1110373820560735
PCA_feature_96,0.08315066662319817
PCA_feature_97,1.042271833723389
PCA_feature_98,-0.158292328903942
PCA_feature_99,0.2841359390380953
PCA_feature_100,-0.18175629544554578
PCA_feature_101,-0.9848378380911116
PCA_feature_102,0.5731031006363407
PCA_feature_103,0.06043959608958698
PCA_feature_104,-0.3722717353143689
PCA_feature_105,0.031296035794450706
PCA_feature_106,0.12710297729142245
PCA_feature_107,-0.19282610602160774
PCA_feature_108,-0.6073758927555546
PCA_feature_109,0.23539060263477213
PCA_feature_110,-0.37336551099645066
PCA_feature_111,0.02163330553176047
PCA_feature_112,-0.5620425255134948
PCA_feature_113,0.48870843453245105
PCA_feature_114,0.29958609419460486
PCA_feature_115,-0.2505927689506538
PCA_feature_116,-0.004020411656221125
PCA_feature_117,1.0436271228920573
PCA_feature_118,0.0275965116025813
PCA_feature_119,-0.10416789627039658
PCA_feature_120,-0.38711052787344447
PCA_feature_121,0.47982990052970964
PCA_feature_122,0.11006779881278403
PCA_feature_123,-0.4487080756188696
PCA_feature_124,0.22370497419258448
PCA_feature_125,0.005784881182527017
PCA_feature_126,-0.5202982306069701
PCA_feature_127,0.3102245839759704
PCA_feature_128,0.8563118500361407
PCA_feature_129,0.4790472149340724
PCA_feature_130,1.236069546465019
PCA_feature_131,0.9239497700064547
PCA_feature_132,0.5137972499504838
PCA_feature_133,0.6191361689685724
PCA_feature_134,0.43534920090402296
PCA_feature_135,0.4817043482667098
PCA_feature_136,0.5768375058197055
PCA_feature_137,1.375101697751228
PCA_feature_138,1.1067399649384149
PCA_feature_139,0.4683875173708574
PCA_feature_140,0.5541093988372017
PCA_feature_141,0.7918770581619928
PCA_feature_142,1.1364075744344453
PCA_feature_143,0.67894065011722
PCA_feature_144,0.792006556389019
PCA_feature_145,0.688295196310131
PCA_feature_146,0.3994362787435061
PCA_feature_147,0.39094110832539636
PCA_feature_148,0.4318293663502316
PCA_feature_149,0.432559856658261
PCA_feature_150,0.941041634340405
PCA_feature_151,0.9600288485977916
PCA_feature_152,0.5493239347849794
PCA_feature_153,0.6204555309000258
PCA_feature_154,0.40977568763672495
PCA_feature_155,0.5237145034471103
PCA_feature_156,0.8030485502551661
PCA_feature_157,0.48050065650578166
PCA_feature_158,0.686844783778572
PCA_feature_159,0.7800880121742009
PCA_feature_160,0.43687047170769727
PCA_feature_161,0.10769495241287631
PCA_feature_162,0.6933467796768984
PCA_feature_163,0.39283709475330636
PCA_feature_164,0.38026599389458254
PCA_feature_165,0.277039117737833
PCA_feature_166,0.4558172878140703
PCA_feature_167,1.2501596686262646
PCA_feature_168,0.27495178855514857
