,label,PCA_feature_88,PCA_feature_11,PCA_feature_17,PCA_feature_137,PCA_feature_37,PCA_feature_3,PCA_feature_167,PCA_feature_130,PCA_feature_15,PCA_feature_89,PCA_feature_142,PCA_feature_138,PCA_feature_18,PCA_feature_13,PCA_feature_117,PCA_feature_97
14,0.0,-0.2395148913447113,-2.93675499756751,6.5909147044281156,-5.424480309379476e-15,-2.107822244347935,20.335329349037707,-2.3592239273284576e-15,1.7243151351209463e-15,-0.2692763952230449,0.00781927933588808,3.649858193455202e-15,5.9674487573602164e-15,2.3187114845643806,9.868065629938194,0.0339849381897031,-0.037653861775571756
14,1.0,1.2088427903939043,-0.8981322774950342,3.772665725511745,-1.1102230246251565e-15,1.2789732030130274,16.124249306345487,-1.0685896612017132e-15,4.163336342344337e-16,4.302467082742255,-0.7742056926291045,-4.440892098500626e-16,2.546574062733953e-15,-4.281000817507995,-0.24735112883019109,-0.2722696718669725,-0.006935571308537732
15,0.0,-0.30818994271754324,-0.5502638801965558,4.26790614854921,-2.831068712794149e-15,1.9038130736778238,-18.864094290086587,1.0547118733938987e-15,-1.837939522797427e-15,2.150050941196235,-0.4366791795975108,-1.27675647831893e-15,-4.163336342344337e-16,0.11334405777722537,-5.785754306096275,0.04446892411347109,-0.6713235852913754
15,1.0,-0.609441935371251,-0.503227700008713,-3.9837618417195437,7.771561172376096e-16,-0.6912376338991479,24.692075315236863,-9.43689570931383e-16,8.326672684688674e-17,3.1768878148959194,0.49483953630056765,-1.5057399771478686e-15,1.8318679906315083e-15,-4.3117050228084475,1.0600520150007031,0.1252966887239856,0.12790807416803568
17,1.0,-0.5300235224803818,-7.186234956338348,-0.9172016493497606,2.9976021664879227e-15,1.421031958481086,1.3134382469033308,8.604228440844963e-16,7.7021722333370235e-16,-0.896414087980157,0.12410246012920595,-4.163336342344337e-16,-2.4980018054066022e-15,-0.07831553432373045,0.2776670970645181,-0.37684759190539135,0.6220865898452421
17,0.0,-0.8969414820163663,1.895975648647655,-3.492393464651692,1.3877787807814457e-16,1.528708429869691,-8.854987022628265,-3.0531133177191805e-16,-1.97758476261356e-15,-3.2341303987130114,0.5615231757972359,8.743006318923108e-16,-4.49293380277993e-16,2.7670279844727426,-3.1507749006460135,-0.04472452833106061,0.7780047540532244
18,0.0,0.26276027513826133,-0.5082587850702909,1.5877409681766168,5.551115123125783e-16,0.8870250141829915,12.770053141687828,-9.71445146547012e-17,-3.490263633665336e-15,-6.836422820383432,0.06690701606690486,-1.0889726620444407e-15,1.949829186997931e-15,0.5052129153940949,-12.513116942901616,0.13620289637680524,-0.398743396923538
19,1.0,-0.5824193703618402,-3.173741332278761,1.8825459234032067,3.5388358909926865e-16,0.8375594771716547,10.900576005510265,-4.440892098500626e-16,1.0096090630185017e-15,0.03740858211998063,0.34258708526887793,-8.673617379884035e-17,5.828670879282072e-16,-0.7280877291249311,0.46910889521679827,0.11456495194370994,0.09948273141513826
19,0.0,0.6254630131335611,1.7786243519514646,5.599330921150547,-2.6020852139652106e-15,-1.8959384994447546,-12.596829101497049,-1.0130785099704553e-15,-3.0253577421035516e-15,4.869376993481595,0.22246970868896376,1.096345236817342e-15,1.942890293094024e-16,3.49189617059374,0.43300723441519356,0.1873954036032876,-0.13933956928117106
21,0.0,-0.17962610124676864,9.422584925536444,3.9652261141714398,-2.0261570199409107e-15,-3.542117622783163,-20.241511508770518,7.216449660063518e-16,-2.7113727929517495e-15,3.886938570136976,-0.3615850822545783,5.316927453868914e-16,-1.0130785099704553e-15,3.166704571447611,4.662570324989371,0.22939241249914782,-0.023292519738079304
22,1.0,0.18426837907184912,-2.912769425509732,2.9830408351701223,-2.498001805406602e-16,-0.017595567605352712,5.583871872200099,1.1102230246251565e-16,1.654926196081874e-15,0.8290252802663913,0.3306619851388382,1.7032816129747275e-16,7.28583859910259e-16,-1.0079198139407606,-0.8067049526157917,-0.02637957171331194,0.30198900721025546
22,0.0,-0.10924448752993264,-4.207612884626418,0.16765088546130613,-2.2690183065776637e-15,0.5784763544307376,20.104399981860666,-2.2950391587173158e-15,-1.9637069748057456e-15,6.228365523370916,0.19716546344046657,1.5265566588595902e-15,2.6367796834847468e-15,-0.3810446135949004,-2.5327208627265545,0.03521969166742836,-0.05018504983476019
23,0.0,-0.4169883937514422,-6.109493339206434,0.31063648706665975,2.0122792321330962e-16,0.07808649934544991,-3.7375628775407925,6.800116025829084e-16,2.220446049250313e-16,2.8624216873728443,-0.11313731470435473,-8.673617379884035e-18,-1.4918621893400541e-15,-0.46213671974243625,-4.254628464364452,-0.24999392648141872,0.37605236103655215
24,0.0,1.123351522088825,-1.665096990450639,-1.1299793629087567,-4.274358644806853e-15,-0.5024322111703954,-17.846499278551256,3.5041414214731503e-16,9.818534874028728e-16,-2.831154084078242,-0.5131082313789102,2.0348306373207947e-15,2.4841240175987878e-15,-1.439393569109796,-1.8202631209142588,0.3519296798318774,-0.1792712180114989
25,1.0,0.17518254723538806,-2.1187278281392703,2.8883708900870335,-2.3626933742804113e-15,-0.7403115448734876,24.361165098354093,-5.551115123125783e-17,1.4710455076283324e-15,1.7146946418484137,0.8804102319452324,-4.996003610813204e-16,2.7755575615628914e-15,0.14129241081917382,-0.873393517070122,-0.36922711557169857,0.06757727480607763
26,0.0,0.706914157398832,-4.603426610423844,2.688487639883415,-2.733924198139448e-15,0.2298875397342189,-11.41705313198809,4.163336342344337e-17,-7.292777493006497e-15,-0.7108529530192214,-0.40990742514477185,-8.326672684688674e-17,3.941291737419306e-15,2.27776880177379,9.55725905724661,0.01429323638683569,0.2735643199126207
27,1.0,-0.12696914441606474,0.6759000250996906,-0.39265421602681627,4.579669976578771e-16,0.8350168051853817,-9.851215768784234,9.71445146547012e-17,-2.01574867908505e-15,1.6732234973370244,0.2118013396336611,9.853229343548264e-16,-8.81239525796218e-16,1.8658581945860429,-1.2295248159372438,0.12232912478533642,0.2605480933163679
28,1.0,0.4982104717717975,3.22288738538409,0.30860841782923265,1.3600232051658168e-15,-0.16653723422495365,-8.289956994820555,2.498001805406602e-16,-1.2975731600306517e-15,1.177712668084535,0.1900028817807019,7.632783294297951e-17,1.3565537582138631e-15,-0.49542772741370245,1.1527228974873869,-0.17027914684270712,-0.7861998483383501
28,0.0,-0.0631542679560445,-2.889355718171636,0.6171982036546189,4.163336342344337e-16,2.5818066598726137,-8.591042365471553,1.096345236817342e-15,-1.5959455978986625e-16,2.2994410501408398,1.243815338452897,-8.023096076392733e-16,-2.7755575615628914e-16,0.7650784447195795,-4.645319933991327,-0.35879351022649464,-0.5435556440057467
29,0.0,-0.3812320272057977,4.921409253032493,2.056593432490456,8.326672684688674e-17,-0.4705579308965474,-20.346723312545375,1.0269562977782698e-15,-3.8163916471489756e-17,3.260675811927171,1.260449676498227,3.0531133177191805e-16,-3.316791286067655e-15,0.911635470505886,1.9591950024756186,-0.2766109154942555,-0.5713199102581783
30,0.0,0.4152771249571654,3.4356303135567705,2.5013859720712617,-5.35682609381638e-15,0.18801472032463384,-17.730683639803377,-5.551115123125783e-17,-5.793976409762536e-16,-0.4666835216665154,0.041760933996368044,1.8648277366750676e-16,3.1884217488453714e-15,0.22397491766459726,0.2369157143926365,-0.3902552889683514,0.14649049189622007
31,0.0,-0.8571560797101168,11.667186900283962,-2.5372693773392596,-2.52510685971874e-15,-1.3948645413543472,-11.600185746176146,-1.7069679003611782e-15,-3.434752482434078e-16,-1.969454300542623,-0.004673268144169948,2.3592239273284576e-16,1.4432899320127035e-15,-0.23545290241772038,3.5708449194336582,0.026210159299782612,-0.6544577007678559
31,1.0,-0.06424161126383901,10.523051812429443,0.18254682651421927,1.3600232051658168e-15,0.14425124880247087,28.400592042314344,1.27675647831893e-15,2.838874968436045e-15,2.0312903701048675,0.02609079662193814,-1.0685896612017132e-15,-1.1934897514720433e-15,0.11908565363649323,2.2094236745184035,-0.03042380258838473,0.004323840455718625
32,1.0,-0.025211632310702947,-4.317953944224562,3.8769463116482568,-1.7763568394002505e-15,2.7159550275890254,9.041232632746945,-4.163336342344337e-16,1.5057399771478686e-15,2.1350069194301944,-0.6129030581075228,-4.163336342344337e-16,9.43689570931383e-16,-2.3855650319593376,-0.0437332115088806,0.2499985709546167,0.09601819910103357
32,0.0,2.112296381186216,1.4407661400183343,-4.242863118148435,2.921274333544943e-15,-2.848098178173071,4.409790772587039,1.3877787807814457e-16,1.4432899320127035e-15,-5.825421308909184,1.5118394607869294,-4.163336342344337e-16,-1.8596235662471372e-15,-2.856083655733965,0.047755547976092994,-0.5311021382389302,0.9985546449539449
33,0.0,0.13868160481033032,0.5591902856947444,-0.39633887026871567,-4.3576253716537394e-15,-0.07723537495517782,-15.87009947503762,2.220446049250313e-16,-3.01126311386124e-15,-5.573685778412689,0.36869013591488287,3.8380756905986857e-16,1.7694179454963432e-15,-2.6942075217808066,-2.3568968400926282,-0.11232246140318984,-0.10075701059369296
34,1.0,-0.42998721929952777,0.3786153697061766,-2.9742865639142333,1.0269562977782698e-15,-1.5850332396060116,-6.457842165809492,1.1102230246251565e-16,-1.734723475976807e-17,3.647781734553253,0.6904908669124572,2.8449465006019636e-16,-6.106226635438361e-16,-0.5930781033321293,-0.39697978168157,-0.12661610916947352,-0.4358365909524252
35,1.0,-0.14020219533500128,-6.055533065404568,1.6559714903917735,1.85268467234323e-15,0.2187008066670194,2.2328647999089735,5.273559366969494e-16,1.2871648191747909e-15,0.514227941757812,-0.30809385661085226,3.608224830031759e-16,-2.157996004115148e-15,0.6078355201316655,1.9818464272764078,0.2994636168474885,0.13700457297477564
35,0.0,0.21451207795617405,3.402780841041685,1.66141682776714,-1.7763568394002505e-15,4.9058553256338,-10.851696002769343,1.1102230246251565e-16,-1.4224732503009818e-16,-4.395812821408077,0.08568450868886408,-9.367506770274758e-17,1.1518563880486e-15,-3.2312427962301298,0.4979268243345434,-0.015992362026694767,0.48442464226971266
36,1.0,-0.21007059239892262,-2.324823305405968,1.5082057051085196,2.345346139520643e-15,0.1495063283374639,0.8500235896777295,2.8796409701215e-16,1.547373340571312e-15,1.5492434391588485,0.5707281601812784,-7.142723912334503e-16,1.7694179454963432e-16,0.3485561783852478,3.6476351521104204,0.12247329691875544,-0.046138407264715076
36,0.0,-0.18782940489042715,-4.67181300384086,-2.045102503094095,-2.095545958979983e-15,-2.3107653127970886,-8.787468534058771,1.5178830414797062e-16,-1.5265566588595902e-16,-3.873794419961935,0.6284111403795674,2.896988204881268e-16,1.6792123247455493e-15,-4.390900894891408,-4.592009668237636,0.07523889495372243,1.4086840536593448
37,0.0,-0.4995788472167464,0.8416446030533562,-0.1126010476314041,-6.522560269672795e-15,0.6858805075761234,-26.344194859298504,2.636779683484747e-16,-1.8561541192951836e-15,-3.82980749343775,-0.579626497990555,1.9532986339498848e-15,2.0261570199409107e-15,4.091288690366632,-1.2651104317571429,-0.10619837487327291,-0.6049894819997886
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15,1.51660063404303,-0.1149311682318581,-1.2455314557513475e-15,-3.039235529911366e-15,2.3798241937909683,4.352156323743831,-0.015909173481256422,-0.004628449633622758
38,0.0,0.4010802604039233,0.12260448734479679,0.48212323253301337,-5.754077769815069e-15,-0.1873838145277185,-15.532180223345668,-5.273559366969494e-16,-1.6653345369377348e-16,-3.826581778387154,0.4731041602210174,1.1310397063368782e-15,3.164135620181696e-15,-0.8927519434399983,-0.9510497971033769,0.3808452557807673,-0.18833466327246695
39,0.0,-0.2572948944109823,0.17358559241832378,1.9894134252592064,-2.1996293675385914e-15,3.428989721632374,-13.790424337362024,-4.163336342344337e-17,2.8102520310824275e-15,2.3192425687222156,-0.15171215646143466,-2.419939248987646e-16,3.5735303605122226e-16,1.5958237900692822,1.102050045163003,0.01650686993119306,0.3034718264999635
39,1.0,-0.2737680505628056,-3.1397154144300643,1.1290370601466282,1.4710455076283324e-15,-0.8775400173410451,4.88467343590033,-5.551115123125783e-17,4.0072112295064244e-16,-1.2423995160719805,-0.38381663403309163,3.7383290907300193e-16,7.71138795180315e-16,1.9561333340739333,1.6211455261320944,-0.05238170457793974,0.16785150077446603
40,0.0,0.31792726689748785,-2.7045750196343956,2.5595755051317077,-2.4702462297909733e-15,-1.8194659140005007,-15.038301473938585,-8.673617379884035e-17,-1.1362438767648086e-16,0.4427694442015052,0.0760092516301332,9.43689570931383e-16,1.817990202823694e-15,1.9971811734796874,-5.807154247022389,0.42951828856055635,-0.21103014257112301
40,1.0,0.5901842654354057,-4.578652545531947,2.363199283861945,-4.163336342344337e-16,0.3033108123747156,5.0187940603001575,-4.163336342344337e-16,7.91033905045424e-16,-1.0510250223154998,-0.6702282995858871,1.582067810090848e-15,1.5681900222830336e-15,0.31047770961291077,3.445962382414713,-0.0325164425390788,-0.5112640502195848
42,0.0,-1.2038447477444085,-0.09327439257783432,-4.220297489119372,4.440892098500626e-16,-0.033999265798386746,0.031002139493060632,-2.220446049250313e-16,1.394717674685353e-15,-1.903103493892072,0.20778768851504656,-9.71445146547012e-17,7.216449660063518e-16,1.6003473968655857,5.573443877255739,0.4987681416465923,0.7385491207573416
42,1.0,-0.33307812878145976,-5.326851263216093,0.708300755638318,1.7618285302889447e-16,0.11432855643736028,7.164108531674248,-8.049116928532385e-16,4.510281037539698e-16,-0.12179101574115707,-1.2569373534961867,5.273559366969494e-16,5.551115123125783e-16,1.3026763417092253,2.8239672005027496,0.1934198676040433,0.261051815630842
43,1.0,-0.6862939653830133,8.635893189247756,4.458650145950824,4.052314039881821e-15,-3.903215306473595,17.981707542649684,-9.575673587391975e-16,2.6558616417204917e-15,-6.44705119047744,-0.6491327035969846,3.903127820947816e-16,-1.2073675392798577e-15,0.6132182533412327,3.369644329500297,0.07435293360698869,0.5839319605916412
43,0.0,0.4669784994550829,8.56837526391913,2.0492377783891125,-9.853229343548264e-16,-1.2046819081157703,-16.637853520610708,2.220446049250313e-16,-9.332812300755222e-16,5.655871181712224,0.1050647122931994,6.522560269672795e-16,1.0026701691145945e-15,1.2225266831613055,6.116089385705972,-0.23192912263636795,0.7996390941378388
44,1.0,-0.5531972960822011,0.2622065262785851,-2.44125338763294,3.469446951953614e-16,-0.5598105075193472,-6.034961255859477,2.0122792321330962e-16,6.678685382510707e-16,4.840075810235488,-0.2371806719621321,-4.2674197509029455e-16,-8.881784197001252e-16,-0.19482784192064778,-3.1145849866634583,0.03179511683540334,0.28442249263744745
45,1.0,1.0531454742517927,-4.622999322677256,-0.11727416577153363,6.25888230132432e-15,0.08064315840867775,13.371016365950656,5.898059818321144e-16,0.0,0.672416076473034,0.5243564602683555,-2.914335439641036e-16,-5.703770789011742e-15,1.7312669493648025,0.2613358983060755,0.8883976699704916,0.4480229224961833
45,0.0,-0.7759306739311801,0.18618168685368608,3.5773978084465607,-2.7200464103316335e-15,0.4584545726920215,-19.985448932288158,7.494005416219807e-16,-4.551914400963142e-15,-0.6390338792897235,0.6390772765594418,3.7643499428696714e-16,3.7470027081099033e-16,0.1088648601289589,5.412342999536184,0.009794818676023137,-0.30802021214572983
46,0.0,0.6089715026246393,7.918598491857007,1.472813210242123,-1.942890293094024e-15,-1.3808505664388657,-13.195662800614468,-9.71445146547012e-17,-9.194034422677078e-16,4.557489549157286,0.11711735078143007,4.163336342344337e-17,1.5890067039947553e-15,-0.7316367493528646,-0.5099035648235334,0.4231352729961905,0.979813671200888
46,1.0,0.6883869705812911,-2.8179521550835767,-1.9344447811069108,2.7408630920433552e-15,-0.012702239917469993,-1.3274422276653124,-3.0531133177191805e-16,5.065392549852277e-16,-0.8703317741616283,-0.03923179253884809,6.938893903907228e-17,-1.366962099069724e-15,2.1913914963764722,0.5548478647869766,-0.19033605095712686,-0.7436203947665306
47,1.0,-0.07196244276004288,-3.0110492359810275,-2.2795942114720518,3.191891195797325e-15,1.379086633618356,6.039110676133834,6.106226635438361e-16,-1.2975731600306517e-15,-2.364576296437016,0.13253484883057526,1.304512053934559e-15,-2.942091015256665e-15,1.5516502032905732,1.5979797518947878,0.12631156910586516,-0.22051245750989584
48,1.0,-0.25780046793659517,-1.9451639405342753,-0.7811988522457038,-1.3877787807814457e-17,0.13304955724820133,-8.74863652418431,1.5265566588595902e-16,7.528699885739343e-16,1.2815105216430496,-0.05745256739998328,6.38378239159465e-16,-1.3877787807814457e-15,-0.7098574783296384,1.7630293437228675,0.1138024162519901,0.858750354151168
48,0.0,-0.11914127511696013,-3.9398424603433932,-6.328338161594964,-3.3306690738754696e-15,-1.2631450704640383,-8.220424200669882,-3.3306690738754696e-16,-1.2663481374630692e-15,-2.7673908896199784,-0.344738106893212,-5.100087019371813e-16,1.9012569296705806e-15,-0.8880648579416951,-6.701750995159962,-0.25032710649277135,-0.04894956070045617
49,1.0,0.8044417944929713,-7.713225715075502,-2.343953057897836,1.915134717478395e-15,2.7793737623364043,-4.996571986639237,7.849623728795052e-16,1.0130785099704553e-15,1.9307666826593939,-0.7777186421403213,8.187894806610529e-16,-1.0824674490095276e-15,2.3982260900388135,1.4650031025076407,-0.3674534716167466,0.14948129390988624
49,0.0,-0.4129211934703472,6.736797106665048,-2.6245059878777073,2.636779683484747e-16,-0.8151565699630368,26.684518191388186,1.5265566588595902e-15,2.0122792321330962e-16,-2.359226155392618,-0.14285977629699004,-6.661338147750939e-16,3.0878077872387166e-16,0.8498767195810362,-1.4648477505802333,0.023096465222870288,-0.26197711315754457
51,1.0,0.11856000645185738,1.3086567313656485,-2.987551798358062,1.3877787807814457e-17,-0.30011496027135687,0.6846072129129537,-7.112366251504909e-16,2.7755575615628914e-16,-2.260276366372532,-0.3439995999201242,3.885780586188048e-16,1.9290125052862095e-15,2.447214437541832,3.546217517650655,-0.4002858832254622,-0.23055940887670107
51,0.0,-0.7925932955990946,14.862524463734083,2.8279284720207976,-4.385380947269368e-15,-0.5424168147306917,-14.526775968102797,-1.429412144204889e-15,-2.636779683484747e-16,0.8148853505277721,-0.04890325219258587,9.71445146547012e-16,3.011479954295737e-15,-5.558969584798995,6.803722102213131,-0.1981861379505035,0.24498339163918792
52,1.0,0.3807333539351005,0.015274500364117483,0.6191363260794902,2.5118795932144167e-15,-2.980610627346513,9.502110793336595,-1.960237527853792e-16,1.797173521111972e-15,-4.0058372808298035,-0.10734715018769056,3.3133218391157016e-16,-3.3861802251067274e-15,-2.9667688089386304,3.9639195955036777,-0.10430010356040043,-0.4941397136033999
52,0.0,0.09166299200397623,5.721319594916945,6.438947021203486,1.0824674490095276e-15,3.6874406328152034,-16.89147853476024,-2.498001805406602e-16,-1.394717674685353e-15,-3.7415915726170637,-0.4642997799334182,-6.938893903907228e-17,-3.1363800445660672e-15,-5.12706968433679,6.27496757975297,-0.15343620176216508,0.40161303763904743
53,0.0,0.2617914034078041,-0.1691556268430252,3.222128943424262,-5.245803791353865e-15,-0.34523368381612485,-15.568637986050824,-3.774758283725532e-15,-2.0747292772682613e-15,0.14142025373400258,0.6846689526990638,-8.881784197001252e-16,1.0651202142497596e-15,3.662751526082886,-2.4888751108454237,0.24351220237792515,0.5040157256396327
53,1.0,0.024684360708454083,-8.320970571898451,-2.1385832381890433,4.385380947269368e-15,-0.2937060117873956,0.08686683499913765,3.86843335142828e-15,-2.67841304690819e-15,1.6719157463574776,-0.013486747634113172,-9.259953914764196e-15,9.678889634212595e-15,-2.9267752223870467,-0.8830032691581425,9.275126598222438e-05,-0.020555789358921647
54,0.0,-0.8089278123490022,-1.7442738919222545,-1.3257807716523893,-2.0816681711721685e-16,-0.4037360015184422,-1.638889279750155,-2.636779683484747e-16,3.226585665316861e-16,-4.065561021472734,0.24799999465257916,4.527628272299467e-16,-9.853229343548264e-16,-3.9591747289508286,1.3262057252983657,-0.3196386587643265,-0.10359106329350586
54,1.0,-0.5471704783843263,-1.486386810667443,-0.7758862453693417,1.8041124150158794e-15,0.7443265324246406,0.04863408711700934,2.983724378680108e-16,1.1544584732625651e-15,0.25696995590020777,0.27971423958979147,-2.282896094385478e-15,-4.649058915617843e-16,-0.4873611181821969,0.7375632832149465,0.2557422231133983,-0.13010692410305852
55,0.0,-0.2678622237662681,-2.7309912608562357,-5.710388161572473,1.4988010832439613e-15,-1.132264393815201,-13.191058714205047,-2.7755575615628914e-17,-2.671474153004283e-16,3.072219219450534,-0.7238351574774402,1.250735626179278e-15,-1.8457457784393227e-15,-0.08330616287542562,-1.0655294247931457,0.21676042717573407,-0.5756270252037836
