,Coef
PCA_feature_2,-0.03710453878500386
PCA_feature_3,0.10850804991975203
PCA_feature_10,-0.2154088622699872
PCA_feature_11,0.2902540501217262
PCA_feature_127,346642721117837.94
PCA_feature_129,228432608672103.53
PCA_feature_131,-426132128745680.8
PCA_feature_132,469609607553370.9
PCA_feature_133,315969812417553.06
PCA_feature_138,-398292240826748.94
PCA_feature_139,-84018040821796.86
PCA_feature_140,-286119178602262.1
PCA_feature_154,-98511475179227.11
PCA_feature_167,78071577888796.44
