,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9462
balance_train_Cutoff,0.6900
balance_train_Acc,0.9167
balance_train_MCC,0.8371
balance_train_Sen,0.8690
balance_train_Spe,0.9643
balance_train_PPV,0.9605
balance_train_NPV,0.8804
balance_train_Youden Index,0.8333
balance_train_AUC,0.9517
balance_train_95% CIs,[0.9175-0.9859]
balance_train_Std,0.0174
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9019
train_Cutoff,0.5712
train_Acc,0.9055
train_MCC,0.7919
train_Sen,0.8837
train_Spe,0.9167
train_PPV,0.8444
train_NPV,0.9390
train_Youden Index,0.8004
train_AUC,0.9471
train_95% CIs,[0.9047-0.9896]
train_Std,0.0217
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.9321
test_Cutoff,0.6502
test_Acc,0.9455
test_MCC,0.8816
test_Sen,0.9474
test_Spe,0.9444
test_PPV,0.9000
test_NPV,0.9714
test_Youden Index,0.8918
test_AUC,0.9678
test_95% CIs,[0.9271-1.0000]
test_Std,0.0208
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9742
cv_train_Cutoff,0.5732
cv_train_Acc,0.9658
cv_train_MCC,0.9316
cv_train_Sen,0.9673
cv_train_Spe,0.9643
cv_train_PPV,0.9644
cv_train_NPV,0.9672
cv_train_Youden Index,0.9315
cv_train_AUC,0.9822
cv_train_95% CIs,[0.9718-0.9926]
cv_train_Std,0.0053
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.8047
cv_val_Cutoff,0.2994
cv_val_Acc,0.8346
cv_val_MCC,0.6636
cv_val_Sen,0.8837
cv_val_Spe,0.8095
cv_val_PPV,0.7037
cv_val_NPV,0.9315
cv_val_Youden Index,0.6932
cv_val_AUC,0.8884
cv_val_95% CIs,[0.8218-0.9551]
cv_val_Std,0.0340
