,Coef
PCA_feature_2,-1.2377933005927766
PCA_feature_3,-0.1237565147286955
PCA_feature_9,0.684827680871406
PCA_feature_13,-2.7748527027076606
PCA_feature_14,-2.7947234860568795
PCA_feature_129,-222264611906978.1
PCA_feature_136,-329948369438140.6
PCA_feature_137,3042949994597912.5
PCA_feature_138,-2740386046879234.5
PCA_feature_147,2203822352565243.0
PCA_feature_148,-2888368936020627.5
PCA_feature_149,-2796368113593209.0
PCA_feature_150,-1.2729314038223252e+16
PCA_feature_161,4336492814851872.0
PCA_feature_163,-2938018296439848.0
PCA_feature_164,37485143486978.82
PCA_feature_165,-284769745465109.44
PCA_feature_167,-722933049973648.2
