,feature_name,slop,interception
0,img_exponential_firstorder_10Percentile,1.330160157194116,1.9494970047142852
1,img_exponential_firstorder_90Percentile,16.27522442633454,14.16054229706547
2,img_exponential_firstorder_Energy,26582145.46452286,14643437.015203573
3,img_exponential_firstorder_Entropy,0.14925655060117507,0.11502079735119054
4,img_exponential_firstorder_InterquartileRange,3.604021622994247,3.9114563736011907
5,img_exponential_firstorder_Kurtosis,94.18448433165177,67.8654721687024
6,img_exponential_firstorder_Maximum,77.1424793396868,135.12140897028573
7,img_exponential_firstorder_Mean,5.0088047384493946,6.813439498625
8,img_exponential_firstorder_MeanAbsoluteDeviation,5.346528965265978,5.533499444922622
9,img_exponential_firstorder_Median,2.623332621400769,3.5566962792499988
10,img_exponential_firstorder_Minimum,0.6332200471239954,1.2968048657797615
11,img_exponential_firstorder_Range,77.1146172347158,133.8246040990357
12,img_exponential_firstorder_RobustMeanAbsoluteDeviation,2.955623293589942,2.156489770476191
13,img_exponential_firstorder_RootMeanSquared,9.601496212501461,12.682033982214286
14,img_exponential_firstorder_Skewness,3.408639940285068,5.810633786976188
15,img_exponential_firstorder_TotalEnergy,26582145.46452286,14643437.015203573
16,img_exponential_firstorder_Uniformity,0.049463237230767114,0.9682289904523806
17,img_exponential_firstorder_Variance,349.08813317128295,181.51163271665487
18,img_exponential_glcm_Autocorrelation,0.1745900736589875,1.080135876017857
19,img_exponential_glcm_ClusterProminence,12.083819917803492,2.9728380331309534
20,img_exponential_glcm_ClusterShade,1.6007511554020046,0.5435330550654767
21,img_exponential_glcm_ClusterTendency,0.32236629518001736,0.1417249488511905
22,img_exponential_glcm_Contrast,0.09273919960712179,0.025318492279761913
23,img_exponential_glcm_Correlation,0.20355901461814804,0.7405485748988092
24,img_exponential_glcm_DifferenceAverage,0.044194004148792244,0.014857699934523814
25,img_exponential_glcm_DifferenceEntropy,0.11689714765922811,0.07185026627380953
26,img_exponential_glcm_DifferenceVariance,0.07580875901920238,0.02284450620833333
27,img_exponential_glcm_Id,0.014799776287531574,0.9941242850714286
28,img_exponential_glcm_Idm,0.017324810415955513,0.9936127276071426
29,img_exponential_glcm_Idmn,0.004280397053543117,0.9987928662976195
30,img_exponential_glcm_Idn,0.007165627335986968,0.9974196499345238
31,img_exponential_glcm_Imc1,0.24598931370867777,-0.4501450052619048
32,img_exponential_glcm_Imc2,0.19129251630810518,0.24751483092857146
33,img_exponential_glcm_InverseVariance,0.01066004083137843,0.0074704056249999965
34,img_exponential_glcm_JointAverage,0.05124161166090281,1.0239169202857141
35,img_exponential_glcm_JointEnergy,0.06339772009921238,0.9624870214404763
36,img_exponential_glcm_JointEntropy,0.2256630995065351,0.15807092577976178
37,img_exponential_glcm_MCC,0.1999109386366117,0.749478978363095
38,img_exponential_glcm_MaximumProbability,0.036620025782588723,0.9801160955119047
39,img_exponential_glcm_SumAverage,0.102483223227584,2.0478338405833334
40,img_exponential_glcm_SumEntropy,0.20147224615508802,0.14576232369047618
41,img_exponential_glcm_SumSquares,0.09977480105320706,0.04176086013095238
42,img_exponential_gldm_DependenceEntropy,0.3765606913657956,1.422023866124999
43,img_exponential_gldm_DependenceNonUniformity,51899.98636543304,46760.79307251549
44,img_exponential_gldm_DependenceNonUniformityNormalized,0.05349630595124609,0.49164287295833314
45,img_exponential_gldm_DependenceVariance,3.0266727779813007,21.037627986071445
46,img_exponential_gldm_GrayLevelNonUniformity,95633.88618579571,88080.02912725601
47,img_exponential_gldm_GrayLevelVariance,0.10133935173872512,0.04403641070833334
48,img_exponential_gldm_HighGrayLevelEmphasis,0.21813024323683103,1.0979355929166676
49,img_exponential_gldm_LargeDependenceEmphasis,19.48800226167916,441.7093298047619
50,img_exponential_gldm_LargeDependenceHighGrayLevelEmphasis,18.009493690200827,455.68867517380943
51,img_exponential_gldm_LargeDependenceLowGrayLevelEmphasis,22.142251609078016,439.32440476249985
52,img_exponential_gldm_LowGrayLevelEmphasis,0.023720903635864495,0.9864194290178574
53,img_exponential_gldm_SmallDependenceEmphasis,0.0010517267296173479,0.003040104428571428
54,img_exponential_gldm_SmallDependenceHighGrayLevelEmphasis,0.010693275987812374,0.00632480663690476
55,img_exponential_gldm_SmallDependenceLowGrayLevelEmphasis,0.0002667057715469748,0.002712252761904762
56,img_exponential_glrlm_GrayLevelNonUniformity,22351.729191408373,20789.770577122614
57,img_exponential_glrlm_GrayLevelNonUniformityNormalized,0.11094347543384342,0.8704847009047614
58,img_exponential_glrlm_GrayLevelVariance,0.2514471373595655,0.17404414042857158
59,img_exponential_glrlm_HighGrayLevelRunEmphasis,0.6826324222238181,1.5035714071071442
60,img_exponential_glrlm_LongRunEmphasis,3756.4383117459824,3418.3726782159515
61,img_exponential_glrlm_LongRunHighGrayLevelEmphasis,3755.9653647287973,3422.686139060118
62,img_exponential_glrlm_LongRunLowGrayLevelEmphasis,3756.489878937357,3417.5539591691063
63,img_exponential_glrlm_LowGrayLevelRunEmphasis,0.06611553122161923,0.9313964280178568
64,img_exponential_glrlm_RunEntropy,0.22302483299923723,2.167858781940476
65,img_exponential_glrlm_RunLengthNonUniformity,21570.650506116588,19471.97655466487
66,img_exponential_glrlm_RunLengthNonUniformityNormalized,0.05282427133641005,0.6118592016130955
67,img_exponential_glrlm_RunPercentage,0.02265554271199027,0.24992990102380952
68,img_exponential_glrlm_RunVariance,1314.5069886372276,1118.599313706988
69,img_exponential_glrlm_ShortRunEmphasis,0.06054495362312844,0.15251036635119042
70,img_exponential_glrlm_ShortRunHighGrayLevelEmphasis,0.5373971741043378,0.4772362332738099
