,Coef
PCA_feature_2,-1.2308319590184769
PCA_feature_3,-0.15490468502400634
PCA_feature_9,0.6449076509927218
PCA_feature_13,-2.7568242644497283
PCA_feature_14,-2.7845459095775955
PCA_feature_129,-303820983138376.25
PCA_feature_136,-427696224645134.0
PCA_feature_137,3196974679285864.0
PCA_feature_138,-2907469286891901.5
PCA_feature_142,935037901393008.4
PCA_feature_147,2260132718507765.0
PCA_feature_148,-2981819887154008.0
PCA_feature_149,-2739334885975280.0
PCA_feature_150,-1.3144783425908036e+16
PCA_feature_161,4520863458354705.0
PCA_feature_163,-2781555257278290.5
PCA_feature_164,17456707913550.115
PCA_feature_165,-493661964825964.4
PCA_feature_167,-978017617902862.0
