,Coef
PCA_feature_110,0.0
PCA_feature_124,-0.12048028539795518
PCA_feature_114,0.0
PCA_feature_18,-0.05247096480251078
PCA_feature_37,0.26045778396783975
PCA_feature_44,0.0
PCA_feature_109,0.0
PCA_feature_86,0.0
PCA_feature_112,0.0
PCA_feature_8,-0.020140029557222057
PCA_feature_115,0.0
PCA_feature_107,-0.22570471757076424
PCA_feature_131,0.0
PCA_feature_41,0.0
PCA_feature_27,0.2623468642322701
PCA_feature_106,0.0
PCA_feature_154,0.0
PCA_feature_19,0.163358585283654
PCA_feature_10,-0.15388894272956408
PCA_feature_14,-0.1141235359190154
