,Coef
PCA_feature_2,-0.04461571186141692
PCA_feature_3,0.10864241340056677
PCA_feature_10,-0.23533968453032367
PCA_feature_11,0.3205234625431372
PCA_feature_27,0.414815332887339
PCA_feature_127,328856846821089.5
PCA_feature_129,226089682053071.25
PCA_feature_131,-425219640073551.4
PCA_feature_132,434198052357465.6
PCA_feature_133,281584533725034.1
PCA_feature_138,-359776024092055.44
PCA_feature_139,16817019480376.074
PCA_feature_140,-147577880456313.16
PCA_feature_154,-221336046379060.12
PCA_feature_167,101932885332456.06
