,Coef
PCA_feature_2,-1.0377397463155416
PCA_feature_10,-0.8864375901171467
PCA_feature_11,-1.2115286584113256
PCA_feature_13,-1.6257868076831514
PCA_feature_14,-2.4098576195823296
PCA_feature_16,0.6089769350704561
PCA_feature_20,-2.2603372118664615
PCA_feature_25,1.1674239869953087
PCA_feature_26,-2.3141701664380503
PCA_feature_33,-1.6054206792259078
PCA_feature_60,-1.6310082534915151
PCA_feature_129,1.4452243966494863e-14
PCA_feature_138,-9.613480037846384e-15
PCA_feature_147,-6.745828889608805e-15
PCA_feature_148,-6.518064703497293e-15
PCA_feature_150,-9.043856896703369e-15
PCA_feature_159,-1.4351184048243548e-15
PCA_feature_160,2.6651845584303644e-15
PCA_feature_161,-1.3136679919300372e-17
PCA_feature_167,1.6244873943506872e-15
