,Coef
PCA_feature_2,-1.2117246327118674
PCA_feature_3,-0.2157837417640585
PCA_feature_9,0.7340182462486919
PCA_feature_13,-2.7210974816167353
PCA_feature_14,-2.6197484375002156
PCA_feature_129,-500099036716879.8
PCA_feature_136,-122834147973922.05
PCA_feature_137,2819362432053912.5
PCA_feature_138,-2758147982999093.5
PCA_feature_148,-2884567973991658.5
PCA_feature_149,-2185192451015490.8
PCA_feature_150,-1.192407683089076e+16
PCA_feature_161,4473228964908179.0
PCA_feature_163,-2876536084655126.5
PCA_feature_164,2036386442638.5918
PCA_feature_165,-174155200512306.03
PCA_feature_167,-943828280457366.6
