,Coef
PCA_feature_88,-0.07176083613292006
PCA_feature_11,-0.08610114458630491
PCA_feature_17,-0.03878599039312336
PCA_feature_137,8.239932466060223e-14
PCA_feature_37,-0.0808976376657049
PCA_feature_3,0.0904705219344315
PCA_feature_167,1.6931317019238743e-14
PCA_feature_130,4.031900309327526e-15
PCA_feature_15,0.08801202269312025
PCA_feature_89,0.21054528580826837
PCA_feature_142,-4.1891550752033474e-14
PCA_feature_138,-5.914506976733163e-16
PCA_feature_18,0.12117906413249768
PCA_feature_13,0.14811083444357465
PCA_feature_117,-0.2436597292890156
